1	55.88	-98.48
2	55.88	-98.48
3	55.91	-98.52
4	55.91	-98.38
5	55.86	-98.49
6	55.92	-98.96
7	53.63	-106.2
8	53.99	-105.12
9	53.92	-104.69
10	54.49	-10.82
11	54.25	-105.88
13	54.95	-112.47
14	61.85	24.29
15	69.14	27.3
16	67.36	26.64
17	64.11	19.46
18	40.03	-105.55
19	-12.54	131.31
20	-12.49	131.15
21	-2.86	-54.96
22	39.35	-0.32
23	43.74	3.59
24	-2.35	114.04
25	41.9	13.61
26	41.85	13.59
27	41.71	12.38
28	44.69	11.09
29	42.58	10.08
30	45.2	9.06
31	42.41	11.93
32	42.39	11.92
33	43.73	10.28
35	38.54	-8
36	36.93	-96.68
37	38.9	-120.63
38	35.97	-79.1
39	35.98	-79.09
40	29.95	-98
41	34.25	-89.87
43	28.61	-80.67
44	44.58	-121.5
45	44.45	-121.55
46	44.32	-121.61
47	44.5	-121.62
48	39.32	-86.41
49	38.74	-92.2
50	35.8	-76.67
51	33.37	-116.62
52	33.38	-116.62
53	33.37	-116.62
56	38.43	-120.97
57	38.41	-120.95
58	35.96	-84.29
59	-25.02	31.49
60	50.4535	11.4575
61	56.4617	32.9239
62	48.31	-105.1
63	31.59	-110.51
64	-19.92	23.56
65	31.35	35.05
66	31.74	-109.94
67	47.12	11.32
68	-35.65	148.15
69	-37.43	145.19
70	51.31	4.52
71	50.56	6.07
72	50.31	6
73	49.87	-125.33
74	48.22	-82.16
76	45.41	-75.52
77	42.66	-80.56
78	42.77	-80.46
79	42.71	-80.35
80	42.71	-80.36
81	47.47	8.33
82	47.29	7.73
83	49.5	18.54
84	49.5	18.54
85	49.03	14.77
86	50.14	11.87
87	51.08	10.45
88	51.27	10.65
89	50.96	13.57
90	55.7	12.2
91	55.49	11.65
92	48.67	7.06
93	44.72	-0.77
94	46.69	19.6
95	52.87	-6.9
96	51.99	-8.75
97	45.95	11.28
98	45.58	7.15
99	46.12	11.7
100	46.02	11.05
101	46.59	11.43
102	51.97	4.93
103	52	4.81
104	52.03	5.07
105	52.17	5.74
106	52.76	16.31
107	56.26	13.55
108	60.09	17.48
109	60.13	17.84
110	55.79	-3.24
111	56.61	-3.8
112	51.12	-0.86
113	44.06	-71.29
114	44.35	-96.84
115	35.14	-111.73
116	35.09	-111.76
117	35.45	-111.77
118	43.54	-72.17
119	45.2	-68.74
120	41.84	-88.24
121	46.08	-89.98
122	42.54	-72.19
123	41.55	-83.84
124	45.95	-90.27
125	46.24	-89.35
126	45.56	-84.71
127	45.81	-90.08
128	45.82	-121.95
129	51.45	-1.26667
130	55.6833	12.0833
131	45.6441	2.73703
132	45.6392	2.73703
133	47.8469	19.726
134	39.4778	16.5347
135	55.866	-3.20578
