site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,26.7478,115.0631,28,6,330,390
id,Date,MOD15A2 MODIS/Terra Gridded 1KM FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Leaf Area Index LAI (8-day composite),MOD15A2 MODIS/Terra QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra pass-through QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation Leaf Area Index (8-day composite),actual_date
1,2003/01/01,2,0,105,160,248,248,N\A
1,2003/01/09,36,6,0,136,0,0,N\A
1,2003/01/17,33,8,0,136,5,2,N\A
1,2003/01/25,32,7,0,136,4,1,N\A
1,2003/02/02,34,8,0,136,5,1,N\A
1,2003/02/10,6,1,8,160,0,0,N\A
1,2003/02/18,32,8,0,136,4,1,N\A
1,2003/02/26,13,3,0,200,0,0,N\A
1,2003/03/06,42,11,0,136,5,1,N\A
1,2003/03/14,13,3,0,136,0,0,N\A
1,2003/03/22,38,11,0,128,5,2,N\A
1,2003/03/30,28,7,16,200,4,1,N\A
1,2003/04/07,9,2,8,160,5,1,N\A
1,2003/04/15,53,18,0,136,4,2,N\A
1,2003/04/23,52,16,0,136,4,2,N\A
1,2003/05/01,49,15,0,200,3,1,N\A
1,2003/05/09,48,19,0,136,3,2,N\A
1,2003/05/17,62,23,0,128,3,2,N\A
1,2003/05/25,66,30,0,136,3,2,N\A
1,2003/06/02,66,29,0,136,3,2,N\A
1,2003/06/10,52,21,0,136,3,2,N\A
1,2003/06/18,62,23,16,128,3,2,N\A
1,2003/06/26,71,26,0,136,3,3,N\A
1,2003/07/04,44,12,16,160,3,1,N\A
1,2003/07/12,61,24,0,128,4,3,N\A
1,2003/07/20,58,21,0,128,3,2,N\A
1,2003/07/28,67,23,8,136,3,2,N\A
1,2003/08/05,57,17,8,160,3,1,N\A
1,2003/08/13,34,11,8,192,6,2,N\A
1,2003/08/21,75,31,0,200,3,3,N\A
1,2003/08/29,76,31,0,192,4,4,N\A
1,2003/09/06,68,25,0,136,4,3,N\A
1,2003/09/14,73,28,0,136,4,3,N\A
1,2003/09/22,71,28,0,136,4,3,N\A
1,2003/09/30,62,23,0,136,3,2,N\A
1,2003/10/08,67,20,16,192,4,2,N\A
1,2003/10/16,62,17,0,136,3,1,N\A
1,2003/10/24,60,16,0,136,4,2,N\A
1,2003/11/01,51,13,0,136,5,2,N\A
1,2003/11/09,42,10,0,136,4,1,N\A
1,2003/11/17,44,11,0,136,5,2,N\A
1,2003/11/25,37,6,0,136,0,0,N\A
1,2003/12/03,40,10,0,136,4,1,N\A
1,2003/12/11,43,7,0,136,5,1,N\A
1,2003/12/19,36,6,16,136,0,0,N\A
1,2003/12/27,42,7,0,136,6,1,N\A
