site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,15.502,120.90471,29,7,780,539
2,15.58777,120.85976,29,7,769,529
3,15.67305,120.89684,29,7,768,519
id,Date,MOD15A2 MODIS/Terra Gridded 1KM FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Leaf Area Index LAI (8-day composite),MOD15A2 MODIS/Terra QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra pass-through QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation Leaf Area Index (8-day composite),actual_date
1,2007/07/28,21,4,0,136,4,1,N\A
1,2007/08/05,18,4,8,176,9,2,N\A
1,2007/08/13,13,2,8,176,7,1,N\A
1,2007/08/21,26,6,8,200,1,0,N\A
1,2007/08/29,45,10,0,136,3,1,N\A
1,2007/09/06,52,13,0,136,3,1,N\A
1,2007/09/14,44,9,8,160,6,2,N\A
1,2007/09/22,46,11,16,136,1,0,N\A
1,2007/09/30,43,8,8,160,6,2,N\A
1,2007/10/08,67,20,0,136,3,2,N\A
1,2007/10/16,52,12,16,160,3,1,N\A
1,2007/10/24,54,12,8,192,3,1,N\A
1,2007/11/01,49,9,8,192,0,0,N\A
1,2007/11/09,43,9,0,128,4,1,N\A
1,2007/11/17,16,2,8,176,8,1,N\A
1,2007/11/25,36,6,0,128,0,0,N\A
1,2007/12/03,32,5,0,128,6,1,N\A
1,2007/12/11,36,6,0,136,0,0,N\A
1,2007/12/19,23,3,0,136,0,0,N\A
1,2007/12/27,12,2,0,160,7,1,N\A
2,2007/01/01,23,3,0,128,0,0,N\A
2,2007/01/09,25,4,0,128,5,1,N\A
2,2007/01/17,35,6,0,192,0,0,N\A
2,2007/01/25,52,10,0,136,4,1,N\A
2,2007/02/02,60,12,0,136,4,1,N\A
2,2007/02/10,73,18,0,136,3,2,N\A
2,2007/02/18,75,24,0,128,3,2,N\A
2,2007/02/26,73,24,0,136,3,2,N\A
2,2007/03/06,72,21,0,136,3,2,N\A
2,2007/03/14,63,17,0,128,3,2,N\A
2,2007/03/22,62,15,0,136,4,2,N\A
2,2007/03/30,48,10,0,128,4,1,N\A
2,2007/04/07,39,7,16,136,5,1,N\A
2,2007/04/15,26,5,0,136,5,1,N\A
2,2007/04/23,28,5,8,176,6,1,N\A
2,2007/05/01,26,5,8,160,6,1,N\A
2,2007/05/09,27,5,8,192,6,1,N\A
2,2007/05/17,27,6,8,192,0,0,N\A
2,2007/05/25,34,7,8,136,4,1,N\A
2,2007/06/02,42,10,16,136,3,1,N\A
2,2007/06/10,47,10,0,128,4,1,N\A
2,2007/06/18,30,5,8,160,5,1,N\A
2,2007/06/26,30,6,8,176,6,2,N\A
2,2007/07/04,27,6,0,192,1,0,N\A
2,2007/07/12,39,9,0,200,0,0,N\A
2,2007/07/20,45,11,0,136,3,1,N\A
2,2007/07/28,54,13,0,136,4,2,N\A
2,2007/08/05,44,10,8,160,4,1,N\A
2,2007/08/13,17,3,105,176,248,248,N\A
2,2007/08/21,69,23,0,128,2,2,N\A
2,2007/08/29,61,16,113,160,248,248,N\A
2,2007/09/06,51,12,0,192,3,1,N\A
2,2007/09/14,29,6,105,160,248,248,N\A
2,2007/09/22,60,15,16,128,4,2,N\A
2,2007/09/30,22,3,8,176,0,0,N\A
2,2007/10/08,44,10,0,128,4,1,N\A
2,2007/10/16,38,7,16,200,5,1,N\A
2,2007/10/24,47,10,16,192,4,1,N\A
2,2007/11/01,35,7,8,176,5,1,N\A
2,2007/11/09,44,10,0,128,4,1,N\A
2,2007/11/17,35,6,16,192,0,0,N\A
2,2007/11/25,42,7,0,128,5,1,N\A
2,2007/12/03,41,7,0,128,5,1,N\A
2,2007/12/11,37,7,0,128,4,1,N\A
2,2007/12/19,27,4,0,136,6,1,N\A
2,2007/12/27,25,4,0,192,5,1,N\A
3,2007/01/01,15,2,0,128,8,1,N\A
3,2007/01/09,23,3,16,136,0,0,N\A
3,2007/01/17,18,3,0,128,7,1,N\A
3,2007/01/25,36,6,0,136,0,0,N\A
3,2007/02/02,47,8,0,136,0,0,N\A
3,2007/02/10,64,14,0,136,0,0,N\A
3,2007/02/18,72,17,0,136,2,1,N\A
3,2007/02/26,65,18,0,128,3,2,N\A
3,2007/03/06,71,21,0,136,3,2,N\A
3,2007/03/14,65,18,0,128,3,2,N\A
3,2007/03/22,68,19,0,136,3,2,N\A
3,2007/03/30,58,16,0,136,4,2,N\A
3,2007/04/07,51,11,16,136,6,2,N\A
3,2007/04/15,40,9,0,136,3,1,N\A
3,2007/04/23,34,6,0,136,0,0,N\A
3,2007/05/01,27,5,8,192,6,1,N\A
3,2007/05/09,21,3,8,160,0,0,N\A
3,2007/05/17,24,5,8,160,5,1,N\A
3,2007/05/25,30,6,8,200,0,0,N\A
3,2007/06/02,35,7,0,128,5,1,N\A
3,2007/06/10,35,7,0,128,5,1,N\A
3,2007/06/18,31,7,8,136,4,1,N\A
3,2007/06/26,19,4,8,192,4,1,N\A
3,2007/07/04,20,3,8,160,0,0,N\A
3,2007/07/12,23,4,16,136,5,1,N\A
3,2007/07/20,30,6,16,136,0,0,N\A
3,2007/07/28,32,7,0,128,4,1,N\A
3,2007/08/05,26,5,105,160,248,248,N\A
3,2007/08/13,38,9,105,176,248,248,N\A
3,2007/08/21,59,18,0,128,3,1,N\A
3,2007/08/29,52,12,0,160,3,1,N\A
3,2007/09/06,71,20,0,136,2,1,N\A
3,2007/09/14,47,11,105,160,248,248,N\A
3,2007/09/22,65,18,16,200,3,2,N\A
3,2007/09/30,29,6,105,176,248,248,N\A
3,2007/10/08,52,12,0,128,3,1,N\A
3,2007/10/16,43,9,16,128,4,1,N\A
3,2007/10/24,35,7,8,200,5,1,N\A
3,2007/11/01,35,7,16,136,4,1,N\A
3,2007/11/09,34,5,8,176,6,1,N\A
3,2007/11/17,21,3,0,192,0,0,N\A
3,2007/11/25,41,7,0,128,5,1,N\A
3,2007/12/03,36,6,0,128,0,0,N\A
3,2007/12/11,27,4,0,128,6,1,N\A
3,2007/12/19,23,3,0,136,0,0,N\A
3,2007/12/27,23,3,16,136,0,0,N\A
