site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,15.502,120.90471,29,7,780,539
2,15.58777,120.85976,29,7,769,529
3,15.67305,120.89684,29,7,768,519
id,Date,MOD15A2 MODIS/Terra Gridded 1KM FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Leaf Area Index LAI (8-day composite),MOD15A2 MODIS/Terra QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra pass-through QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation Leaf Area Index (8-day composite),actual_date
2,2010/08/21,71,24,0,192,3,2,N\A
2,2010/08/29,73,23,8,136,3,2,N\A
2,2010/09/06,49,12,8,176,3,1,N\A
2,2010/09/14,65,17,0,192,3,1,N\A
2,2010/09/22,58,14,16,192,5,2,N\A
2,2010/09/30,48,10,0,128,4,1,N\A
2,2010/10/08,39,7,16,160,5,1,N\A
2,2010/10/16,36,7,16,128,5,1,N\A
2,2010/10/24,46,10,16,128,4,1,N\A
2,2010/11/01,38,7,8,176,5,1,N\A
2,2010/11/09,51,10,16,128,4,1,N\A
2,2010/11/17,44,10,0,128,4,1,N\A
2,2010/11/25,44,7,8,176,5,1,N\A
2,2010/12/03,43,7,0,128,5,1,N\A
2,2010/12/11,31,5,8,160,7,1,N\A
2,2010/12/19,36,6,0,128,0,0,N\A
2,2010/12/27,23,3,16,176,0,0,N\A
3,2010/01/01,11,2,0,128,6,1,N\A
3,2010/01/09,22,3,0,136,0,0,N\A
3,2010/01/17,22,3,0,128,0,0,N\A
3,2010/01/25,35,6,0,136,0,0,N\A
3,2010/02/02,49,9,0,128,4,1,N\A
3,2010/02/10,64,14,0,136,4,2,N\A
3,2010/02/18,68,19,0,128,3,2,N\A
3,2010/02/26,72,21,0,128,3,2,N\A
3,2010/03/06,71,21,0,128,3,2,N\A
3,2010/03/14,71,20,0,128,2,1,N\A
3,2010/03/22,71,21,0,128,3,2,N\A
3,2010/03/30,61,15,0,128,3,1,N\A
3,2010/04/07,48,12,0,128,3,1,N\A
3,2010/04/15,35,7,0,128,4,1,N\A
3,2010/04/23,29,6,0,128,0,0,N\A
3,2010/05/01,28,5,8,192,6,1,N\A
3,2010/05/09,29,5,0,128,5,1,N\A
3,2010/05/17,30,5,8,136,5,1,N\A
3,2010/05/25,36,7,8,136,5,1,N\A
3,2010/06/02,35,7,8,200,5,1,N\A
3,2010/06/10,36,7,8,136,5,1,N\A
3,2010/06/18,30,6,8,136,1,0,N\A
3,2010/06/26,21,4,16,136,4,1,N\A
3,2010/07/04,30,6,8,192,0,0,N\A
3,2010/07/12,17,3,8,176,0,0,N\A
3,2010/07/20,32,6,8,192,0,0,N\A
3,2010/07/28,34,9,8,136,0,0,N\A
3,2010/08/05,49,10,8,192,3,1,N\A
3,2010/08/13,64,20,8,200,3,2,N\A
3,2010/08/21,64,16,8,160,4,2,N\A
3,2010/08/29,60,16,8,192,4,2,N\A
3,2010/09/06,50,12,8,192,3,1,N\A
3,2010/09/14,65,20,0,128,3,2,N\A
3,2010/09/22,61,15,0,128,3,1,N\A
3,2010/09/30,55,12,0,128,3,1,N\A
3,2010/10/08,36,7,8,192,5,1,N\A
3,2010/10/16,38,7,8,192,5,1,N\A
3,2010/10/24,35,7,8,160,4,1,N\A
3,2010/11/01,38,8,8,200,3,1,N\A
3,2010/11/09,45,8,16,128,4,1,N\A
3,2010/11/17,46,8,0,192,0,0,N\A
3,2010/11/25,43,7,0,200,5,1,N\A
3,2010/12/03,39,6,0,128,4,1,N\A
3,2010/12/11,28,5,0,192,6,1,N\A
3,2010/12/19,22,3,0,128,0,0,N\A
3,2010/12/27,15,2,0,128,8,1,N\A
