site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,26.7478,115.0631,28,6,330,390
2,30.2536,80.1532,24,5,1108,1169
3,40.4536,90.8563,24,4,1096,1145
id,Date,MOD15A2 MODIS/Terra Gridded 1KM FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Leaf Area Index LAI (8-day composite),MOD15A2 MODIS/Terra QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra pass-through QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation Leaf Area Index (8-day composite),actual_date
1,2008/01/01,42,7,0,136,5,1,N\A
1,2008/01/09,43,8,0,136,5,1,N\A
1,2008/01/17,1,0,105,160,248,248,N\A
1,2008/01/25,1,0,105,160,248,248,N\A
1,2008/02/02,29,7,0,136,4,1,N\A
1,2008/02/10,31,7,0,136,4,1,N\A
1,2008/02/18,20,4,16,160,8,2,N\A
1,2008/02/26,30,7,0,136,4,1,N\A
1,2008/03/05,31,7,0,136,4,1,N\A
1,2008/03/13,10,2,8,160,5,1,N\A
1,2008/03/21,34,9,0,136,3,1,N\A
1,2008/03/29,5,1,8,160,0,0,N\A
1,2008/04/06,53,17,0,136,4,2,N\A
1,2008/04/14,8,2,8,160,5,1,N\A
1,2008/04/22,54,17,0,136,4,2,N\A
1,2008/04/30,61,26,0,136,3,2,N\A
1,2008/05/08,59,20,0,136,4,2,N\A
1,2008/05/16,50,18,0,192,4,2,N\A
1,2008/05/24,23,6,16,160,7,2,N\A
1,2008/06/01,62,23,0,136,3,2,N\A
1,2008/06/09,67,26,0,136,4,3,N\A
1,2008/06/17,65,27,0,136,4,3,N\A
1,2008/06/25,69,27,8,192,5,4,N\A
1,2008/07/03,38,15,0,200,3,1,N\A
1,2008/07/11,63,25,8,192,4,3,N\A
1,2008/07/19,57,19,0,136,4,2,N\A
1,2008/07/27,66,28,0,136,4,3,N\A
1,2008/08/04,70,26,16,128,4,3,N\A
1,2008/08/12,68,24,16,128,4,3,N\A
1,2008/08/20,75,30,0,136,3,3,N\A
1,2008/08/28,64,25,0,136,4,3,N\A
1,2008/09/05,24,6,16,192,7,2,N\A
1,2008/09/13,76,34,0,200,4,4,N\A
1,2008/09/21,76,32,0,136,3,3,N\A
1,2008/09/29,68,21,0,136,3,2,N\A
1,2008/10/07,66,25,0,136,4,2,N\A
1,2008/10/15,67,20,0,136,3,2,N\A
1,2008/10/23,49,12,0,136,3,1,N\A
1,2008/10/31,8,1,105,160,248,248,N\A
1,2008/11/08,43,11,0,136,3,1,N\A
1,2008/11/16,48,12,0,136,3,1,N\A
1,2008/11/24,42,10,0,136,4,1,N\A
1,2008/12/02,44,8,0,136,5,1,N\A
1,2008/12/10,43,8,0,136,5,1,N\A
1,2008/12/18,39,7,0,136,5,1,N\A
1,2008/12/26,37,6,16,136,0,0,N\A
2,2008/01/01,0,0,105,160,248,248,N\A
2,2008/01/09,0,0,105,160,248,248,N\A
2,2008/01/17,0,0,105,160,248,248,N\A
2,2008/01/25,0,0,105,160,248,248,N\A
2,2008/02/02,0,0,97,132,248,248,N\A
2,2008/02/10,0,0,97,196,248,248,N\A
2,2008/02/18,0,0,105,192,248,248,N\A
2,2008/02/26,0,0,97,196,248,248,N\A
2,2008/03/05,0,0,97,132,248,248,N\A
2,2008/03/13,0,0,105,160,248,248,N\A
2,2008/03/21,0,0,97,132,248,248,N\A
2,2008/03/29,0,0,105,192,248,248,N\A
2,2008/04/06,0,0,105,160,248,248,N\A
2,2008/04/14,0,0,97,196,248,248,N\A
2,2008/04/22,0,0,97,132,248,248,N\A
2,2008/04/30,1,0,97,192,248,248,N\A
2,2008/05/08,0,0,105,160,248,248,N\A
2,2008/05/16,0,0,105,160,248,248,N\A
2,2008/05/24,1,0,97,192,248,248,N\A
2,2008/06/01,2,0,97,192,248,248,N\A
2,2008/06/09,5,1,97,192,248,248,N\A
2,2008/06/17,3,1,113,160,248,248,N\A
2,2008/06/25,10,2,0,160,6,1,N\A
2,2008/07/03,6,1,16,160,0,0,N\A
2,2008/07/11,4,1,105,160,248,248,N\A
2,2008/07/19,3,1,105,160,248,248,N\A
2,2008/07/27,22,4,0,160,9,2,N\A
2,2008/08/04,14,3,97,160,248,248,N\A
2,2008/08/12,7,1,8,160,0,0,N\A
2,2008/08/20,25,5,0,160,6,1,N\A
2,2008/08/28,38,8,0,192,6,2,N\A
2,2008/09/05,18,3,0,160,9,2,N\A
2,2008/09/13,16,3,0,160,8,2,N\A
2,2008/09/21,0,0,113,192,248,248,N\A
2,2008/09/29,0,0,97,196,248,248,N\A
2,2008/10/07,0,0,97,164,248,248,N\A
2,2008/10/15,1,0,105,160,248,248,N\A
2,2008/10/23,0,0,113,192,248,248,N\A
2,2008/10/31,0,0,97,196,248,248,N\A
2,2008/11/08,0,0,97,192,248,248,N\A
2,2008/11/16,0,0,113,192,248,248,N\A
2,2008/11/24,0,0,97,164,248,248,N\A
2,2008/12/02,0,0,97,136,248,248,N\A
2,2008/12/10,0,0,97,164,248,248,N\A
2,2008/12/18,0,0,113,160,248,248,N\A
2,2008/12/26,0,0,97,164,248,248,N\A
3,2008/01/01,253,253,157,255,253,253,N\A
