site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,26.7478,115.0631,28,6,330,390
2,30.2536,80.1532,24,5,1108,1169
3,40.4536,90.8563,24,4,1096,1145
id,Date,MOD15A2 MODIS/Terra Gridded 1KM FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Leaf Area Index LAI (8-day composite),MOD15A2 MODIS/Terra QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra pass-through QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation Leaf Area Index (8-day composite),actual_date
1,2004/01/01,22,5,0,136,5,1,N\A
1,2004/01/09,2,0,105,160,248,248,N\A
1,2004/01/17,37,9,0,136,6,2,N\A
1,2004/01/25,6,1,8,160,0,0,N\A
1,2004/02/02,24,3,16,136,0,0,N\A
1,2004/02/10,36,8,0,136,5,1,N\A
1,2004/02/18,35,8,0,136,5,1,N\A
1,2004/02/26,6,1,8,160,0,0,N\A
1,2004/03/05,35,10,0,136,5,2,N\A
1,2004/03/13,45,14,0,192,4,2,N\A
1,2004/03/21,37,11,0,136,4,2,N\A
1,2004/03/29,43,13,0,136,4,2,N\A
1,2004/04/06,29,9,0,136,4,2,N\A
1,2004/04/14,52,17,0,136,4,2,N\A
1,2004/04/22,48,17,0,192,5,3,N\A
1,2004/04/30,35,10,16,192,3,1,N\A
1,2004/05/08,44,14,0,136,4,2,N\A
1,2004/05/16,65,26,0,136,5,3,N\A
1,2004/05/24,76,37,16,136,4,4,N\A
1,2004/06/01,38,15,0,200,3,1,N\A
1,2004/06/09,63,27,0,136,3,3,N\A
1,2004/06/17,5,1,8,176,0,0,N\A
1,2004/06/25,68,31,0,136,3,3,N\A
1,2004/07/03,72,28,0,136,4,3,N\A
1,2004/07/11,57,20,0,136,4,2,N\A
1,2004/07/19,71,31,0,136,4,3,N\A
1,2004/07/27,67,25,0,136,3,2,N\A
1,2004/08/04,72,28,0,136,4,3,N\A
1,2004/08/12,61,21,0,192,3,2,N\A
1,2004/08/20,49,20,0,136,4,2,N\A
1,2004/08/28,66,25,16,192,4,3,N\A
1,2004/09/05,20,5,0,160,5,1,N\A
1,2004/09/13,71,28,0,136,4,3,N\A
1,2004/09/21,64,25,0,136,3,2,N\A
1,2004/09/29,61,22,0,136,4,2,N\A
1,2004/10/07,68,21,0,136,3,2,N\A
1,2004/10/15,65,19,0,136,4,2,N\A
1,2004/10/23,54,14,0,136,5,2,N\A
1,2004/10/31,53,14,0,136,4,1,N\A
1,2004/11/08,26,6,16,136,0,0,N\A
1,2004/11/16,49,13,0,136,4,2,N\A
1,2004/11/24,34,8,0,136,4,1,N\A
1,2004/12/02,40,7,0,136,5,1,N\A
1,2004/12/10,38,6,0,128,4,1,N\A
1,2004/12/18,8,1,8,160,0,0,N\A
1,2004/12/26,36,6,0,128,0,0,N\A
2,2004/01/01,0,0,105,160,248,248,N\A
2,2004/01/09,0,0,97,196,248,248,N\A
2,2004/01/17,0,0,105,160,248,248,N\A
2,2004/01/25,0,0,105,160,248,248,N\A
2,2004/02/02,0,0,105,160,248,248,N\A
2,2004/02/10,0,0,105,160,248,248,N\A
2,2004/02/18,0,0,105,160,248,248,N\A
2,2004/02/26,0,0,105,160,248,248,N\A
2,2004/03/05,0,0,97,196,248,248,N\A
2,2004/03/13,0,0,97,140,248,248,N\A
2,2004/03/21,1,0,105,160,248,248,N\A
2,2004/03/29,1,0,105,160,248,248,N\A
2,2004/04/06,1,0,113,192,248,248,N\A
2,2004/04/14,7,1,0,192,0,0,N\A
2,2004/04/22,1,0,105,160,248,248,N\A
2,2004/04/30,0,0,105,160,248,248,N\A
2,2004/05/08,6,1,0,192,0,0,N\A
2,2004/05/16,6,1,0,192,0,0,N\A
2,2004/05/24,6,1,16,160,0,0,N\A
2,2004/06/01,16,3,0,160,9,2,N\A
2,2004/06/09,14,3,0,192,9,2,N\A
2,2004/06/17,6,1,0,160,0,0,N\A
2,2004/06/25,25,5,0,192,6,1,N\A
2,2004/07/03,3,1,105,160,248,248,N\A
2,2004/07/11,26,5,97,160,248,248,N\A
2,2004/07/19,10,2,0,160,6,1,N\A
2,2004/07/27,14,2,8,176,7,1,N\A
2,2004/08/04,31,7,97,192,248,248,N\A
2,2004/08/12,20,3,16,160,11,2,N\A
2,2004/08/20,13,2,0,192,7,1,N\A
2,2004/08/28,25,5,0,192,6,1,N\A
2,2004/09/05,22,4,0,192,8,2,N\A
2,2004/09/13,11,2,0,160,7,1,N\A
2,2004/09/21,0,0,105,160,248,248,N\A
2,2004/09/29,7,1,0,200,0,0,N\A
2,2004/10/07,7,1,0,200,0,0,N\A
2,2004/10/15,0,0,97,164,248,248,N\A
2,2004/10/23,0,0,97,140,248,248,N\A
2,2004/10/31,0,0,97,164,248,248,N\A
2,2004/11/08,0,0,97,136,248,248,N\A
2,2004/11/16,1,0,105,160,248,248,N\A
2,2004/11/24,0,0,97,192,248,248,N\A
2,2004/12/02,1,0,105,160,248,248,N\A
2,2004/12/10,0,0,97,140,248,248,N\A
2,2004/12/18,0,0,97,196,248,248,N\A
2,2004/12/26,0,0,105,192,248,248,N\A
3,2004/01/01,253,253,157,255,253,253,N\A
3,2004/01/09,253,253,157,255,253,253,N\A
3,2004/01/17,253,253,157,255,253,253,N\A
3,2004/01/25,253,253,157,255,253,253,N\A
3,2004/02/02,253,253,157,255,253,253,N\A
3,2004/02/10,253,253,157,255,253,253,N\A
3,2004/02/18,253,253,157,255,253,253,N\A
3,2004/02/26,253,253,157,255,253,253,N\A
3,2004/03/05,253,253,157,255,253,253,N\A
3,2004/03/13,253,253,157,255,253,253,N\A
3,2004/03/21,253,253,157,255,253,253,N\A
3,2004/03/29,253,253,157,255,253,253,N\A
3,2004/04/06,253,253,157,255,253,253,N\A
3,2004/04/14,253,253,157,255,253,253,N\A
3,2004/04/22,253,253,157,255,253,253,N\A
3,2004/04/30,253,253,157,255,253,253,N\A
3,2004/05/08,253,253,157,255,253,253,N\A
3,2004/05/16,253,253,157,255,253,253,N\A
3,2004/05/24,253,253,157,255,253,253,N\A
3,2004/06/01,253,253,157,255,253,253,N\A
3,2004/06/09,253,253,157,255,253,253,N\A
3,2004/06/17,253,253,157,255,253,253,N\A
3,2004/06/25,253,253,157,255,253,253,N\A
3,2004/07/03,253,253,157,255,253,253,N\A
3,2004/07/11,253,253,157,255,253,253,N\A
3,2004/07/19,253,253,157,255,253,253,N\A
3,2004/07/27,253,253,157,255,253,253,N\A
3,2004/08/04,253,253,157,255,253,253,N\A
3,2004/08/12,253,253,157,255,253,253,N\A
3,2004/08/20,253,253,157,255,253,253,N\A
3,2004/08/28,253,253,157,255,253,253,N\A
3,2004/09/05,253,253,157,255,253,253,N\A
3,2004/09/13,253,253,157,255,253,253,N\A
3,2004/09/21,253,253,157,255,253,253,N\A
3,2004/09/29,253,253,157,255,253,253,N\A
3,2004/10/07,253,253,157,255,253,253,N\A
3,2004/10/15,253,253,157,255,253,253,N\A
3,2004/10/23,253,253,157,255,253,253,N\A
3,2004/10/31,253,253,157,255,253,253,N\A
3,2004/11/08,253,253,157,255,253,253,N\A
3,2004/11/16,253,253,157,255,253,253,N\A
3,2004/11/24,253,253,157,255,253,253,N\A
3,2004/12/02,253,253,157,255,253,253,N\A
3,2004/12/10,253,253,157,255,253,253,N\A
3,2004/12/18,253,253,157,255,253,253,N\A
3,2004/12/26,253,253,157,255,253,253,N\A
