site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,15.64448,121.036645,29,7,1572,1045
2,15.66082,120.998398,29,7,1561,1041
3,15.65759,120.914072,29,7,1542,1042
id,Date,Surface_reflectance_for_band_1,Surface_reflectance_for_band_2,Surface_reflectance_for_band_3,Surface_reflectance_for_band_4,Surface_reflectance_for_band_5,Surface_reflectance_for_band_6,Surface_reflectance_for_band_7,Surface_reflectance_500m_quality_control_flags,Solar_zenith,View_zenith,Relative_azimuth,Surface_reflectance_500m_state_flags,Surface_reflectance_day_of_year,actual_date
2,2003/03/14,438,5269,234,893,4311,2623,1025,1073741824,3011,1584,-2789,136,73,2003/03/14
2,2003/03/22,358,3425,173,575,2788,1502,515,1073741824,2352,1336,15810,72,87,2003/03/28
2,2003/03/30,659,5564,357,1183,4549,2749,1079,1073741824,2778,3902,-1367,136,91,2003/04/01
2,2003/04/07,870,4695,441,1192,-28672,2571,1138,1075576835,2484,2821,-910,136,98,2003/04/08
2,2003/04/15,1074,3908,496,1143,3944,2840,1638,1073741824,2213,1548,-493,72,105,2003/04/15
2,2003/04/23,1230,2616,586,991,3207,2971,1962,1073741824,1759,1273,-17562,72,119,2003/04/29
2,2003/05/01,1255,2650,631,1029,3163,3085,2021,1073741824,1870,147,829,72,128,2003/05/08
2,2003/05/09,1248,2520,629,1018,2949,2777,1794,1073741824,1731,1336,-15789,137,135,2003/05/15
2,2003/05/17,1593,2866,1303,1497,3232,2970,1834,1073741824,2024,1530,2292,1289,137,2003/05/17
2,2003/05/25,2419,3031,2484,2491,2808,2669,1906,1073741824,1538,3784,-14533,1033,149,2003/05/29
2,2003/06/02,1807,3137,1449,1785,2909,2591,1718,1073741824,2401,3873,2739,1034,155,2003/06/04
2,2003/06/10,811,2185,433,821,2324,1914,1055,1073741824,2309,2784,2995,140,162,2003/06/11
2,2003/06/18,595,1563,296,603,1247,984,444,1073741824,1580,4668,-13790,72,172,2003/06/21
2,2003/06/26,775,1623,386,766,1076,751,330,1073741824,2399,2812,3108,72,178,2003/06/27
2,2003/07/04,867,1442,439,849,972,668,309,1075576832,2287,1548,3185,136,185,2003/07/04
2,2003/07/12,737,1841,381,837,1396,1084,543,1073741824,2725,4820,2372,136,196,2003/07/15
2,2003/07/20,650,2246,335,779,1664,1172,468,1073741824,2150,228,2620,138,208,2003/07/27
2,2003/07/28,407,2808,173,600,2302,1595,688,1073741824,1422,5318,-15556,8206,211,2003/07/30
2,2003/08/05,652,3610,583,877,2896,1931,925,1073741824,2107,200,759,8206,224,2003/08/12
2,2003/08/13,561,4986,368,953,6172,2572,1006,1075576832,2399,2905,921,8202,226,2003/08/14
2,2003/08/21,448,3503,420,681,2886,1704,676,1073741824,2117,209,-218,8206,240,2003/08/28
2,2003/08/29,3005,5843,2901,3165,5112,4094,2472,1073741824,2412,2914,-412,1033,242,2003/08/30
2,2003/09/06,992,4061,1110,1293,3445,2293,1122,1073741824,1696,4568,15481,1034,252,2003/09/09
2,2003/09/14,453,4473,232,794,3906,2193,830,1073741824,2535,2924,-1848,72,258,2003/09/15
2,2003/09/22,1421,5369,1085,1718,4470,3138,1653,1073741824,3064,5511,-2398,1034,269,2003/09/26
2,2003/09/30,720,3837,369,912,3803,2363,1083,1073741824,2789,2877,-3194,72,274,2003/10/01
2,2003/10/08,676,2270,330,647,2719,2157,1185,1073741824,2703,2615,13146,72,286,2003/10/13
2,2003/10/16,610,2281,315,615,2560,2045,1043,1073741824,2665,5349,12096,72,291,2003/10/18
2,2003/10/24,780,1998,415,677,2532,2067,1182,1073741824,3178,2605,12405,72,302,2003/10/29
2,2003/11/01,687,1990,352,608,2606,2233,1272,1073741824,3324,3737,12015,72,309,2003/11/05
2,2003/11/09,1123,2801,566,965,3516,3366,2048,1073741824,3882,3883,-5017,72,315,2003/11/11
2,2003/11/17,910,2453,463,823,2964,2573,1499,1073741824,3971,2747,-5248,72,322,2003/11/18
2,2003/11/25,981,2403,508,846,3134,3057,1900,1073741824,4123,77,8705,72,336,2003/12/02
2,2003/12/03,1212,3069,607,1051,3913,3430,2139,1073741824,4290,2692,-5360,72,338,2003/12/04
2,2003/12/11,1335,2783,769,1142,3556,3192,1999,1073741824,4323,1375,-5543,72,345,2003/12/11
2,2003/12/19,965,1941,482,808,2065,1879,1154,1073741824,4305,1508,12351,72,359,2003/12/25
2,2003/12/27,996,1391,559,878,967,749,389,1073741824,4247,2791,12289,72,1,2003/01/01
3,2003/01/01,1033,1700,540,913,1526,1236,706,1073741824,4529,2914,-5067,72,2,2003/01/02
3,2003/01/09,1065,1502,547,939,1103,902,489,1073741824,4428,1684,-5097,72,9,2003/01/09
3,2003/01/17,1037,1598,543,952,1188,960,534,1073741824,4112,1264,12943,136,23,2003/01/23
3,2003/01/25,996,1627,521,990,904,773,398,1073741824,4243,1611,-4667,136,25,2003/01/25
3,2003/02/02,663,1630,347,737,1080,885,381,1073741824,3665,3708,13176,76,37,2003/02/06
3,2003/02/10,429,2373,220,629,1873,1313,572,1073741824,3640,184,-4835,72,48,2003/02/17
3,2003/02/18,262,3700,136,530,2871,1716,689,1073741824,3343,1236,14234,72,55,2003/02/24
3,2003/02/26,276,3716,148,573,2994,1852,740,1073741824,3177,263,-3333,136,64,2003/03/05
3,2003/03/06,342,4699,168,700,4099,2602,960,1073741824,3346,2960,-2992,136,66,2003/03/07
3,2003/03/14,282,4160,138,584,3225,1841,695,1073741824,2686,202,-1722,136,80,2003/03/21
3,2003/03/22,289,3644,149,512,2909,1528,568,1073741824,2358,1264,15904,72,87,2003/03/28
3,2003/03/30,439,3768,231,720,3011,1683,715,1073741824,2258,181,372,136,96,2003/04/06
3,2003/04/07,571,3281,310,733,2832,1670,733,1073741824,1972,1254,17135,72,103,2003/04/13
3,2003/04/15,1361,3759,762,1355,3755,2664,1518,1073741824,2220,1620,-553,72,105,2003/04/15
3,2003/04/23,1284,2829,574,1011,3394,3050,1874,1073741824,1767,1191,-17489,72,119,2003/04/29
3,2003/05/01,1726,3683,880,1426,4296,3906,2682,1073741824,2051,1693,912,73,121,2003/05/01
3,2003/05/09,1234,2700,594,1013,3206,3045,1909,1073741824,1739,1264,-15709,137,135,2003/05/15
3,2003/05/17,897,2306,436,777,2803,2662,1542,1073741824,1340,4618,-14947,8205,140,2003/05/20
3,2003/05/25,2426,3049,2549,2494,3154,2655,1746,1073741824,1545,3737,-14630,1033,149,2003/05/29
3,2003/06/02,600,2333,162,588,2278,1639,737,1073741824,2408,3921,2707,1033,155,2003/06/04
3,2003/06/10,915,2454,436,875,3018,2763,1631,1073741824,2317,2849,2969,136,162,2003/06/11
3,2003/06/18,827,1915,432,810,1619,1195,562,1073741824,1853,2615,-14285,138,174,2003/06/23
3,2003/06/26,883,2140,448,881,1782,1286,635,1073741824,2407,2877,3063,72,178,2003/06/27
3,2003/07/04,922,2119,481,959,1599,1212,566,1073741824,2575,3969,2685,136,187,2003/07/06
3,2003/07/12,972,1970,491,1020,1209,843,383,1073741824,2733,4860,2357,136,196,2003/07/15
3,2003/07/20,987,1972,519,984,1546,1294,670,1073741824,1878,2477,-15527,136,206,2003/07/25
3,2003/07/28,800,2128,415,883,1813,1375,662,1073741824,2442,2988,1831,138,210,2003/07/29
3,2003/08/05,961,2510,860,1122,2156,1673,1036,1073741824,2116,282,462,1033,224,2003/08/12
3,2003/08/13,881,3800,611,1104,3330,2338,1076,1073741824,2406,2960,885,202,226,2003/08/14
3,2003/08/21,264,3198,115,509,2529,1558,582,1073741824,2125,290,-642,142,240,2003/08/28
3,2003/08/29,2244,5527,2259,2517,5192,3832,2363,1073741824,2420,2979,-428,1033,242,2003/08/30
3,2003/09/06,213,4007,81,524,3308,1935,715,1073741824,1434,5865,15114,8206,250,2003/09/07
3,2003/09/14,414,4541,208,772,3859,2205,828,1073741824,2542,2988,-1877,136,258,2003/09/15
3,2003/09/22,981,4138,1001,1285,3627,1990,813,1073741824,2039,4569,13762,1289,268,2003/09/25
3,2003/09/30,641,3959,330,905,3496,2128,905,1073741824,2794,2932,-3222,72,274,2003/10/01
3,2003/10/08,645,2879,264,701,2927,2000,947,1073741824,2503,4578,12734,140,284,2003/10/11
3,2003/10/16,629,2528,315,669,2406,1879,900,1075576832,2667,5318,12053,72,291,2003/10/18
3,2003/10/24,836,2341,417,746,2751,2403,1412,1073741824,3180,2541,12457,72,302,2003/10/29
3,2003/11/01,771,2186,378,667,2781,2427,1448,1073741824,3326,3689,12056,72,309,2003/11/05
3,2003/11/09,1137,3058,584,1022,4274,3269,1930,1075576832,3886,3931,-4909,72,315,2003/11/11
3,2003/11/17,1029,2484,549,889,3145,2979,1816,1073741824,3889,1391,11986,74,327,2003/11/23
3,2003/11/25,973,2700,508,863,3209,2861,1641,1073741824,4126,27,-1332,72,336,2003/12/02
3,2003/12/03,1163,2604,590,938,3428,3095,1903,1073741824,4173,1435,12270,72,343,2003/12/09
3,2003/12/11,1078,2331,538,854,2904,2744,1695,1073741824,4194,2735,12155,72,350,2003/12/16
3,2003/12/19,1037,1971,532,821,2375,2215,1470,1073741824,4307,1436,12428,72,359,2003/12/25
3,2003/12/27,954,1699,502,782,1794,1599,1002,1073741824,4250,2726,12335,72,1,2003/01/01
