1,39.3459722,-0.3188056,17,5,1170,78
2,41.7052493,12.3761058,18,4,1108,995
3,42.40812,11.93001,18,4,1057,911
4,43.7278611,10.284444,18,4,891,752
5,44.71711,-0.7693,17,4,1134,633
6,45.6430556,2.7358333,18,4,229,522
7,42.5838694,10.0784,18,4,890,889
8,43.734139,3.595833,18,4,311,751
9,48.67416,7.06556,18,4,559,159
10,50.3055241,5.9968274,18,3,459,1163
11,50.9636111,13.5669444,18,3,1025,1084
12,51.0791667,10.453,18,3,788,1070
13,55.4858694,11.6446444,18,3,791,541
14,61.8475,24.295,19,2,175,978

No data
No dataid,Date,8-day daytime 1km grid Land-surface Temperature,Quality control for daytime LST and emissivity,Average time of daytime Land-surface Temperature observation,Average view zenith angle of daytime Land-surface Temperature,8-day nighttime 1km grid Land-surface Temperature,Quality control for nighttime LST and emissivity,Average time of nighttime Land-surface Temperature observation,Average view zenith angle of nighttime Land-surface Temperature,Band 31 emissivity,Band 32 emissivity,the days in clear-sky conditions and with validate LSTs,the nights in clear-sky conditions and with validate LSTs,actual_date
1,2002/07/04,15014,0,130,53,14778,0,19,54,248,246,15,15,N\A
1,2002/07/12,15077,0,130,61,14802,65,20,62,248,246,253,253,N\A
1,2002/07/20,15138,0,130,59,14853,0,19,55,248,247,251,255,N\A
1,2002/07/28,14930,0,131,63,14888,0,21,64,248,248,3,3,N\A
1,2002/08/05,14856,0,130,53,14715,65,20,60,247,246,30,27,N\A
1,2002/08/13,15080,0,130,56,14796,65,19,57,248,246,255,255,N\A
1,2002/08/21,14957,0,129,52,14693,65,16,28,248,247,119,181,N\A
1,2002/08/29,14998,0,130,56,14756,65,18,49,248,246,255,235,N\A
1,2002/09/06,14967,0,128,44,14732,65,20,63,248,246,31,126,N\A
1,2002/09/14,15028,0,130,55,14631,65,21,76,248,248,80,208,N\A
1,2002/09/22,14863,0,128,42,14672,65,22,77,248,247,245,107,N\A
1,2002/09/30,14609,65,129,53,14520,65,18,50,248,246,224,242,N\A
1,2002/10/08,14787,0,129,51,14551,65,19,57,248,247,252,228,N\A
1,2002/10/16,14660,0,128,46,14533,65,19,59,248,246,238,80,N\A
1,2002/10/24,14687,0,129,48,14401,65,18,46,248,247,190,191,N\A
1,2002/11/01,14584,0,129,48,14390,65,16,35,248,246,51,48,N\A
1,2002/11/09,14640,0,130,60,14354,65,17,39,248,246,26,150,N\A
1,2002/11/17,14464,65,133,81,14244,65,22,85,248,247,55,39,N\A
1,2002/11/25,14398,65,130,61,14230,65,17,36,248,247,26,164,N\A
1,2002/12/03,14371,0,129,46,14222,65,23,100,248,247,94,5,N\A
1,2002/12/11,14339,65,135,101,14056,65,16,37,248,246,26,23,N\A
1,2002/12/19,14306,65,128,38,13885,65,20,70,248,246,126,16,N\A
1,2002/12/27,14351,65,127,39,14180,65,13,9,247,245,22,20,N\A
1,2003/01/01,14351,65,135,106,14155,65,22,89,249,248,8,136,N\A
1,2003/01/09,14193,65,130,56,13932,65,22,85,247,246,252,213,N\A
1,2003/01/17,14297,65,128,37,13925,65,21,78,249,247,213,143,N\A
1,2003/01/25,14252,65,129,54,14048,65,17,39,248,246,221,186,N\A
1,2003/02/02,14341,65,131,67,14055,65,21,80,248,247,159,166,N\A
1,2003/02/10,14278,65,127,32,14001,65,18,53,247,246,195,144,N\A
1,2003/02/18,14168,65,132,77,13827,65,23,100,249,248,44,40,N\A
1,2003/02/26,14291,65,126,28,14276,65,17,43,247,245,193,192,N\A
1,2003/03/06,14505,0,130,56,14337,65,20,68,248,247,121,251,N\A
1,2003/03/14,14446,0,129,51,14115,65,17,43,247,246,245,152,N\A
1,2003/03/22,14333,65,131,69,14308,65,20,66,248,247,158,152,N\A
1,2003/03/30,14519,0,130,62,14278,65,19,63,247,246,244,244,N\A
1,2003/04/07,14584,65,130,61,14418,65,16,35,248,247,237,69,N\A
1,2003/04/15,14746,0,132,79,14243,65,25,114,249,247,64,4,N\A
1,2003/04/23,14683,0,128,42,14429,65,17,43,248,247,117,92,N\A
1,2003/05/01,14613,65,130,57,14378,65,19,61,248,246,31,29,N\A
1,2003/05/09,14793,0,132,78,14585,65,20,70,248,248,59,185,N\A
1,2003/05/17,14890,0,129,54,14680,65,19,63,248,247,127,222,N\A
1,2003/05/25,14880,0,131,63,14589,65,21,75,248,247,255,62,N\A
1,2003/06/02,14871,0,127,38,14690,65,23,93,248,246,251,245,N\A
1,2003/06/10,15112,0,131,67,14773,65,19,56,248,247,159,205,N\A
1,2003/06/18,15093,0,129,48,14748,0,20,64,248,246,255,255,N\A
1,2003/06/26,15183,0,131,64,14898,0,20,64,248,247,254,255,N\A
1,2003/07/04,15049,0,129,48,14883,0,18,55,248,246,255,254,N\A
1,2003/07/12,15181,0,131,63,14887,0,19,58,248,247,255,247,N\A
1,2003/07/20,15101,0,132,72,14765,0,18,52,248,246,254,245,N\A
1,2003/07/28,15226,0,131,62,14927,0,20,64,248,247,255,255,N\A
1,2003/08/05,15253,0,129,47,14965,0,18,48,248,246,255,255,N\A
1,2003/08/13,15185,0,130,56,14841,0,20,70,248,247,247,239,N\A
1,2003/08/21,15210,0,131,69,14871,0,18,52,248,246,118,245,N\A
1,2003/08/29,15110,0,132,77,14763,65,21,71,248,247,143,30,N\A
1,2003/09/06,15028,0,130,55,14706,65,16,38,248,246,120,249,N\A
1,2003/09/14,14905,0,131,71,14612,65,20,71,248,247,238,158,N\A
1,2003/09/22,14853,0,130,61,14658,65,19,65,248,247,222,93,N\A
1,2003/09/30,14887,0,131,66,14639,65,24,106,248,247,182,42,N\A
1,2003/10/08,14749,65,129,49,14497,65,17,39,248,247,63,75,N\A
1,2003/10/16,14249,65,124,9,14497,65,18,45,248,246,64,144,N\A
1,2003/10/24,14542,65,129,57,14261,65,16,41,247,245,5,65,N\A
1,2003/11/01,14492,65,130,61,14307,65,26,119,247,245,67,2,N\A
1,2003/11/09,14416,65,126,28,14195,65,20,66,247,247,201,250,N\A
1,2003/11/17,14500,0,129,44,14138,65,18,46,249,248,144,144,N\A
1,2003/11/25,14351,65,131,68,14181,65,19,59,248,247,54,158,N\A
1,2003/12/03,14276,65,131,65,14075,65,23,90,248,247,152,46,N\A
1,2003/12/11,14360,0,129,54,14041,65,16,36,248,247,127,57,N\A
1,2003/12/19,14290,65,130,63,14077,65,20,73,248,247,127,173,N\A
1,2003/12/27,14253,65,128,43,13919,65,26,112,248,246,27,17,N\A
1,2004/01/01,14221,65,131,64,14033,65,16,29,248,247,124,160,N\A
1,2004/01/09,14316,65,132,75,14131,65,16,38,248,247,241,106,N\A
1,2004/01/17,14285,65,128,41,14027,65,19,60,248,247,189,99,N\A
1,2004/01/25,14414,65,130,60,13744,65,16,28,248,247,157,64,N\A
1,2004/02/02,14427,0,130,61,0,2,255,255,248,247,59,0,N\A
1,2004/02/10,14410,0,130,57,14257,65,18,49,248,247,255,68,N\A
1,2004/02/18,14268,65,132,78,14003,65,17,37,248,247,50,32,N\A
1,2004/02/26,14203,0,133,80,13970,65,22,81,248,247,252,204,N\A
1,2004/03/05,14358,0,131,64,14199,65,20,70,248,247,222,10,N\A
1,2004/03/13,14453,0,132,80,13599,65,22,80,248,247,224,28,N\A
1,2004/03/21,14566,0,129,46,14417,65,14,14,248,247,3,1,N\A
1,2004/03/29,14492,0,129,50,14232,65,18,47,248,246,124,104,N\A
1,2004/04/06,14574,0,128,41,14307,65,20,69,248,247,139,194,N\A
1,2004/04/14,14552,0,129,53,14347,65,18,53,248,247,201,217,N\A
1,2004/04/22,14688,0,130,58,14457,65,19,59,248,246,62,62,N\A
1,2004/04/30,14536,0,132,77,14215,65,20,60,248,248,228,65,N\A
1,2004/05/08,14724,0,126,23,14459,65,22,81,248,248,161,2,N\A
1,2004/05/16,14882,0,128,43,14561,65,20,62,248,247,31,191,N\A
1,2004/05/24,14659,65,133,81,14650,65,24,95,248,246,156,88,N\A
1,2004/06/01,14967,0,129,52,14739,65,18,51,248,246,159,127,N\A
1,2004/06/09,14928,0,129,47,14635,65,20,66,248,247,207,222,N\A
1,2004/06/17,14985,0,130,57,14662,65,18,46,248,247,255,219,N\A
1,2004/06/25,15017,0,130,54,14845,0,18,46,248,247,255,239,N\A
1,2004/07/03,15124,0,131,65,14825,0,21,69,248,247,247,231,N\A
1,2004/07/11,15025,0,130,54,14716,65,19,51,248,247,255,253,N\A
1,2004/07/19,15076,0,130,57,14789,0,20,63,248,247,255,249,N\A
1,2004/07/27,15093,0,129,54,14858,0,18,48,248,247,31,191,N\A
1,2004/08/04,15186,0,131,64,14823,0,20,64,248,247,247,253,N\A
1,2004/08/12,15164,0,130,54,14900,0,19,55,248,246,255,255,N\A
1,2004/08/20,15051,0,132,73,14770,65,19,60,248,248,245,199,N\A
1,2004/08/28,15046,0,128,37,14738,65,18,47,248,247,47,191,N\A
1,2004/09/05,14830,65,133,85,14595,65,17,44,248,247,176,142,N\A
1,2004/09/13,14935,0,133,77,14743,65,19,54,248,246,252,247,N\A
1,2004/09/21,14913,0,130,56,14709,65,18,49,248,247,255,223,N\A
1,2004/09/29,14908,0,130,58,14681,65,19,55,248,247,127,255,N\A
1,2004/10/07,14833,0,130,56,14569,65,17,44,248,246,255,142,N\A
1,2004/10/15,14675,0,128,42,14482,65,17,36,248,247,231,166,N\A
1,2004/10/23,14695,65,130,65,14510,65,17,43,247,246,233,15,N\A
1,2004/10/31,14501,65,128,41,14224,65,19,53,248,247,69,138,N\A
1,2004/11/08,14429,65,131,67,14259,65,18,51,248,247,231,214,N\A
1,2004/11/16,14478,65,129,46,14184,65,16,36,248,247,191,175,N\A
1,2004/11/24,14492,65,129,55,14283,65,16,28,248,247,7,64,N\A
1,2004/12/02,13956,65,125,13,14143,65,14,14,248,246,1,1,N\A
1,2004/12/10,14335,65,128,44,14135,65,17,49,248,247,194,152,N\A
1,2004/12/18,14348,65,129,48,14102,65,18,52,248,247,103,227,N\A
1,2004/12/26,14116,65,129,51,13938,65,18,54,247,246,59,56,N\A
1,2005/01/01,14255,65,130,54,14009,65,18,51,248,247,255,247,N\A
1,2005/01/09,14209,65,130,56,13980,65,21,81,248,247,255,20,N\A
1,2005/01/17,14302,65,128,44,14128,65,18,51,248,247,191,187,N\A
1,2005/01/25,14195,65,130,63,13947,65,22,85,248,247,247,209,N\A
1,2005/02/02,14200,65,132,78,14045,65,19,56,248,247,59,41,N\A
1,2005/02/10,14306,65,129,49,14082,65,21,75,249,247,63,44,N\A
1,2005/02/18,14262,0,129,52,13987,65,20,64,248,247,27,3,N\A
1,2005/02/26,14234,65,131,73,13993,65,25,114,248,246,161,128,N\A
1,2005/03/06,14334,0,129,48,14052,65,21,80,248,247,190,42,N\A
1,2005/03/14,14416,65,128,42,14149,65,27,124,247,246,124,32,N\A
1,2005/03/22,14469,0,129,51,14080,65,20,71,249,248,166,40,N\A
1,2005/03/30,14522,65,130,60,14463,65,18,47,248,246,163,64,N\A
1,2005/04/07,14505,0,130,59,14166,65,19,58,248,247,248,121,N\A
1,2005/04/15,14587,0,130,55,14389,65,23,99,248,247,58,53,N\A
1,2005/04/23,14759,0,130,58,14505,65,17,37,248,247,254,189,N\A
1,2005/05/01,14760,0,131,66,14464,65,18,52,248,247,241,97,N\A
1,2005/05/09,14881,0,132,71,14628,65,21,76,248,247,102,99,N\A
1,2005/05/17,14763,0,128,46,14553,65,19,61,248,247,238,158,N\A
1,2005/05/25,14960,0,129,50,14623,65,18,52,248,248,143,143,N\A
1,2005/06/02,14956,0,129,52,14695,65,19,64,248,247,251,247,N\A
1,2005/06/10,14902,65,130,54,14658,65,18,49,248,247,255,190,N\A
1,2005/06/18,15094,0,132,76,14749,65,20,66,248,247,191,223,N\A
1,2005/06/26,15181,0,130,53,14821,0,19,55,248,247,249,249,N\A
1,2005/07/04,15047,0,132,80,14713,65,21,78,248,247,141,175,N\A
1,2005/07/12,15083,0,130,54,14764,0,19,55,248,247,255,255,N\A
1,2005/07/20,15140,0,130,56,14832,0,19,57,248,247,255,255,N\A
1,2005/07/28,15114,0,131,67,14780,65,20,63,248,247,238,207,N\A
1,2005/08/05,15149,0,133,83,14842,0,20,65,248,247,231,207,N\A
1,2005/08/13,15132,0,129,46,14807,0,20,67,248,247,167,111,N\A
1,2005/08/21,15056,0,130,56,14770,65,19,57,248,247,255,255,N\A
1,2005/08/29,15018,0,128,45,14776,65,19,63,248,247,191,126,N\A
1,2005/09/06,14988,0,128,42,14627,65,17,48,248,246,123,248,N\A
1,2005/09/14,14909,0,129,48,14641,65,19,59,248,247,253,231,N\A
1,2005/09/22,14663,65,130,66,14570,65,19,60,248,247,53,203,N\A
1,2005/09/30,14804,0,130,58,14596,65,19,58,248,247,254,174,N\A
1,2005/10/08,14711,0,127,37,14574,65,20,66,248,247,234,71,N\A
1,2005/10/16,14732,0,130,59,14503,65,12,4,247,246,248,16,N\A
1,2005/10/24,14668,65,128,45,14529,65,15,25,248,246,47,74,N\A
1,2005/11/01,14627,65,134,87,14351,65,18,49,248,246,242,241,N\A
1,2005/11/09,14393,0,133,79,14054,65,22,81,249,248,192,192,N\A
1,2005/11/17,14306,65,129,49,14231,65,16,28,248,247,197,1,N\A
1,2005/11/25,14242,65,128,38,14142,65,23,99,248,247,126,5,N\A
1,2005/12/03,14342,65,130,53,14167,65,17,36,248,247,249,36,N\A
1,2005/12/11,14231,0,129,55,14032,65,18,52,248,247,113,218,N\A
1,2005/12/19,14271,65,129,51,13934,65,18,51,248,247,252,44,N\A
1,2005/12/27,14227,65,131,68,14053,65,22,91,248,247,13,4,N\A
1,2006/01/01,14228,65,127,38,14115,65,18,54,247,245,143,7,N\A
1,2006/01/09,14275,65,131,63,14079,65,20,69,249,248,60,104,N\A
1,2006/01/17,14300,65,129,48,14123,65,17,38,248,247,255,10,N\A
1,2006/01/25,14229,65,131,68,13972,65,15,20,248,247,146,16,N\A
1,2006/02/02,14209,65,127,38,14073,65,16,36,247,246,251,99,N\A
1,2006/02/10,14402,0,131,63,14205,65,20,73,249,248,188,56,N\A
1,2006/02/18,14242,65,135,95,14031,65,20,69,248,246,134,214,N\A
1,2006/02/26,14279,0,130,58,14144,65,14,15,248,247,156,80,N\A
1,2006/03/06,14512,0,129,53,14161,65,16,32,248,246,223,203,N\A
1,2006/03/14,14562,0,131,68,14382,65,22,78,248,247,227,6,N\A
1,2006/03/22,14541,65,132,75,14343,65,18,60,248,246,221,81,N\A
1,2006/03/30,14556,65,131,64,14382,65,20,66,249,248,164,164,N\A
1,2006/04/07,14557,0,128,40,14389,65,20,64,248,246,243,195,N\A
1,2006/04/15,14566,65,130,61,14308,65,19,54,248,248,200,180,N\A
1,2006/04/23,14664,0,127,38,14497,65,18,49,248,246,251,242,N\A
1,2006/05/01,14759,0,131,68,14318,65,22,81,248,247,99,160,N\A
1,2006/05/09,14702,65,126,28,14368,65,20,58,247,246,193,38,N\A
1,2006/05/17,14827,0,129,44,14460,65,24,93,248,248,149,162,N\A
1,2006/05/25,14797,0,130,58,14570,65,19,61,248,247,158,29,N\A
1,2006/06/02,14935,0,132,71,14675,65,19,53,248,247,63,125,N\A
1,2006/06/10,14834,65,129,50,14649,65,20,61,248,247,218,198,N\A
1,2006/06/18,15077,0,130,55,14723,65,21,68,248,247,253,251,N\A
1,2006/06/26,15052,0,129,48,14844,65,18,49,248,246,159,255,N\A
1,2006/07/04,15020,0,131,62,14860,0,20,56,249,247,127,253,N\A
1,2006/07/12,15163,0,130,55,14911,0,19,55,248,247,254,254,N\A
1,2006/07/20,15235,0,131,62,14964,0,21,64,248,247,127,255,N\A
1,2006/07/28,15178,0,128,43,14926,0,19,49,248,246,191,255,N\A
1,2006/08/05,15113,0,130,57,14847,65,21,64,248,247,247,255,N\A
1,2006/08/13,15048,0,132,66,14764,65,19,49,248,246,207,255,N\A
1,2006/08/21,15092,0,131,57,14770,65,21,69,248,247,247,159,N\A
1,2006/08/29,15079,0,129,47,14778,65,18,43,248,246,111,219,N\A
1,2006/09/06,15038,0,131,53,14736,65,20,59,248,248,180,156,N\A
1,2006/09/14,14918,0,133,72,14647,65,19,56,248,247,127,254,N\A
1,2006/09/22,14977,0,132,71,14608,65,20,60,248,248,184,248,N\A
1,2006/09/30,14865,0,133,72,14619,65,19,56,248,247,127,254,N\A
1,2006/10/08,14772,65,131,63,14593,65,19,50,248,247,255,241,N\A
1,2006/10/16,14683,0,124,8,14456,65,19,50,247,245,33,233,N\A
1,2006/10/24,14731,65,133,77,14472,65,20,63,248,247,187,237,N\A
1,2006/11/01,14400,65,122,1,14299,65,15,14,247,244,1,32,N\A
1,2006/11/09,14656,65,131,62,14362,65,22,77,248,247,127,172,N\A
1,2006/11/17,14471,65,132,70,14326,65,20,59,247,246,223,132,N\A
1,2006/11/25,14340,65,131,58,14290,65,23,89,248,247,22,136,N\A
1,2006/12/03,14364,65,131,58,14222,65,22,81,248,246,239,64,N\A
1,2006/12/11,14277,65,131,58,14101,65,20,58,248,247,248,73,N\A
1,2006/12/19,14240,65,132,70,13966,65,13,127,247,245,205,128,N\A
1,2006/12/27,14306,65,132,67,14054,65,20,55,249,248,31,28,N\A
1,2007/01/01,14328,65,132,72,14079,65,22,77,248,247,255,190,N\A
1,2007/01/09,14307,65,129,42,14040,65,21,63,248,247,157,47,N\A
1,2007/01/17,14361,65,131,57,14137,65,18,49,248,247,255,155,N\A
1,2007/01/25,14202,65,125,12,14028,65,18,39,248,247,132,136,N\A
1,2007/02/02,14271,0,133,78,14156,65,21,70,248,248,145,17,N\A
1,2007/02/10,14356,65,132,60,14166,65,25,108,248,247,237,64,N\A
1,2007/02/18,14200,65,128,27,14040,65,24,92,248,247,18,36,N\A
1,2007/02/26,14566,0,129,45,14218,65,19,52,248,247,239,71,N\A
1,2007/03/06,14522,0,130,56,14216,65,20,64,248,247,190,151,N\A
1,2007/03/14,14434,65,131,54,14200,65,19,50,248,247,187,159,N\A
1,2007/03/22,14437,65,129,43,14106,65,22,74,248,246,31,15,N\A
1,2007/03/30,14406,65,131,55,13888,65,27,118,247,246,158,84,N\A
1,2007/04/07,14272,65,131,53,13767,65,14,9,248,247,81,2,N\A
1,2007/04/15,14519,0,132,67,14438,65,18,45,248,247,126,236,N\A
1,2007/04/23,14711,0,131,59,14589,65,19,57,248,247,99,7,N\A
1,2007/05/01,14696,0,131,59,14464,65,21,61,248,247,241,237,N\A
1,2007/05/09,14851,0,130,50,14659,65,19,51,247,246,127,127,N\A
1,2007/05/17,14596,65,132,64,14590,65,19,49,248,246,222,29,N\A
1,2007/05/25,14763,65,130,56,14598,65,21,66,248,246,190,55,N\A
1,2007/06/02,14880,0,130,54,14618,65,21,70,248,247,247,123,N\A
1,2007/06/10,14993,0,128,30,14691,65,19,53,248,246,30,159,N\A
1,2007/06/18,15037,0,131,57,14815,65,20,61,248,247,223,254,N\A
1,2007/06/26,15075,0,130,54,14786,65,20,58,248,247,221,248,N\A
1,2007/07/04,15058,0,130,54,14798,65,19,65,248,247,255,191,N\A
1,2007/07/12,15098,0,130,51,14755,65,20,57,248,247,254,255,N\A
1,2007/07/20,15126,0,130,54,14874,0,20,62,248,247,255,251,N\A
1,2007/07/28,15144,0,130,56,14893,0,19,53,248,246,255,159,N\A
1,2007/08/05,15003,0,131,60,14727,65,21,68,248,247,119,207,N\A
1,2007/08/13,15082,0,130,58,14836,65,19,53,248,247,239,159,N\A
1,2007/08/21,15052,0,129,45,14758,65,18,66,248,246,199,205,N\A
1,2007/08/29,15048,0,130,57,14723,65,19,53,248,247,255,254,N\A
1,2007/09/06,14900,0,130,57,14554,65,20,79,248,247,223,254,N\A
1,2007/09/14,14804,0,128,35,14533,65,18,44,248,246,92,31,N\A
1,2007/09/22,14868,0,130,57,14590,65,17,74,248,247,252,44,N\A
1,2007/09/30,14761,0,131,68,14584,65,21,69,248,247,227,231,N\A
1,2007/10/08,14709,0,130,54,14561,65,19,49,248,247,247,103,N\A
1,2007/10/16,14582,65,129,47,14495,65,16,25,248,246,120,88,N\A
1,2007/10/24,14553,65,131,65,14364,65,18,38,248,247,214,168,N\A
1,2007/11/01,14572,65,130,56,14399,65,24,98,248,247,255,140,N\A
1,2007/11/09,14462,65,131,60,14310,65,16,27,248,246,246,140,N\A
1,2007/11/17,14381,65,131,65,14148,65,22,81,249,248,131,5,N\A
1,2007/11/25,14406,65,130,60,14185,65,24,94,248,247,119,66,N\A
1,2007/12/03,14367,65,134,86,14205,65,18,44,248,247,236,216,N\A
1,2007/12/11,14296,65,130,54,14182,65,19,48,248,246,31,3,N\A
1,2007/12/19,14340,65,132,70,14074,65,23,91,249,248,96,1,N\A
1,2007/12/27,14306,65,130,54,14127,65,18,43,247,246,31,6,N\A
1,2008/01/01,14301,65,128,40,14028,65,19,58,248,246,121,110,N\A
1,2008/01/09,14337,65,131,59,14144,65,21,70,248,247,154,80,N\A
1,2008/01/17,14349,65,130,52,14184,65,20,54,248,247,239,45,N\A
1,2008/01/25,14396,65,131,64,14237,65,21,67,248,247,255,86,N\A
1,2008/02/02,14379,65,129,48,14159,65,18,42,248,246,254,249,N\A
1,2008/02/10,14402,0,134,85,0,2,255,255,248,247,65,0,N\A
1,2008/02/18,14348,0,129,46,14349,65,21,70,248,247,188,32,N\A
1,2008/02/26,14462,65,132,70,14379,65,18,43,248,247,123,114,N\A
1,2008/03/05,14424,0,130,51,14072,65,20,63,248,247,159,234,N\A
1,2008/03/13,14396,65,128,36,14297,65,22,70,247,247,122,123,N\A
1,2008/03/21,14558,0,128,33,14134,65,18,40,248,246,221,211,N\A
1,2008/03/29,14594,0,131,58,14325,65,19,51,248,246,236,250,N\A
1,2008/04/06,14530,0,126,23,14388,65,22,69,248,246,209,225,N\A
1,2008/04/14,14502,65,133,76,14413,65,22,71,248,246,251,3,N\A
1,2008/04/22,14677,0,130,53,14453,65,18,36,248,247,191,180,N\A
1,2008/04/30,14711,0,130,56,14450,65,24,93,248,246,63,189,N\A
1,2008/05/08,0,2,255,255,14378,65,18,40,249,247,0,48,N\A
1,2008/05/16,14745,0,131,57,14442,65,24,100,248,247,242,148,N\A
1,2008/05/24,14813,0,129,37,14476,65,25,100,248,247,49,98,N\A
1,2008/06/01,14843,0,130,53,14575,65,15,16,247,246,100,34,N\A
1,2008/06/09,14995,0,130,53,14659,65,19,47,248,247,184,188,N\A
1,2008/06/17,15020,0,132,64,14742,65,20,57,248,247,255,127,N\A
1,2008/06/25,15112,0,130,47,14859,0,18,45,248,247,255,223,N\A
1,2008/07/03,15046,0,131,56,14846,0,21,67,248,247,127,222,N\A
1,2008/07/11,14965,0,131,57,14769,65,19,52,248,247,215,159,N\A
1,2008/07/19,15024,0,132,71,14787,65,21,70,248,247,247,253,N\A
1,2008/07/27,15157,0,130,47,14847,0,19,48,248,247,255,255,N\A
1,2008/08/04,15134,0,130,49,14879,0,22,73,248,247,123,223,N\A
1,2008/08/12,15123,0,129,43,14772,0,19,52,248,247,109,251,N\A
1,2008/08/20,15076,0,132,71,14744,65,22,75,248,247,247,241,N\A
1,2008/08/28,15126,0,129,44,14791,65,18,41,248,246,243,118,N\A
1,2008/09/05,14901,0,134,78,14624,65,22,77,248,246,102,47,N\A
1,2008/09/13,14887,0,130,50,14624,65,21,67,249,247,207,174,N\A
1,2008/09/21,14695,65,135,89,14554,65,20,57,248,246,35,115,N\A
1,2008/09/29,14752,0,130,47,14541,65,19,48,248,247,255,183,N\A
1,2008/10/07,14546,65,135,96,14327,65,27,117,248,246,193,129,N\A
1,2008/10/15,14656,65,129,44,14471,65,18,44,248,247,115,151,N\A
1,2008/10/23,14644,0,130,47,14462,65,18,43,248,247,24,48,N\A
1,2008/10/31,14530,0,130,51,14197,65,23,87,248,246,232,200,N\A
1,2008/11/08,14467,65,132,71,14256,65,18,36,248,247,247,72,N\A
1,2008/11/16,14419,65,131,58,14251,65,20,56,248,247,235,167,N\A
1,2008/11/24,14236,65,131,56,14124,65,20,54,248,247,51,75,N\A
1,2008/12/02,14368,65,132,64,14054,65,15,15,248,247,41,20,N\A
1,2008/12/10,14155,65,131,64,14048,65,22,76,248,247,55,146,N\A
1,2008/12/18,14279,65,132,68,13983,65,19,48,248,247,251,60,N\A
1,2008/12/26,14301,0,133,79,14065,65,23,81,248,248,16,16,N\A
1,2009/01/01,14173,65,131,60,13985,65,17,29,248,247,114,20,N\A
1,2009/01/09,14154,65,129,42,13963,65,20,54,248,248,106,122,N\A
1,2009/01/17,14291,65,132,66,14247,65,24,89,248,248,147,136,N\A
1,2009/01/25,14287,65,130,53,14018,65,24,84,248,247,50,37,N\A
1,2009/02/02,14225,65,132,64,13709,65,28,119,248,247,126,2,N\A
1,2009/02/10,14347,65,134,83,14075,65,23,74,248,247,158,18,N\A
1,2009/02/18,14407,0,131,57,14061,65,20,55,248,247,247,70,N\A
1,2009/02/26,14202,65,126,17,14118,65,23,75,247,245,131,27,N\A
1,2009/03/06,14461,0,131,59,14200,65,21,62,248,247,223,237,N\A
1,2009/03/14,14496,0,132,63,14258,65,24,79,248,246,255,142,N\A
1,2009/03/22,14549,0,133,71,14165,65,22,67,248,247,63,54,N\A
1,2009/03/30,14429,0,130,44,0,2,255,255,248,247,248,0,N\A
1,2009/04/07,14462,0,129,37,14382,65,19,42,249,248,196,148,N\A
1,2009/04/15,14592,0,128,33,14320,65,17,23,248,246,234,170,N\A
1,2009/04/23,14642,0,131,54,14397,65,20,57,248,247,253,225,N\A
1,2009/05/01,14791,0,131,54,14537,65,20,55,248,247,254,254,N\A
1,2009/05/09,14718,65,132,67,14551,65,24,89,248,247,206,139,N\A
1,2009/05/17,14717,0,133,68,14509,65,24,83,248,246,159,31,N\A
1,2009/05/25,14986,0,132,67,14724,65,21,64,248,248,159,189,N\A
1,2009/06/02,14891,65,131,52,14589,65,21,62,247,246,187,243,N\A
1,2009/06/10,15028,0,133,76,14735,65,22,72,248,248,143,191,N\A
1,2009/06/18,15012,0,130,47,14689,65,21,58,248,246,255,249,N\A
1,2009/06/26,15170,0,132,70,14829,65,20,56,248,247,191,253,N\A
1,2009/07/04,15144,0,131,59,14701,65,17,29,248,246,71,235,N\A
1,2009/07/12,15104,0,132,62,14893,0,21,64,248,247,255,255,N\A
1,2009/07/20,15080,0,130,47,14798,0,19,49,248,246,255,255,N\A
1,2009/07/28,15179,0,131,58,14912,0,22,72,248,247,223,191,N\A
1,2009/08/05,14925,0,128,33,14616,65,19,49,248,246,175,159,N\A
1,2009/08/13,15212,0,132,62,14904,0,21,64,248,247,255,255,N\A
1,2009/08/21,15131,0,129,44,14884,65,18,46,248,246,207,207,N\A
1,2009/08/29,15149,0,131,62,14859,65,21,64,248,247,127,255,N\A
1,2009/09/06,14998,0,130,52,14720,65,21,67,248,247,223,124,N\A
1,2009/09/14,14882,0,132,64,14602,65,21,70,249,248,164,185,N\A
1,2009/09/22,14765,65,129,47,14509,65,22,76,248,246,13,61,N\A
1,2009/09/30,14838,0,131,54,14566,65,21,63,248,247,252,127,N\A
1,2009/10/08,14809,0,132,63,14683,65,18,46,248,247,255,250,N\A
1,2009/10/16,14573,0,132,71,14448,65,21,70,248,247,226,128,N\A
1,2009/10/24,14742,0,130,54,14434,65,17,34,248,246,127,107,N\A
1,2009/11/01,14602,0,131,56,14451,65,22,79,248,247,247,137,N\A
1,2009/11/09,14458,0,129,44,14275,65,25,102,248,246,205,81,N\A
1,2009/11/17,14538,65,131,58,14313,65,21,64,248,247,248,195,N\A
1,2009/11/25,14426,65,129,42,14235,65,20,57,248,246,171,204,N\A
1,2009/12/03,14379,65,132,69,14158,65,20,55,248,247,239,180,N\A
1,2009/12/11,14281,65,130,60,14038,65,16,32,248,245,81,97,N\A
1,2009/12/19,13982,65,132,65,13853,65,16,20,248,247,19,16,N\A
1,2009/12/27,14221,65,129,36,0,2,255,255,249,248,10,0,N\A
