site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,26.7478,115.0631,28,6,330,390
id,Date,MOD15A2 MODIS/Terra Gridded 1KM FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Leaf Area Index LAI (8-day composite),MOD15A2 MODIS/Terra QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra pass-through QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation Leaf Area Index (8-day composite),actual_date
1,2007/01/01,8,1,8,160,0,0,N\A
1,2007/01/09,16,3,0,136,0,0,N\A
1,2007/01/17,1,0,105,160,248,248,N\A
1,2007/01/25,37,6,0,136,0,0,N\A
1,2007/02/02,37,8,0,136,4,1,N\A
1,2007/02/10,22,5,16,192,5,1,N\A
1,2007/02/18,6,1,8,160,0,0,N\A
1,2007/02/26,47,12,0,136,3,1,N\A
1,2007/03/06,2,0,105,160,248,248,N\A
1,2007/03/14,44,14,0,136,4,2,N\A
1,2007/03/22,13,3,0,136,0,0,N\A
1,2007/03/30,54,18,0,136,4,2,N\A
1,2007/04/07,47,15,0,136,4,2,N\A
1,2007/04/15,42,12,0,136,3,1,N\A
1,2007/04/23,45,14,0,136,3,1,N\A
1,2007/05/01,59,24,0,136,3,2,N\A
1,2007/05/09,60,21,0,136,4,2,N\A
1,2007/05/17,56,22,0,136,4,3,N\A
1,2007/05/25,65,30,0,136,3,2,N\A
1,2007/06/02,7,1,105,160,248,248,N\A
1,2007/06/10,41,14,16,192,4,2,N\A
1,2007/06/18,74,35,16,136,4,4,N\A
1,2007/06/26,58,24,16,200,3,2,N\A
1,2007/07/04,75,35,0,136,3,3,N\A
1,2007/07/12,76,41,0,200,3,3,N\A
1,2007/07/20,69,27,0,136,3,2,N\A
1,2007/07/28,67,25,16,136,4,3,N\A
1,2007/08/05,66,25,16,136,3,2,N\A
1,2007/08/13,70,34,0,192,3,3,N\A
1,2007/08/21,4,1,8,176,0,0,N\A
1,2007/08/29,62,22,0,136,4,3,N\A
1,2007/09/06,26,6,16,192,7,2,N\A
1,2007/09/14,76,33,0,136,3,3,N\A
1,2007/09/22,71,30,0,136,3,3,N\A
1,2007/09/30,60,22,0,136,3,2,N\A
1,2007/10/16,69,21,0,136,3,2,N\A
1,2007/10/24,55,15,0,136,3,1,N\A
1,2007/11/01,55,15,0,136,3,1,N\A
1,2007/11/09,50,12,0,136,3,1,N\A
1,2007/11/17,46,12,0,136,5,2,N\A
1,2007/11/25,38,9,0,136,6,2,N\A
1,2007/12/03,22,3,16,160,10,2,N\A
1,2007/12/11,49,9,0,136,3,1,N\A
1,2007/12/19,4,1,105,160,248,248,N\A
1,2007/12/27,40,7,0,136,5,1,N\A
