site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,20.642243,93.073223,26,6,3406,4491
2,16.619846,94.999704,27,7,494,1622
3,18.330653,95.645518,27,7,380,801
4,20.357012,94.704249,26,6,4218,4628
5,22.399105,95.660529,26,6,4052,3648
id,Date,250m 16 days NDVI,250m 16 days EVI,250m 16 days VI Quality,250m 16 days red reflectance,250m 16 days NIR reflectance,250m 16 days blue reflectance,250m 16 days MIR reflectance,250m 16 days view zenith angle,250m 16 days sun zenith angle,250m 16 days relative azimuth angle,250m 16 days composite day of the year,250m 16 days pixel reliability,actual_date
1,2004/01/01,3562,2225,2116,1235,2602,621,1935,1086,4839,563,1,0,N\A
1,2004/01/17,3340,2068,2116,1242,2488,651,2083,1131,4723,507,17,0,N\A
1,2004/02/02,2858,1427,2116,902,1624,586,2118,2489,4309,441,42,0,N\A
1,2004/02/18,2938,1537,2116,954,1748,608,2283,1194,4026,444,49,0,N\A
1,2004/03/05,2462,1167,2116,929,1536,548,2241,174,3191,2300,72,0,N\A
1,2004/03/21,2406,1266,2257,1117,1825,607,2335,99,2661,2010,88,1,N\A
1,2004/04/06,3147,1742,2257,1095,2101,565,1428,1499,1904,1952,111,1,N\A
1,2004/04/22,3069,1916,2185,1286,2425,704,2286,1294,2128,106,113,1,N\A
1,2004/05/08,3789,2162,2262,1040,2309,517,1811,5938,928,1864,130,3,N\A
1,2004/05/24,4308,2229,3298,770,1936,464,858,4696,1165,1633,148,3,N\A
1,2004/06/09,4075,1801,34842,623,1480,443,335,5943,959,1516,162,3,N\A
1,2004/06/25,2007,1387,34842,1304,1959,1064,1022,6358,2888,-160,183,3,N\A
1,2004/07/11,1500,1792,2066,2059,2786,2000,1430,5858,2830,-96,206,3,N\A
1,2004/07/27,3006,909,35874,442,822,404,460,2814,1709,1764,214,3,N\A
1,2004/08/12,4014,6113,34842,1092,2557,1749,783,6407,1238,2078,233,3,N\A
1,2004/08/28,4808,5430,35878,962,2744,1375,992,4697,1774,2103,244,3,N\A
1,2004/09/13,8234,5381,34961,306,3161,231,587,3879,2498,2283,269,1,N\A
1,2004/09/29,7149,3558,2116,363,2184,209,465,1187,2947,386,273,0,N\A
1,2004/10/15,7217,4303,2116,463,2865,225,591,214,3534,2347,296,0,N\A
1,2004/10/31,6037,3792,2116,739,2991,344,783,1222,3865,553,305,0,N\A
1,2004/11/16,4374,2705,2116,1101,2813,480,1418,1285,4296,579,321,0,N\A
1,2004/12/02,3420,2089,2116,1208,2464,625,1745,126,4677,2481,344,0,N\A
1,2004/12/18,3307,2029,2116,1223,2432,650,1959,151,4797,2378,360,0,N\A
2,2004/01/01,3783,1661,2116,727,1612,354,1086,3846,4162,2350,15,0,N\A
2,2004/01/17,6219,3251,2116,517,2218,299,1088,3803,3886,2306,31,0,N\A
2,2004/02/02,6759,3782,2116,479,2477,286,1161,19,3865,3185,42,0,N\A
2,2004/02/18,7004,4405,2185,512,2906,319,1311,20,3413,344,58,1,N\A
2,2004/03/05,7748,5408,2116,408,3216,358,1537,1399,3092,2165,65,0,N\A
2,2004/03/21,6699,4202,2116,553,2798,368,1276,1345,2584,2072,81,0,N\A
2,2004/04/06,3975,2653,2116,1247,2893,649,2319,1602,2361,118,99,0,N\A
2,2004/04/22,3661,2158,2116,1035,2231,612,2358,1328,1820,1847,113,0,N\A
2,2004/05/08,3819,2530,2062,995,2225,806,1404,3864,2277,-153,133,3,N\A
2,2004/05/24,3000,1243,35998,728,1352,423,393,2775,2225,-267,156,3,N\A
2,2004/06/09,1200,1219,2066,1887,2402,1755,1010,4648,1487,1410,166,3,N\A
2,2004/06/25,2619,2688,2062,1547,2645,1562,941,3765,1695,1476,191,3,N\A
2,2004/07/11,3268,2257,34838,1515,2986,771,1317,2689,1824,1544,200,3,N\A
2,2004/07/27,2665,2316,2062,1641,2834,1307,1261,1473,2237,-164,211,3,N\A
2,2004/08/12,3547,4056,2066,1517,3185,1601,1075,5359,1407,1914,237,3,N\A
2,2004/08/28,8102,5456,36074,363,3464,191,747,4658,1637,2005,246,3,N\A
2,2004/09/13,8286,3475,34837,163,1739,184,398,2707,2196,2138,264,1,N\A
2,2004/09/29,6796,4294,34961,557,2920,334,873,26,2834,1291,282,1,N\A
2,2004/10/15,6579,4628,2185,709,3437,394,1193,2748,3496,466,300,1,N\A
2,2004/10/31,6180,3897,2116,638,2703,438,1424,58,3726,720,314,0,N\A
2,2004/11/16,5169,3227,2116,848,2663,492,1622,1336,3844,2383,321,0,N\A
2,2004/12/02,3641,2050,2116,1039,2229,527,1830,1309,4179,2372,337,0,N\A
2,2004/12/18,2913,1474,2116,985,1795,529,1817,1354,4373,2373,353,0,N\A
3,2004/01/01,3038,1589,2116,1056,1978,508,2015,1744,4521,2357,1,0,N\A
3,2004/01/17,2702,1322,2116,1007,1753,492,1933,1699,4398,2338,17,0,N\A
3,2004/02/02,2560,1458,2116,1264,2134,641,2376,1185,4228,446,35,0,N\A
3,2004/02/18,2091,1232,2116,1420,2171,727,3021,2526,3645,359,60,0,N\A
3,2004/03/05,2218,1291,2116,1401,2200,685,2728,179,2988,2165,74,0,N\A
3,2004/03/21,2367,1406,2185,1388,2249,703,2769,110,2492,2195,90,1,N\A
3,2004/04/06,2218,1211,2185,1245,1955,636,2543,2772,1865,1975,104,1,N\A
3,2004/04/22,2113,1242,2116,1401,2152,727,2806,1544,1813,1884,113,0,N\A
3,2004/05/08,1901,2447,2062,1882,2766,2004,2636,188,1773,1654,138,3,N\A
3,2004/05/24,1630,773,36002,1327,1844,412,610,5433,1171,1457,157,3,N\A
3,2004/06/09,1992,2132,2066,2108,3157,1801,1279,5914,2799,-217,176,3,N\A
3,2004/06/25,2892,2605,34842,1296,2351,1334,1124,4573,2569,-209,190,3,N\A
