1,47.11667,11.3175
2,-12.5425,131.307
3,-12.4943,131.152
4,-35.6557,148.152
5,-37.429,145.187
6,51.3092,4.52056
7,50.5639,6.07333
8,50.5522,4.74494
9,50.3055,5.99683
10,-9.82442,-50.1591
11,-1.71972,-51.459
12,-10.7618,-62.3572
13,-10.0832,-61.9309
14,-2.6091,-60.2093
15,-2.85667,-54.9589
16,-3.0119,-54.5365
17,-3.01803,-54.9714
18,-21.6195,-47.6499
19,-21.51,21.74
20,-21.2,21.75
21,-19.9155,23.5605
22,49.8672,-125.334
23,49.8705,-125.291
24,49.5346,-124.9
25,48.2167,-82.1556
26,49.7093,-112.94
27,55.8796,-98.4808
28,45.4094,-75.5186
29,55.8792,-98.4839
30,55.9058,-98.5247
31,55.9117,-98.3822
32,55.9117,-98.3822
33,55.8631,-98.485
34,55.9167,-98.9644
35,56.6358,-99.9483
36,53.6289,-106.198
37,53.9872,-105.118
38,53.9163,-104.692
39,49.2671,-74.0365
40,49.6925,-74.3421
41,54.485,-105.818
42,54.2539,-105.878
43,54.0916,-106.005
44,53.908,-104.656
45,53.945,-104.649
46,53.8758,-104.645
47,42.6609,-80.5595
48,42.7744,-80.4588
49,42.7068,-80.3483
50,42.7098,-80.3574
51,54.9538,-112.467
52,55.5375,-112.334
53,54.47,-113.32
54,-4.28917,11.6564
55,47.2856,7.73214
56,47.2863,7.73433
57,33,117
58,39.5306,116.252
59,42.4025,128.096
60,31.5167,121.961
61,31.5847,121.903
62,31.5169,121.972
63,42.0456,116.671
64,42.0467,116.284
65,37.37,101.18
66,29.31,112.51
67,40.5383,108.694
68,40.3808,108.549
69,44.13417,116.3286
70,43.54583,116.6778
71,43.5544,116.671
72,49.5026,18.5384
73,49.4953,18.5447
74,49.025,14.772
75,50.1419,11.8669
76,51.1001,10.9143
77,50.9495,13.5125
78,51.0793,10.452
79,47.9344,7.601
80,50.8929,13.5225
81,51.2753,10.6555
82,50.9636,13.5669
83,50.4535,11.4575
84,56.4842,9.58722
85,55.6833,12.0833
86,55.5303,12.0972
87,55.4869,11.6458
88,39.346,-0.31881
89,39.2755,-0.31522
90,36.9282,-2.75047
91,39.9415,-5.77336
92,42.1522,1.4485
93,61.8474,24.2948
94,69.1407,27.295
95,61.833,24.193
96,67.3619,26.6378
97,43.5494,1.10778
98,48.4763,2.78015
99,48.844,1.95243
100,48.6742,7.06462
101,43.4933,1.23722
102,44.7171,-0.7693
103,45.6441,2.73703
104,45.6392,2.73703
105,43.7414,3.59583
106,5.2777,-52.9288
107,46.6911,19.6013
108,47.8469,19.726
109,2.345,114.036
110,52.8588,-6.91814
111,51.9867,-8.75181
112,31.345,35.0515
113,63.8333,-20.2167
114,41.9041,13.6052
115,40.5238,14.9574
116,46.0031,13.0257
117,39.4778,16.5347
118,45.06285,8.668539
119,41.8494,13.5881
120,41.7052,12.3761
121,45.9553,11.2812
122,43.3046,11.2706
123,45.5813,7.15463
124,46.1167,11.7028
125,46.0156,11.0467
126,40.606,8.151
127,44.6898,11.0887
128,42.5839,10.0784
129,45.2009,9.06104
130,46.5878,11.4347
131,42.4081,11.93
132,42.3903,11.9209
133,43.72786,10.28444
134,45.31667,8.85
135,36.05397,140.0269
136,36.1462,137.423
137,45.05634,142.1062
138,42.7395,141.5149
139,34.55,126.57
140,37.7486,127.163
141,51.971,4.927
142,52.0031,4.8055
143,52.0289,5.0675
144,51.9536,4.9029
145,52.1679,5.74396
146,53.3989,6.356
147,51.65,4.639
148,52.7622,16.3094
149,38.6394,-8.6018
150,38.5407,-8.0004
151,38.4765,-8.02455
152,68.6147,161.339
153,70.6167,147.883
154,56.46167,32.92389
155,54.7253,90.0022
156,54.7731,89.9567
157,54.70455,89.07785
158,60.8008,89.3508
159,68.36239,18.79475
160,64.1833,19.55
161,56.2655,13.5535
162,64.1128,19.4569
163,60.0865,17.4795
164,60.125,17.9181
165,60.12967,17.84006
166,68.3667,19.04969
167,49.1208,20.1635
168,24.0312,120.688
169,55.7917,-3.23889
170,55.866,-3.20578
171,55.90694,-2.85861
172,56.60722,-3.79806
173,51.15353,-0.8583
174,51.7838,-0.47608
175,51.45,-1.26667
176,51.2071,-2.82864
177,35.5497,-98.0402
178,35.54649,-98.04
179,36.6058,-97.4888
180,70.4696,-157.409
181,31.5907,-110.51
182,44.0646,-71.28808
183,44.3453,-96.8362
184,38.8952,-120.6328
185,63.9198,-145.378
186,63.9198,-145.378
187,63.9227,-145.744
188,40.0062,-88.2904
189,40.009,-88.29
190,71.3225,-156.6259
191,39.0633,-79.4208
192,35.9712,-79.0934
193,35.9736,-79.1004
194,35.9782,-79.0942
195,35.1426,-111.7273
196,48.3077,-105.1019
197,29.9495,-97.9962
198,35.089,-111.762
199,35.4454,-111.7718
200,34.2547,-89.8735
201,42.5378,-72.1715
202,42.5393,-72.1779
203,45.2041,-68.7402
204,45.2091,-68.747
205,41.8593,-88.2227
206,41.8406,-88.241
207,68.4865,-155.75
208,28.4583,-80.6709
209,28.6086,-80.6715
210,46.0827,-89.9792
211,42.5419,-72.185
212,44.5794,-121.5
213,44.4523,-121.5574
214,44.3154,-121.6078
215,44.4992,-121.6224
216,39.3231,-86.4131
217,38.7441,-92.2
218,35.8115,-76.7115
219,35.8031,-76.6679
220,41.1651,-96.4766
221,41.1649,-96.4701
222,41.1797,-96.4397
223,40.0329,-105.546
224,41.5545,-83.8438
225,45.9459,-90.2723
226,33.3739,-116.6229
227,33.3772,-116.6227
228,33.3844,-116.6403
229,29.7381,-82.2188
230,29.7648,-82.2448
231,29.7548,-82.1633
232,29.8028,-82.2031
233,31.8214,-110.866
234,46.242,-89.3477
235,38.4316,-120.966
236,45.5598,-84.7138
237,38.4133,-120.9507
238,35.9588,-84.2874
239,45.8059,-90.0799
240,46.6188,-91.0814
241,46.7305,-91.2329
242,46.6869,-91.1528
243,46.7393,-91.1663
244,46.6531,-91.0858
245,46.6249,-91.2982
246,46.6491,-91.0693
247,46.7223,-91.2524
248,46.6188,-91.0814
249,31.7365,-109.942
250,45.8205,-121.952
251,-15.4427,167.192
252,-25.0197,31.4969
