1,36.690822481,118.712596893,27,5,1246,794
2,36.7231130556,118.60625267,27,5,1216,786
3,36.7352202425,118.585481644,27,5,1208,783
id,Date,Solar_zenith,Surface_reflectance_500m_state_flags,View_zenith,Surface_reflectance_day_of_year,Surface_reflectance_500m_quality_control_flags,Relative_azimuth,Surface_reflectance_for_band_7,Surface_reflectance_for_band_6,Surface_reflectance_for_band_5,Surface_reflectance_for_band_4,Surface_reflectance_for_band_3,Surface_reflectance_for_band_2,Surface_reflectance_for_band_1,actual_date
2,2011/02/26,4591,136,3199,62,1073741824,12344,1130,1665,1715,637,411,1483,811,2011/03/03
2,2011/03/06,4647,136,1288,66,1073741824,-4903,1983,2432,2389,1069,665,2080,1331,2011/03/07
2,2011/03/14,4365,74,2409,75,1073741824,-4931,2566,2853,3000,1270,808,2446,1550,2011/03/16
2,2011/03/22,4087,138,3384,84,1073741824,-4534,2397,2810,2783,1242,782,2494,1472,2011/03/25
2,2011/03/30,3692,136,120,89,1073741824,-2750,2011,2358,2687,989,608,2352,1172,2011/03/30
2,2011/04/07,3420,138,1323,98,1073741824,-4723,2063,2533,2773,1199,710,2619,1361,2011/04/08
2,2011/04/15,3100,202,120,105,1073741824,-2468,2094,2442,2770,1291,780,2509,1463,2011/04/15
2,2011/04/23,2874,200,1287,114,1073741824,-4122,1771,2393,2991,971,580,2922,1006,2011/04/24
2,2011/05/01,2594,200,100,121,1075576833,-1017,1783,2316,-100,1054,615,2771,1139,2011/05/01
2,2011/05/09,2581,200,3365,132,1073741824,-3310,1553,2241,2710,977,538,2867,1030,2011/05/12
2,2011/05/17,2221,200,100,137,1073741824,-490,2053,2471,2796,1057,638,2635,1178,2011/05/17
2,2011/05/25,1861,200,2200,151,1073741824,14231,2027,2364,2677,1029,627,2460,1132,2011/05/31
2,2011/06/02,2014,136,120,153,1073741824,-3185,2012,2460,2862,1043,633,2603,1162,2011/06/02
2,2011/06/10,2272,136,3412,164,1073741824,-2316,2082,2788,3078,1151,672,2841,1389,2011/06/13
2,2011/06/18,1970,72,148,169,1073741824,-3124,2200,3022,3204,2983,2769,3303,2862,2011/06/18
2,2011/06/26,2324,200,3394,180,1073741824,-2092,2068,2865,2799,1052,592,2623,1109,2011/06/29
2,2011/07/04,1834,200,3199,190,1073741824,14465,1498,2174,2457,631,235,2286,665,2011/07/09
2,2011/07/12,2716,202,4895,198,1073741824,-2163,1455,2453,3051,695,305,3253,535,2011/07/17
2,2011/07/20,2073,1033,3208,206,1073741824,14115,1505,2268,2770,1921,1963,3196,1731,2011/07/25
2,2011/07/28,2713,1033,3365,212,1073741824,-2821,1208,2397,3878,1917,1796,4131,1665,2011/07/31
2,2011/08/05,2414,8204,3208,222,1073741824,13537,911,1928,2956,937,513,3729,866,2011/08/10
2,2011/08/13,2811,200,1287,226,1073741824,-3718,776,1934,3364,1207,394,4151,770,2011/08/14
2,2011/08/29,3864,206,5962,248,1073741824,-4014,1203,2355,3478,715,286,3905,544,2011/09/05
2,2011/09/06,3357,202,113,249,1073741824,-4048,1319,2193,3048,824,411,3333,763,2011/09/06
2,2011/09/14,4302,200,5974,264,1073741824,-4700,1230,2376,3469,942,396,4028,717,2011/09/21
2,2011/09/22,3877,136,157,265,1075576832,-3551,1021,1907,3885,662,351,2995,582,2011/09/22
2,2011/09/30,4405,136,3384,276,1073741824,-5563,1479,2569,3246,886,438,3405,893,2011/10/03
2,2011/10/08,4637,136,1117,288,1073741824,11750,1363,2031,2509,784,393,2561,826,2011/10/15
2,2011/10/16,4779,72,1268,290,1073741824,-6038,1541,2277,2748,851,410,2788,908,2011/10/17
2,2011/10/24,5435,201,5462,303,1073741824,-5826,1944,2811,2988,781,452,2840,891,2011/10/30
2,2011/11/01,5300,202,1278,306,1073741824,-6325,1794,2408,2850,890,477,2353,975,2011/11/02
2,2011/11/09,5600,136,2409,315,1073741824,-6311,1662,2174,2598,939,540,2164,1057,2011/11/11
2,2011/11/17,5871,136,3421,324,1073741824,-6312,1070,1812,2135,780,406,2064,855,2011/11/20
2,2011/11/25,5875,200,161,329,1073741824,-5232,1600,2056,2410,978,549,2046,1071,2011/11/25
2,2011/12/03,6423,201,5952,344,1073741824,-5946,1428,2024,3424,1749,1019,3164,1865,2011/12/10
2,2011/12/11,6128,136,92,345,1073741824,-2089,1020,1637,1919,825,477,1868,961,2011/12/11
2,2011/12/19,6324,136,3346,356,1073741824,-6129,1988,2342,2830,1171,683,2112,1334,2011/12/22
2,2011/12/27,6149,136,1145,3,1073741824,11570,1838,2150,2692,822,468,1893,1043,2011/01/03
3,2009/01/01,6121,136,2237,1,1073741824,11529,1897,2231,2391,930,595,2029,1200,2009/01/01
3,2009/01/09,6201,138,3365,14,1073741824,-5792,2035,2555,2647,1270,799,2436,1597,2009/01/14
3,2009/01/17,5980,136,92,19,1073741824,-1599,1453,1874,1818,970,602,1737,1202,2009/01/19
3,2009/01/25,5795,136,1127,26,1073741824,11800,2052,2321,2344,976,645,1945,1258,2009/01/26
3,2009/02/02,5722,201,4184,39,1073741824,-5278,2288,2868,2785,1516,941,2605,1807,2009/02/08
3,2009/02/10,5513,201,4875,48,1073741824,-5049,2565,3173,3086,1468,924,2797,1762,2009/02/17
3,2009/02/18,5112,72,75,51,1073741824,-5489,2099,2547,2394,1074,689,2153,1378,2009/02/20
3,2009/02/26,4810,202,1117,58,1073741824,12439,2004,2397,2596,1158,726,2313,1428,2009/02/27
3,2009/03/06,4496,72,2237,65,1075576832,12356,1797,2263,2585,898,583,2093,1140,2009/03/06
3,2009/03/14,4232,136,1260,76,1073741824,-5080,2279,2688,2803,1189,742,2540,1427,2009/03/17
3,2009/03/22,3864,72,2246,81,1073741824,12671,1720,2134,2228,778,484,2087,977,2009/03/22
3,2009/03/30,3564,200,1144,90,1073741824,12890,830,1321,1797,508,310,1688,576,2009/03/31
3,2009/04/07,3286,200,52,99,1073741824,-6868,1622,2125,2534,891,499,2443,992,2009/04/09
3,2009/04/15,2972,136,1153,106,1073741824,13182,1237,1817,2174,708,396,2282,771,2009/04/16
3,2009/04/23,2744,136,49,115,1073741824,-5560,1688,2261,2674,1043,605,2829,1122,2009/04/25
3,2009/05/01,2565,136,1243,124,1073741824,-3774,1834,2385,2916,959,550,2971,1080,2009/05/04
3,2009/05/09,2446,136,2362,133,1073741824,-3504,1855,2433,2978,990,559,2914,1111,2009/05/13
3,2009/05/17,2103,136,1146,138,1073741824,13692,1823,2341,2759,1054,602,2649,1217,2009/05/18
3,2009/05/25,1758,136,3218,152,1073741824,13936,1792,2230,2508,903,548,2283,1061,2009/06/01
3,2009/06/02,1900,200,1127,154,1073741824,14345,1896,2361,2506,1011,606,2342,1190,2009/06/03
3,2009/06/10,1779,72,2228,161,1073741824,14357,1985,2505,2706,1006,609,2263,1232,2009/06/10
3,2009/06/18,2279,72,3383,174,1073741824,-2215,2411,3125,3202,1177,696,2750,1382,2009/06/23
3,2009/06/26,1466,200,5789,180,1073741824,13085,1602,2296,2403,659,387,2311,822,2009/06/29
3,2009/07/04,2687,202,5483,185,1073741824,-1874,1765,2736,3195,826,399,3016,916,2009/07/04
3,2009/07/12,2164,204,147,195,1073741824,-2909,585,1330,1901,478,196,2134,393,2009/07/14
3,2009/07/20,2388,1801,1323,204,1073741824,-2815,1068,2105,3431,2426,2305,3621,2234,2009/07/23
3,2009/07/28,2417,200,136,211,1073741824,-634,945,1891,2944,772,357,3366,649,2009/07/30
3,2009/08/05,2227,8204,5307,221,1073741824,12807,1003,1838,2725,1618,1800,2959,1436,2009/08/09
3,2009/08/13,2564,136,2200,225,1073741824,13660,737,1568,2492,456,177,2862,375,2009/08/13
3,2009/08/21,2841,200,4032,239,1073741824,12632,585,1515,2725,399,164,3073,303,2009/08/27
3,2009/08/29,3188,200,103,243,1073741824,-5267,741,1728,3020,551,201,3236,410,2009/08/31
3,2009/09/06,3239,1034,5318,253,1073741824,11765,979,1841,2893,379,241,3257,429,2009/09/10
3,2009/09/14,3727,136,3199,264,1073741824,11980,988,1846,2606,650,324,2873,632,2009/09/21
3,2009/09/22,3878,136,1099,266,1073741824,12086,1160,2047,2763,698,346,2945,669,2009/09/23
3,2009/09/30,4398,200,2399,277,1073741824,-5700,1656,2580,3361,855,441,3114,906,2009/10/04
3,2009/10/08,4590,72,1296,284,1073741824,-6057,1489,2307,3112,840,449,3023,874,2009/10/11
3,2009/10/16,4657,200,2210,289,1073741824,11433,1303,2037,2592,876,489,2437,930,2009/10/16
3,2009/10/24,4994,200,1098,298,1073741824,11572,1787,2461,2879,949,516,2527,1092,2009/10/25
3,2009/11/01,5311,72,89,307,1073741824,-4728,1266,2084,2393,862,508,2257,1041,2009/11/03
3,2009/11/09,5731,200,3356,318,1073741824,-6216,827,1659,2115,1015,632,2227,1193,2009/11/14
3,2009/11/17,5749,136,84,323,1073741824,-4024,1655,2390,2447,1029,624,2132,1276,2009/11/19
3,2009/11/25,5837,202,5318,333,1073741824,11018,1716,2317,2256,716,543,1864,1035,2009/11/29
3,2009/12/03,6058,72,85,339,1073741824,-6510,1997,2375,2666,1008,622,2081,1288,2009/12/05
3,2009/12/11,6400,138,4894,352,1073741824,-6055,2525,3078,2918,1293,814,2504,1613,2009/12/18
3,2009/12/19,6203,72,104,355,1073741824,-7338,2009,2439,2269,1007,653,1932,1249,2009/12/21
3,2009/12/27,6173,136,1099,362,1073741824,11570,1981,2449,2258,1052,671,1936,1322,2009/12/28
3,2010/01/01,6106,73,2209,4,1073741824,11676,1093,1987,3858,3829,3424,4467,3989,2010/01/04
3,2010/01/09,6045,136,1071,13,1073741824,11847,2023,2229,2252,907,553,1709,1180,2010/01/13
3,2010/01/17,5935,201,139,22,1073741824,-6242,1037,1525,2679,2350,1366,3417,2705,2010/01/22
3,2010/01/25,5737,72,1071,29,1073741824,12133,1996,2431,2133,1005,652,1852,1290,2010/01/29
3,2010/02/02,5490,1034,4013,34,1073741824,12033,1973,2361,2251,1732,1684,2113,1809,2010/02/03
3,2010/02/10,5316,202,1296,47,1073741824,-5457,1482,1776,1862,910,435,1548,1131,2010/02/16
3,2010/02/18,5368,74,3375,49,1073741824,-5226,2709,2979,2923,1280,831,2304,1628,2010/02/18
3,2010/02/26,4691,206,4727,57,1073741824,12100,1935,2335,2159,863,583,1842,1150,2010/02/26
3,2010/03/06,4469,202,2399,72,1073741824,-4965,2460,2719,2843,1420,859,2329,1713,2010/03/13
3,2010/03/14,4072,136,3199,75,1073741824,12421,1652,2103,2048,897,555,1793,1118,2010/03/16
3,2010/03/22,3762,136,2219,84,1073741824,12584,2081,2319,2378,972,590,1956,1199,2010/03/25
3,2010/03/30,3467,200,1101,93,1073741824,12628,2214,2541,2615,1154,687,2268,1376,2010/04/03
3,2010/04/07,3591,202,3384,97,1073741824,-4347,2474,2866,3095,1169,706,2681,1413,2010/04/07
3,2010/04/15,2889,200,1072,109,1073741824,13039,1607,2192,2557,902,519,2470,991,2010/04/19
3,2010/04/23,2774,200,2445,120,1073741824,-3958,1983,2632,3061,1050,595,3093,1137,2010/04/30
3,2010/05/01,2510,200,1324,127,1073741824,-3618,1911,2550,2896,1073,595,3056,1157,2010/05/07
3,2010/05/09,2167,202,2200,132,1073741824,13600,1712,2253,2519,952,562,2606,1064,2010/05/12
3,2010/05/17,1956,136,3190,139,1075576835,13450,1715,2222,-28672,933,541,2626,1050,2010/05/19
3,2010/05/25,2371,200,3384,145,1073741824,-2773,2075,2687,2927,1104,647,2991,1229,2010/05/25
3,2010/06/02,2069,8205,1287,159,1073741824,-2644,1861,2505,2985,1384,1067,2820,1449,2010/06/08
3,2010/06/10,1961,200,94,166,1073741824,-2291,1469,2065,2340,711,354,2046,767,2010/06/15
3,2010/06/18,2083,200,1287,175,1073741824,-2453,1959,2664,2863,1132,596,2445,1184,2010/06/24
3,2010/06/26,2302,200,3375,177,1075576835,-2105,2282,3037,-28672,1034,606,2845,1195,2010/06/26
3,2010/07/04,1802,200,3199,187,1073741824,14512,1669,2392,2696,705,410,2504,737,2010/07/06
3,2010/07/12,2443,1801,3384,193,1073741824,-2380,1018,1839,2673,2077,1975,2817,1906,2010/07/12
3,2010/07/20,2439,200,1314,207,1073741824,-3045,1195,2230,3238,687,298,3320,580,2010/07/26
3,2010/07/28,2271,200,2201,212,1073741824,14015,880,1851,2746,778,363,3321,653,2010/07/31
3,2010/08/05,2925,204,4223,218,1073741824,-3017,840,2123,3705,683,267,4081,526,2010/08/06
3,2010/08/13,2834,200,144,230,1073741824,-1563,767,1766,2968,545,219,3298,410,2010/08/18
3,2010/08/21,2608,204,4717,233,1073741824,12711,558,1506,2729,227,68,3138,116,2010/08/21
3,2010/08/29,3350,200,3393,241,1073741824,-4217,700,1867,3165,615,252,3834,428,2010/08/29
3,2010/09/06,3613,200,1296,255,1073741824,-5114,805,1964,3233,876,361,3880,657,2010/09/12
3,2010/09/14,3620,200,2219,260,1073741824,12344,710,1833,3057,497,184,3600,358,2010/09/17
3,2010/09/22,4138,8204,1279,271,1073741824,-5440,1065,1990,2939,766,460,3061,695,2010/09/28
3,2010/09/30,4333,72,105,278,1073741824,-2294,1348,2314,3059,744,353,3280,738,2010/10/05
3,2010/10/08,4666,200,4194,282,1073741824,-5587,1619,2620,3308,909,459,3345,916,2010/10/09
3,2010/10/16,5031,136,2400,296,1073741824,-6051,1493,2379,2833,957,511,2962,981,2010/10/23
3,2010/10/24,5087,200,1109,301,1073741824,11224,1880,2405,2768,981,540,2456,1178,2010/10/28
3,2010/11/01,5281,200,2219,308,1073741824,11305,1844,2395,2752,1035,630,2330,1286,2010/11/04
3,2010/11/09,5678,72,1278,319,1073741824,-6331,2196,2918,2893,1253,786,2530,1551,2010/11/15
3,2010/11/17,5815,72,94,326,1073741824,-7096,2030,2697,2604,1084,686,2268,1349,2010/11/22
3,2010/11/25,5928,136,1108,333,1073741824,11236,1955,2568,2609,1101,688,2257,1352,2010/11/29
3,2010/12/03,6098,138,95,342,1073741824,-7558,2165,2636,2881,1348,819,2426,1634,2010/12/08
3,2010/12/11,6420,137,5473,348,1073741824,-5986,967,1969,4592,5150,4511,5942,5289,2010/12/14
3,2010/12/19,6212,136,128,358,1073741824,-3345,2062,2441,2792,1121,696,2279,1413,2010/12/24
3,2010/12/27,6167,72,1071,365,1073741824,11811,2097,2501,2685,1029,635,2159,1310,2010/12/31
3,2011/01/01,6405,138,4915,6,1073741824,-5794,2899,3283,3597,1530,949,2869,1903,2011/01/06
3,2011/01/09,6139,72,154,9,1073741824,-4363,2121,2719,2589,1109,719,2235,1410,2011/01/09
3,2011/01/17,5840,72,2155,23,1073741824,11936,2014,2538,2444,1024,659,2029,1318,2011/01/23
3,2011/01/25,6004,138,4233,29,1073741824,-5494,2548,3025,3283,1422,856,2657,1767,2011/01/29
3,2011/02/02,5714,138,1332,34,1073741824,-5677,2223,2690,2542,1210,731,2144,1502,2011/02/03
3,2011/02/10,5464,201,137,41,1073741824,-3666,1985,2587,2669,1703,1048,2464,1901,2011/02/10
3,2011/02/18,5280,201,3394,52,1073741824,-5105,2388,2924,2756,1352,743,2332,1591,2011/02/21
3,2011/02/26,4593,136,3190,62,1073741824,12309,1288,1659,1871,677,439,1517,861,2011/03/03
3,2011/03/06,4649,136,1306,66,1073741824,-4865,2281,2572,2683,1130,719,2134,1434,2011/03/07
3,2011/03/14,4367,74,2418,75,1073741824,-4888,2710,2939,3059,1263,800,2426,1585,2011/03/16
3,2011/03/22,4030,138,1315,82,1073741824,-4760,2390,2694,2838,1275,767,2443,1500,2011/03/23
3,2011/03/30,3694,136,140,89,1075576832,-2683,2190,2484,2999,993,588,2175,1247,2011/03/30
3,2011/04/07,3422,138,1332,98,1073741824,-4645,2149,2628,2700,1179,705,2474,1370,2011/04/08
3,2011/04/15,3102,202,136,105,1073741824,-1904,2146,2531,2832,1291,745,2527,1489,2011/04/15
3,2011/04/23,2877,200,1306,114,1073741824,-4044,1940,2595,2851,996,565,2845,1068,2011/04/24
3,2011/05/01,2595,200,121,121,1073741824,-1117,1666,2275,2618,918,487,2675,995,2011/05/01
3,2011/05/09,2583,200,3374,132,1073741824,-3280,1779,2347,2963,1013,559,2905,1072,2011/05/12
3,2011/05/17,2223,200,120,137,1073741824,-591,1908,2370,2778,967,560,2625,1098,2011/05/17
3,2011/05/25,1863,200,2191,151,1073741824,14180,1835,2231,2610,951,514,2423,1040,2011/05/31
3,2011/06/02,2016,136,131,153,1073741824,-2393,2057,2476,2803,993,543,2568,1125,2011/06/02
3,2011/06/10,2273,136,3421,164,1073741824,-2301,2272,2890,3291,1175,688,2861,1417,2011/06/13
3,2011/06/18,2178,200,2455,171,1073741824,-2401,2580,3440,3458,1661,907,3162,1823,2011/06/20
3,2011/06/26,2326,200,3403,180,1073741824,-2077,2059,2724,2981,1009,543,2678,1042,2011/06/29
3,2011/07/04,1836,200,3180,190,1073741824,14450,1520,2196,2423,678,360,2372,652,2011/07/09
3,2011/07/12,2719,202,4905,198,1073741824,-2152,1370,2389,3239,688,267,3319,546,2011/07/17
3,2011/07/20,2074,1033,3199,206,1073741824,14099,849,1897,2768,675,315,3290,571,2011/07/25
3,2011/07/28,2714,1033,3374,212,1075576835,-2805,1482,2546,-28672,2955,2850,4295,2722,2011/07/31
3,2011/08/05,2978,1034,4203,221,1073741824,-3065,743,2018,3530,1018,1031,4045,651,2011/08/09
3,2011/08/13,2812,200,1296,226,1073741824,-3679,829,1994,3388,1271,531,4180,871,2011/08/14
3,2011/08/29,3865,8202,5962,248,1073741824,-3951,1047,2342,3873,471,86,4266,295,2011/09/05
3,2011/09/06,3359,201,126,249,1073741824,-3303,1289,2170,3154,829,395,3496,762,2011/09/06
3,2011/09/14,4302,200,5974,264,1073741824,-4636,1107,2364,3934,785,315,4337,578,2011/09/21
3,2011/09/22,3879,136,177,265,1073741824,-3476,845,1852,3115,595,238,3243,476,2011/09/22
3,2011/09/30,4407,136,3393,276,1073741824,-5546,1443,2405,3484,989,552,3308,984,2011/10/03
3,2011/10/08,4638,136,1099,288,1073741824,11704,1184,1948,2563,726,370,2643,721,2011/10/15
3,2011/10/16,4782,72,1287,290,1073741824,-5957,1464,2261,2838,862,456,2888,909,2011/10/17
3,2011/10/24,5438,201,5473,303,1073741824,-5881,1995,2888,3001,907,365,2731,1017,2011/10/30
3,2011/11/01,5303,202,1296,306,1073741824,-6244,1663,2324,2885,971,558,2452,1028,2011/11/02
3,2011/11/09,5602,136,2427,315,1073741824,-6289,1646,2292,2462,986,561,2196,1135,2011/11/11
3,2011/11/17,5874,136,3431,324,1073741824,-6280,1181,1772,2273,792,478,1918,905,2011/11/20
3,2011/11/25,5876,200,172,329,1073741824,-5006,1680,2145,2512,1034,583,2096,1153,2011/11/25
3,2011/12/03,6425,201,5951,344,1073741824,-5988,1470,2085,3535,1959,1150,3211,2109,2011/12/10
3,2011/12/11,6131,136,94,345,1073741824,-6991,977,1593,1970,912,518,1951,1029,2011/12/11
3,2011/12/19,6326,138,3356,356,1073741824,-6096,1930,2566,2695,1170,704,2287,1336,2011/12/22
3,2011/12/27,6151,136,1137,3,1073741824,11476,1921,2270,2748,921,543,1990,1136,2011/01/03
