1	35.5497	-98.0402
2	35.5465	-98.0401
3	36.6058	-97.4888
4	70.4696	-157.4089
5	31.5907	-110.5092
6	29.7381	-82.2188
7	71.3225	-156.6259
8	44.0646	-71.2881
9	38.8952	-120.6327
10	40.0062	-88.2904
11	44.3453	-96.8362
12	29.7547	-82.1633
13	35.9736	-79.1004
14	35.9782	-79.0942
15	35.9712	-79.0934
16	41.8593	-88.2227
17	41.8406	-88.241
18	35.1426	-111.7273
19	35.089	-111.762
20	35.4454	-111.7718
21	39.9712	-74.4345
22	48.3077	-105.1019
23	29.9495	-97.9962
24	34.2547	-89.8735
25	42.5378	-72.1715
26	42.5393	-72.1779
27	45.2041	-68.7402
28	45.2091	-68.747
29	68.487	-155.748
30	31.7365	-109.9419
31	28.6086	-80.6715
32	28.4583	-80.6709
33	-2.8566	-54.9589
34	-3.018	-54.9714
35	42.5419	-72.185
36	46.0827	-89.9792
37	41.165	-96.4766
38	41.1649	-96.4701
39	41.1797	-96.4396
40	44.5794	-121.5
41	44.4372	-121.5668
42	44.4523	-121.5574
43	44.4992	-121.6224
44	38.7441	-92.2
45	29.7648	-82.2448
46	39.3231	-86.4131
47	40.0329	-105.5464
48	35.8115	-76.7115
49	35.8031	-76.6679
50	46.6465	-88.5194
51	41.5545	-83.8438
52	45.9459	-90.2723
53	29.8028	-82.2031
54	44.7217	-93.0893
55	44.7143	-93.0898
56	31.8214	-110.8661
57	33.3844	-116.6403
58	33.3739	-116.6229
59	33.3772	-116.6227
60	46.242	-89.3476
61	38.4316	-120.966
62	55.8792	-98.4839
63	55.9058	-98.5247
64	55.9117	-98.3822
65	55.9117	-98.3822
66	55.8631	-98.485
67	55.9167	-98.9644
68	56.6358	-99.9483
69	45.5598	-84.7138
70	38.4067	-120.9507
71	35.9588	-84.2874
72	37.5208	-96.855
73	45.806	-90.0798
74	45.8205	-121.9519
75	46.6491	-91.0693
76	46.7223	-91.2524
77	46.7305	-91.2329
78	46.6869	-91.1528
79	46.7393	-91.1662
80	46.6531	-91.0858
81	46.6249	-91.2982
82	46.6188	-91.0814
83	46.6188	-91.0814
