site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,14.82651,99.67715,27,7,763,620
2,15.10653,100.02415,27,7,788,587
3,14.53313,100.12565,27,7,830,656
4,14.6705,100.37515,27,7,852,639
5,14.76528,100.44693,27,7,855,628
6,14.52054,100.55989,27,7,881,657
7,14.51312,100.82942,27,7,913,658
8,14.29234,100.13954,27,7,844,684
9,14.28868,100.60973,27,7,899,685
10,14.34029,100.86974,27,7,927,679
11,14.2546,101.06443,27,7,954,689
12,14.05285,100.1741,27,7,861,713
13,14.1545,100.50478,27,7,894,701
14,13.89866,100.8131,27,7,943,732
15,13.96792,101.20529,27,7,985,723
16,14.05771,101.35052,27,7,997,713
17,13.49009,100.06744,27,7,876,781
18,13.59776,100.58941,27,7,932,768
19,13.58976,101.03383,27,7,984,769
20,13.72198,101.2018,27,7,997,753
21,13.33792,100.93623,27,7,985,799
22,13.50474,101.16583,27,7,1004,779
id,Date,8-day daytime 1km grid Land-surface Temperature,Quality control for daytime LST and emissivity,Average time of daytime Land-surface Temperature observation,Average view zenith angle of daytime Land-surface Temperature,8-day nighttime 1km grid Land-surface Temperature,Quality control for nighttime LST and emissivity,Average time of nighttime Land-surface Temperature observation,Average view zenith angle of nighttime Land-surface Temperature,Band 31 emissivity,Band 32 emissivity,the days in clear-sky conditions and with validate LSTs,the nights in clear-sky conditions and with validate LSTs,actual_date
1,2011/01/01,15085,0,107,66,14709,65,219,16,246,248,159,8,N\A
1,2011/01/09,14961,65,105,50,14509,65,222,54,246,248,122,248,N\A
1,2011/01/17,15121,0,106,61,14665,0,224,71,246,248,255,82,N\A
1,2011/01/25,15102,0,106,61,14596,65,221,41,246,248,90,101,N\A
1,2011/02/02,15258,0,106,61,14672,65,224,74,247,248,255,125,N\A
1,2011/02/10,15330,65,107,65,14803,0,223,51,247,248,78,222,N\A
1,2011/02/18,15247,65,105,51,14821,0,226,89,246,248,181,19,N\A
1,2011/02/26,15051,65,100,5,14850,65,223,59,246,248,32,60,N\A
1,2011/03/06,15483,65,108,69,14831,0,227,103,246,248,135,65,N\A
1,2011/03/14,0,2,255,255,14734,0,221,45,247,248,0,96,N\A
1,2011/03/22,15440,65,106,53,0,2,255,255,246,248,1,0,N\A
1,2011/03/30,0,2,255,255,14669,0,225,75,247,248,0,6,N\A
1,2011/04/07,15222,65,108,75,14849,65,226,102,246,248,178,16,N\A
1,2011/04/15,15271,65,107,65,14931,0,224,68,246,248,78,12,N\A
1,2011/04/23,15154,65,106,53,14856,0,227,102,246,248,1,16,N\A
1,2011/05/01,14696,65,103,19,0,2,255,255,246,248,8,0,N\A
1,2011/05/09,14865,65,102,12,0,2,255,255,246,248,16,0,N\A
1,2011/05/17,14994,65,102,19,0,2,255,255,246,247,8,0,N\A
1,2011/05/25,14740,65,99,0,14290,65,217,4,246,247,64,32,N\A
1,2011/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2011/06/10,14882,65,111,113,0,2,255,255,246,248,8,0,N\A
1,2011/06/18,14938,65,102,19,0,2,255,255,246,248,8,0,N\A
1,2011/06/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2011/07/04,15213,65,110,105,0,2,255,255,246,248,16,0,N\A
1,2011/07/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2011/07/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2011/07/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2011/08/05,0,2,255,255,14919,65,222,48,246,248,0,1,N\A
1,2011/08/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2011/08/21,14977,65,102,19,14738,65,225,75,246,248,8,6,N\A
1,2011/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2011/09/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2011/09/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2011/09/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2011/09/30,15225,65,105,53,0,2,255,255,246,248,1,0,N\A
1,2011/10/08,14948,65,108,76,0,2,255,255,246,248,82,0,N\A
1,2011/10/16,14931,65,103,35,14418,65,228,118,246,247,192,4,N\A
1,2011/10/24,14978,65,106,66,14805,65,223,63,246,248,124,233,N\A
1,2011/11/01,15095,65,107,69,14713,0,224,69,246,248,239,127,N\A
1,2011/11/09,15078,65,108,82,14741,65,223,59,247,248,92,255,N\A
1,2011/11/17,15105,0,108,76,14757,65,226,88,247,248,27,13,N\A
1,2011/11/25,15198,0,106,62,14754,0,221,39,246,248,126,245,N\A
1,2011/12/03,15009,0,105,48,14568,65,225,84,247,248,215,37,N\A
1,2011/12/11,14936,0,106,60,14502,0,224,65,246,248,14,135,N\A
1,2011/12/19,14991,0,106,56,14468,0,219,20,246,248,199,34,N\A
1,2011/12/27,15154,0,108,71,14625,65,225,80,246,248,30,9,N\A
2,2011/01/01,14965,0,108,73,14674,65,225,81,247,248,63,28,N\A
2,2011/01/09,14949,0,106,56,14673,0,225,81,247,248,26,169,N\A
2,2011/01/17,14917,0,107,63,14753,0,225,74,246,248,255,82,N\A
2,2011/01/25,14955,0,108,77,14708,65,221,44,247,249,82,241,N\A
2,2011/02/02,15007,0,107,63,14767,0,224,64,247,248,255,99,N\A
2,2011/02/10,14998,65,108,75,14768,0,224,73,247,248,94,158,N\A
2,2011/02/18,15108,0,107,74,14870,0,226,89,246,249,161,83,N\A
2,2011/02/26,14901,65,105,44,14828,0,222,51,247,248,98,28,N\A
2,2011/03/06,15073,0,107,72,14796,0,229,117,247,248,179,17,N\A
2,2011/03/14,14986,0,108,84,14754,0,222,47,247,248,64,96,N\A
2,2011/03/22,15228,0,106,56,0,2,255,255,246,248,1,0,N\A
2,2011/03/30,15009,65,112,121,14620,65,225,76,246,249,4,6,N\A
2,2011/04/07,15164,65,106,55,14851,0,224,61,246,248,48,24,N\A
2,2011/04/15,15303,65,103,20,14963,0,223,60,247,248,8,165,N\A
2,2011/04/23,0,2,255,255,14883,0,227,104,247,248,0,16,N\A
2,2011/05/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/05/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/05/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/05/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/06/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/06/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/06/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/07/04,15045,65,109,90,0,2,255,255,247,248,22,0,N\A
2,2011/07/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/07/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/07/28,15033,65,106,56,0,2,255,255,247,248,1,0,N\A
2,2011/08/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/08/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/08/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/09/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/09/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/09/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/09/30,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2011/10/08,15012,65,107,64,0,2,255,255,247,249,66,0,N\A
2,2011/10/16,15047,0,104,36,0,2,255,255,247,249,192,0,N\A
2,2011/10/24,14975,65,106,59,14945,0,225,77,247,248,108,137,N\A
2,2011/11/01,15105,0,108,82,14817,0,224,70,247,248,175,63,N\A
2,2011/11/09,15068,0,107,63,14776,0,221,35,246,248,126,148,N\A
2,2011/11/17,15086,0,108,77,14762,65,223,59,247,248,27,14,N\A
2,2011/11/25,15093,0,107,63,14810,0,222,52,247,248,126,253,N\A
2,2011/12/03,14926,0,105,50,14718,65,221,42,247,249,215,98,N\A
2,2011/12/11,14783,0,107,67,14562,65,225,77,247,248,78,143,N\A
2,2011/12/19,14827,0,107,64,0,2,255,255,247,248,195,0,N\A
2,2011/12/27,14977,0,108,73,0,2,255,255,247,248,30,0,N\A
3,2011/01/01,14995,0,107,66,14682,65,220,18,245,247,55,8,N\A
3,2011/01/09,15008,0,107,65,14577,65,224,69,246,248,24,104,N\A
3,2011/01/17,14992,0,107,73,14726,0,225,74,245,248,191,82,N\A
3,2011/01/25,14945,0,105,53,14704,0,221,36,245,247,122,117,N\A
3,2011/02/02,15103,0,107,65,14762,0,224,63,246,248,255,123,N\A
3,2011/02/10,15144,0,107,69,14827,0,224,69,245,247,78,159,N\A
3,2011/02/18,15185,0,107,68,14866,65,226,88,245,247,164,83,N\A
3,2011/02/26,0,2,255,255,14812,0,226,90,246,248,0,46,N\A
3,2011/03/06,15198,0,110,93,14873,0,226,93,246,248,3,80,N\A
3,2011/03/14,15247,0,107,65,14786,65,221,33,246,248,66,192,N\A
3,2011/03/22,15384,0,106,58,0,2,255,255,246,248,1,0,N\A
3,2011/03/30,0,2,255,255,14822,65,221,27,245,247,0,4,N\A
3,2011/04/07,15290,65,109,98,14907,0,224,61,245,247,32,24,N\A
3,2011/04/15,15405,65,103,22,14956,65,223,48,245,247,8,133,N\A
3,2011/04/23,0,2,255,255,14973,0,227,104,246,248,0,16,N\A
3,2011/05/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/05/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/05/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/05/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/06/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/06/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/06/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/07/04,15120,65,108,76,0,2,255,255,246,248,18,0,N\A
3,2011/07/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/07/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/07/28,15192,65,107,73,0,2,255,255,243,246,128,0,N\A
3,2011/08/05,0,2,255,255,14925,65,223,52,245,247,0,1,N\A
3,2011/08/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/08/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/09/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/09/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/09/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/09/30,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/10/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2011/10/16,15017,65,106,53,0,2,255,255,246,248,132,0,N\A
3,2011/10/24,15050,65,106,56,14970,0,225,80,246,248,110,160,N\A
3,2011/11/01,15169,0,108,81,14836,0,225,74,246,248,143,39,N\A
3,2011/11/09,15075,65,108,76,14850,0,225,78,245,247,94,44,N\A
3,2011/11/17,15105,0,108,74,14788,65,223,59,245,247,63,14,N\A
3,2011/11/25,15199,0,108,76,14842,0,225,79,246,248,94,175,N\A
3,2011/12/03,15022,0,107,70,14812,65,222,46,245,247,159,74,N\A
3,2011/12/11,14919,0,109,83,14646,65,226,81,246,248,6,131,N\A
3,2011/12/19,14830,65,106,58,0,2,255,255,245,247,199,0,N\A
3,2011/12/27,15049,0,108,74,14778,65,221,28,245,247,30,4,N\A
4,2011/01/01,14975,0,106,59,14714,65,223,56,246,248,247,26,N\A
4,2011/01/09,14881,65,108,81,14567,65,221,35,246,248,82,192,N\A
4,2011/01/17,15028,0,107,75,14716,65,224,62,246,248,191,90,N\A
4,2011/01/25,14917,0,105,55,14721,0,220,24,246,248,122,85,N\A
4,2011/02/02,15056,0,107,66,14786,0,224,63,246,248,255,126,N\A
4,2011/02/10,15016,65,107,66,14818,0,223,63,246,248,126,223,N\A
4,2011/02/18,15066,65,107,69,14893,0,225,77,246,248,164,82,N\A
4,2011/02/26,15039,0,106,58,14757,0,226,90,246,248,110,14,N\A
4,2011/03/06,15100,65,106,62,14915,0,227,106,246,248,151,16,N\A
4,2011/03/14,14921,0,105,48,14854,65,217,1,246,248,96,64,N\A
4,2011/03/22,15247,0,106,60,0,2,255,255,246,248,1,0,N\A
4,2011/03/30,15100,65,108,85,14330,65,226,78,246,248,28,6,N\A
4,2011/04/07,15087,65,107,77,14843,0,222,44,246,248,56,56,N\A
4,2011/04/15,15235,129,103,23,14967,0,223,54,246,248,8,1,N\A
4,2011/04/23,0,2,255,255,14898,0,227,106,246,248,0,16,N\A
4,2011/05/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/05/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/05/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/05/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/06/10,0,2,255,255,14922,65,222,40,246,248,0,2,N\A
4,2011/06/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/06/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/07/04,15094,65,107,66,0,2,255,255,246,248,24,0,N\A
4,2011/07/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/07/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/07/28,15192,65,107,75,0,2,255,255,246,248,128,0,N\A
4,2011/08/05,0,2,255,255,14976,0,223,54,246,248,0,1,N\A
4,2011/08/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/08/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/09/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/09/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/09/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
4,2011/09/30,14966,65,107,68,0,2,255,255,246,248,129,0,N\A
4,2011/10/08,14995,65,108,88,0,2,255,255,246,248,64,0,N\A
4,2011/10/16,14969,65,107,75,0,2,255,255,246,248,140,0,N\A
4,2011/10/24,14996,65,106,61,15016,0,225,84,246,248,108,169,N\A
4,2011/11/01,15069,65,108,86,14965,0,224,62,246,248,175,66,N\A
4,2011/11/09,15006,65,107,66,14921,0,226,86,246,248,126,174,N\A
4,2011/11/17,14967,65,106,65,14949,65,220,19,246,248,127,8,N\A
4,2011/11/25,15072,65,108,78,14955,0,224,63,246,248,94,255,N\A
4,2011/12/03,14890,65,106,62,14910,0,222,48,246,248,223,74,N\A
4,2011/12/11,14849,65,105,46,14704,0,224,67,246,248,2,141,N\A
4,2011/12/19,14751,65,107,70,0,2,255,255,246,248,147,0,N\A
4,2011/12/27,15000,65,108,76,14751,65,225,71,246,248,30,30,N\A
5,2011/01/01,15075,0,107,69,14583,0,220,20,246,248,183,8,N\A
5,2011/01/09,14995,0,109,99,14567,65,221,35,247,248,80,192,N\A
5,2011/01/17,15059,0,108,78,14716,65,224,70,247,248,190,88,N\A
5,2011/01/25,14985,0,105,55,14706,0,220,28,247,248,122,65,N\A
5,2011/02/02,15122,0,107,66,14770,0,222,51,246,248,255,122,N\A
5,2011/02/10,15074,65,106,58,14809,0,222,54,246,248,110,221,N\A
5,2011/02/18,15153,65,107,75,14911,0,222,41,246,249,128,2,N\A
5,2011/02/26,15067,65,105,50,14852,0,225,73,246,248,46,12,N\A
5,2011/03/06,15188,65,109,88,14875,0,227,106,247,249,131,16,N\A
5,2011/03/14,15009,0,105,49,0,2,255,255,247,248,96,0,N\A
5,2011/03/22,15305,0,106,60,0,2,255,255,246,248,1,0,N\A
5,2011/03/30,15179,65,108,73,14786,65,221,30,246,248,12,4,N\A
5,2011/04/07,15161,65,109,100,14858,65,222,44,247,249,32,56,N\A
5,2011/04/15,15243,129,103,23,14963,0,223,55,247,249,8,1,N\A
5,2011/04/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/05/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/05/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/05/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/05/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/06/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/06/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/06/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/07/04,15160,65,110,109,0,2,255,255,247,248,16,0,N\A
5,2011/07/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/07/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/07/28,15235,65,107,75,0,2,255,255,246,249,128,0,N\A
5,2011/08/05,0,2,255,255,14948,0,223,55,246,248,0,1,N\A
5,2011/08/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/08/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/09/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/09/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/09/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/09/30,14933,65,107,75,0,2,255,255,246,249,128,0,N\A
5,2011/10/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
5,2011/10/16,15089,65,106,55,0,2,255,255,247,249,132,0,N\A
5,2011/10/24,15023,65,106,61,14991,0,225,84,246,248,108,169,N\A
5,2011/11/01,15046,65,107,74,14990,0,222,42,246,248,239,2,N\A
5,2011/11/09,15043,65,107,66,14876,0,226,87,246,248,126,174,N\A
5,2011/11/17,15020,65,106,65,14912,0,220,20,247,248,127,8,N\A
5,2011/11/25,15097,65,107,66,14875,0,224,63,246,248,126,255,N\A
5,2011/12/03,14892,65,106,62,14851,65,222,49,247,248,223,74,N\A
5,2011/12/11,14747,65,108,86,14593,65,225,79,246,248,70,143,N\A
5,2011/12/19,14839,0,107,67,0,2,255,255,247,248,195,0,N\A
5,2011/12/27,15071,0,108,76,14812,65,221,30,246,248,30,4,N\A
6,2011/01/01,14990,0,106,60,14724,65,227,107,247,248,247,16,N\A
6,2011/01/09,15050,0,108,82,14631,65,221,42,247,248,82,193,N\A
6,2011/01/17,15066,0,107,76,14721,65,222,51,247,248,191,122,N\A
6,2011/01/25,14955,0,107,67,14712,65,223,57,247,248,126,73,N\A
6,2011/02/02,15160,0,107,67,14771,65,224,64,247,248,255,126,N\A
6,2011/02/10,15140,65,105,49,14802,0,222,55,247,248,98,221,N\A
6,2011/02/18,15189,65,107,70,14879,0,224,63,246,248,129,66,N\A
6,2011/02/26,15063,65,105,51,14819,65,226,91,247,248,46,14,N\A
6,2011/03/06,15167,65,106,60,14737,0,224,64,246,248,49,24,N\A
6,2011/03/14,15241,65,108,90,14818,65,224,63,247,248,64,129,N\A
6,2011/03/22,15202,65,106,62,0,2,255,255,246,248,1,0,N\A
6,2011/03/30,15034,65,111,117,14801,0,221,30,246,248,20,4,N\A
6,2011/04/07,15086,65,106,66,14820,0,223,57,247,248,37,48,N\A
6,2011/04/15,0,2,255,255,14919,0,226,84,247,249,0,131,N\A
6,2011/04/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/05/01,0,2,255,255,14919,65,221,30,247,249,0,4,N\A
6,2011/05/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/05/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/05/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/06/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/06/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/06/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/07/04,15130,65,108,79,0,2,255,255,247,248,18,0,N\A
6,2011/07/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/07/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/07/28,15233,0,107,77,0,2,255,255,247,248,128,0,N\A
6,2011/08/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/08/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/08/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/09/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/09/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
6,2011/09/22,14950,65,103,24,0,2,255,255,246,248,8,0,N\A
6,2011/09/30,14943,65,104,35,0,2,255,255,247,248,4,0,N\A
6,2011/10/08,14916,65,103,24,0,2,255,255,246,248,8,0,N\A
6,2011/10/16,15004,65,106,56,0,2,255,255,246,248,132,0,N\A
6,2011/10/24,15038,65,106,58,14847,0,226,94,247,248,72,168,N\A
6,2011/11/01,15028,65,109,89,14943,0,224,67,247,248,131,78,N\A
6,2011/11/09,15047,65,105,48,14909,65,226,92,247,248,2,46,N\A
6,2011/11/17,14990,65,107,69,14956,0,220,20,246,248,165,8,N\A
6,2011/11/25,15049,65,108,79,14951,0,224,71,247,248,76,239,N\A
6,2011/12/03,14871,65,107,70,14812,0,225,76,246,248,129,76,N\A
6,2011/12/11,14847,65,105,48,14744,65,224,68,247,248,2,141,N\A
6,2011/12/19,14762,65,107,68,14533,65,225,85,246,248,219,64,N\A
6,2011/12/27,15045,65,108,77,14743,65,221,31,247,248,30,4,N\A
7,2011/01/01,15192,0,106,68,0,2,255,255,247,249,127,0,N\A
7,2011/01/09,15145,0,108,84,14465,65,217,2,247,248,82,64,N\A
7,2011/01/17,15257,0,106,65,14707,0,224,65,247,248,151,90,N\A
7,2011/01/25,14955,0,105,58,14691,0,220,25,247,248,122,81,N\A
7,2011/02/02,15162,0,106,60,14804,0,222,53,247,248,253,122,N\A
7,2011/02/10,15086,65,104,42,14820,0,222,58,247,248,202,221,N\A
7,2011/02/18,15153,0,105,51,14895,0,224,66,246,248,5,66,N\A
7,2011/02/26,14991,0,105,54,14892,0,228,116,247,248,190,8,N\A
7,2011/03/06,15089,0,109,103,14906,0,227,108,247,248,32,16,N\A
7,2011/03/14,15158,0,108,92,14758,65,217,2,247,248,64,64,N\A
7,2011/03/22,15212,0,106,65,0,2,255,255,247,248,1,0,N\A
7,2011/03/30,15015,65,112,118,14855,0,221,32,246,248,20,4,N\A
