site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,14.82651,99.67715,27,7,763,620
2,15.10653,100.02415,27,7,788,587
3,14.53313,100.12565,27,7,830,656
4,14.6705,100.37515,27,7,852,639
5,14.76528,100.44693,27,7,855,628
6,14.52054,100.55989,27,7,881,657
7,14.51312,100.82942,27,7,913,658
8,14.29234,100.13954,27,7,844,684
9,14.28868,100.60973,27,7,899,685
10,14.34029,100.86974,27,7,927,679
11,14.2546,101.06443,27,7,954,689
12,14.05285,100.1741,27,7,861,713
13,14.1545,100.50478,27,7,894,701
14,13.89866,100.8131,27,7,943,732
15,13.96792,101.20529,27,7,985,723
16,14.05771,101.35052,27,7,997,713
17,13.49009,100.06744,27,7,876,781
18,13.59776,100.58941,27,7,932,768
19,13.58976,101.03383,27,7,984,769
20,13.72198,101.2018,27,7,997,753
21,13.33792,100.93623,27,7,985,799
22,13.50474,101.16583,27,7,1004,779
id,Date,8-day daytime 1km grid Land-surface Temperature,Quality control for daytime LST and emissivity,Average time of daytime Land-surface Temperature observation,Average view zenith angle of daytime Land-surface Temperature,8-day nighttime 1km grid Land-surface Temperature,Quality control for nighttime LST and emissivity,Average time of nighttime Land-surface Temperature observation,Average view zenith angle of nighttime Land-surface Temperature,Band 31 emissivity,Band 32 emissivity,the days in clear-sky conditions and with validate LSTs,the nights in clear-sky conditions and with validate LSTs,actual_date
1,2013/01/01,15268,0,105,46,14679,65,224,71,246,248,134,239,N\A
1,2013/01/09,15276,0,107,64,14734,0,223,57,246,248,223,239,N\A
1,2013/01/17,15227,0,106,60,14687,65,224,70,247,248,239,255,N\A
1,2013/01/25,15109,65,107,68,14788,65,224,75,246,248,84,34,N\A
1,2013/02/02,15234,0,105,47,14845,0,221,47,246,248,44,92,N\A
1,2013/02/10,15213,0,107,70,14831,0,222,45,246,248,156,175,N\A
1,2013/02/18,15183,65,105,46,14695,65,224,73,246,248,229,44,N\A
1,2013/02/26,15309,65,105,44,14888,0,222,52,246,248,30,142,N\A
1,2013/03/06,15462,0,106,60,14867,0,225,80,247,248,239,247,N\A
1,2013/03/14,15537,65,110,99,14931,0,223,59,246,248,149,233,N\A
1,2013/03/22,15567,0,107,67,14991,0,226,91,246,248,238,245,N\A
1,2013/03/30,15613,0,107,72,15038,0,225,80,246,248,23,75,N\A
1,2013/04/07,15482,0,101,6,14951,65,220,34,247,248,4,14,N\A
1,2013/04/15,15669,0,104,35,15075,0,222,49,246,247,24,32,N\A
1,2013/04/23,14998,65,113,126,14876,0,225,77,246,248,64,192,N\A
1,2013/05/01,15422,65,102,12,14989,0,223,60,246,248,2,3,N\A
1,2013/05/09,0,2,255,255,14972,0,221,35,246,248,0,64,N\A
1,2013/05/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/05/25,15015,65,103,19,0,2,255,255,246,248,1,0,N\A
1,2013/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/06/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/06/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/06/26,14785,65,113,126,14927,0,224,63,247,248,64,16,N\A
1,2013/07/04,14847,65,111,113,0,2,255,255,246,248,1,0,N\A
1,2013/07/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/07/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/07/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/08/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/08/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/08/21,15000,65,112,120,0,2,255,255,246,246,128,0,N\A
1,2013/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/09/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/09/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2013/09/22,14637,65,112,120,0,2,255,255,247,247,128,0,N\A
1,2013/09/30,14882,65,109,92,14396,65,231,129,246,248,106,32,N\A
1,2013/10/08,14890,65,104,47,14758,65,225,83,246,248,12,104,N\A
1,2013/10/16,14948,65,108,69,14848,0,224,72,246,248,224,208,N\A
1,2013/10/24,15000,65,108,78,14810,65,225,83,246,248,85,104,N\A
1,2013/11/01,15102,0,105,53,14792,65,222,53,247,248,15,15,N\A
1,2013/11/09,14845,65,103,34,14774,0,223,59,246,248,24,3,N\A
1,2013/11/17,15033,65,110,105,14667,65,223,64,247,248,2,130,N\A
1,2013/11/25,14933,0,109,80,14619,65,222,50,247,248,192,228,N\A
1,2013/12/03,15016,0,107,67,14571,65,225,80,247,248,238,41,N\A
1,2013/12/11,15025,0,109,85,14580,65,223,61,246,248,135,230,N\A
1,2013/12/19,14997,0,106,60,14455,0,224,70,247,248,239,255,N\A
1,2013/12/27,14907,0,106,58,14384,0,223,60,246,248,31,3,N\A
2,2013/01/01,15077,0,107,71,14667,65,227,99,247,248,206,229,N\A
2,2013/01/09,15121,0,108,77,14812,0,222,48,247,249,215,175,N\A
2,2013/01/17,15052,0,105,51,14770,65,226,84,246,248,175,196,N\A
2,2013/01/25,15028,0,108,81,14811,65,227,104,246,248,85,2,N\A
2,2013/02/02,15112,0,105,49,14913,0,224,66,247,249,44,124,N\A
2,2013/02/10,15006,65,106,57,14817,0,223,59,247,248,222,239,N\A
2,2013/02/18,15082,0,104,31,14778,65,227,101,247,249,164,53,N\A
2,2013/02/26,15124,0,106,59,14879,0,221,43,247,248,31,12,N\A
2,2013/03/06,15222,0,106,62,14868,0,225,74,247,248,239,215,N\A
2,2013/03/14,15267,0,106,65,14963,0,224,64,247,248,93,201,N\A
2,2013/03/22,15344,0,107,69,14926,0,224,66,246,248,238,214,N\A
2,2013/03/30,15373,0,108,77,14950,0,225,77,247,248,215,107,N\A
2,2013/04/07,15393,0,101,7,14936,0,223,53,246,248,4,6,N\A
2,2013/04/15,15631,0,107,71,15039,0,223,53,247,248,16,32,N\A
2,2013/04/23,0,2,255,255,14999,0,222,39,246,248,0,64,N\A
2,2013/05/01,15450,65,106,60,14952,0,224,62,246,248,22,3,N\A
2,2013/05/09,15510,65,104,30,15016,0,222,38,247,248,128,64,N\A
2,2013/05/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/05/25,15196,65,104,30,0,2,255,255,246,248,128,0,N\A
2,2013/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/06/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/06/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/06/26,0,2,255,255,14942,0,224,67,247,248,0,16,N\A
2,2013/07/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/07/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/07/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/07/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/08/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/08/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/08/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/09/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/09/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/09/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
2,2013/09/30,15170,0,108,82,0,2,255,255,247,249,34,0,N\A
2,2013/10/08,15093,65,105,53,14908,0,224,67,246,248,92,40,N\A
2,2013/10/16,15105,0,105,43,14740,0,227,89,247,248,160,240,N\A
2,2013/10/24,14969,65,107,66,14857,0,225,80,247,248,220,8,N\A
2,2013/11/01,15165,0,106,54,14865,0,223,54,247,248,15,15,N\A
2,2013/11/09,15184,0,109,96,0,2,255,255,247,249,4,0,N\A
2,2013/11/17,14874,65,106,56,14702,65,231,130,247,248,6,32,N\A
2,2013/11/25,14907,0,108,78,14649,65,222,40,247,249,208,160,N\A
2,2013/12/03,14929,0,107,68,14590,65,220,20,246,248,238,72,N\A
2,2013/12/11,14945,0,109,87,14588,65,223,53,247,248,135,228,N\A
2,2013/12/19,14845,0,106,62,14490,0,223,55,247,248,239,222,N\A
2,2013/12/27,14855,0,107,74,14435,0,224,62,247,248,23,3,N\A
3,2013/01/01,15117,0,106,58,14689,0,224,63,245,247,142,207,N\A
3,2013/01/09,15172,0,106,62,14795,0,224,64,246,248,219,111,N\A
3,2013/01/17,15086,0,105,52,14736,65,226,85,245,248,175,135,N\A
3,2013/01/25,15067,0,106,57,14830,0,227,104,245,248,86,2,N\A
3,2013/02/02,15198,0,105,46,14884,0,225,72,246,248,172,60,N\A
3,2013/02/10,15247,0,106,57,14842,0,222,48,245,248,86,175,N\A
3,2013/02/18,15173,0,104,33,14857,65,224,63,246,248,36,19,N\A
3,2013/02/26,15355,65,107,75,14887,0,223,54,246,248,23,142,N\A
3,2013/03/06,15382,0,107,72,14902,0,225,74,245,247,235,215,N\A
3,2013/03/14,15363,65,109,96,14971,0,222,45,246,248,21,169,N\A
3,2013/03/22,15528,0,106,63,14986,0,224,63,245,248,239,223,N\A
3,2013/03/30,15543,0,107,69,15029,0,226,83,245,247,71,67,N\A
3,2013/04/07,15535,65,105,48,14982,0,223,53,245,247,12,6,N\A
3,2013/04/15,15747,0,107,73,14902,0,224,67,246,248,16,40,N\A
3,2013/04/23,0,2,255,255,15026,0,222,39,245,248,0,64,N\A
3,2013/05/01,15605,65,102,14,15001,0,224,61,245,247,2,3,N\A
3,2013/05/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/05/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/05/25,15260,65,104,32,0,2,255,255,246,248,128,0,N\A
3,2013/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/06/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/06/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/06/26,15229,65,106,58,14954,17,224,66,246,249,32,16,N\A
3,2013/07/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/07/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/07/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/07/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/08/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/08/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/08/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
3,2013/09/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
