site-id,lat,lon,tile-h,tile-v,pixel-col,pixel_row
1,26.7478,115.0631,28,6,330,390
2,30.2536,80.1532,24,5,1108,1169
3,40.4536,90.8563,24,4,1096,1145
id,Date,MOD15A2 MODIS/Terra Gridded 1KM FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Leaf Area Index LAI (8-day composite),MOD15A2 MODIS/Terra QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra pass-through QC for FPAR and LAI (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation FPAR (8-day composite),MOD15A2 MODIS/Terra Gridded 1KM Standard Deviation Leaf Area Index (8-day composite),actual_date
2,2002/03/14,0,0,97,164,248,248,N\A
2,2002/03/30,0,0,97,132,248,248,N\A
2,2002/04/07,0,0,105,160,248,248,N\A
2,2002/04/15,0,0,97,140,248,248,N\A
2,2002/04/23,0,0,97,204,248,248,N\A
2,2002/05/01,0,0,105,160,248,248,N\A
2,2002/05/09,1,0,97,192,248,248,N\A
2,2002/05/17,3,1,97,136,248,248,N\A
2,2002/05/25,3,1,113,176,248,248,N\A
2,2002/06/02,7,1,0,160,0,0,N\A
2,2002/06/10,7,1,0,160,0,0,N\A
2,2002/06/18,13,2,0,160,7,1,N\A
2,2002/06/26,14,2,0,160,7,1,N\A
2,2002/07/04,23,4,0,160,5,1,N\A
2,2002/07/12,16,3,0,192,9,2,N\A
2,2002/07/20,16,3,0,192,9,2,N\A
2,2002/07/28,37,7,0,192,5,1,N\A
2,2002/08/05,18,3,0,160,9,2,N\A
2,2002/08/13,14,2,0,160,7,1,N\A
2,2002/08/21,8,2,105,160,248,248,N\A
2,2002/08/29,7,1,0,160,0,0,N\A
2,2002/09/06,0,0,105,160,248,248,N\A
2,2002/09/14,0,0,105,160,248,248,N\A
2,2002/09/22,0,0,97,164,248,248,N\A
2,2002/09/30,0,0,97,160,248,248,N\A
2,2002/10/08,0,0,105,160,248,248,N\A
2,2002/10/16,0,0,97,160,248,248,N\A
2,2002/10/24,0,0,97,164,248,248,N\A
2,2002/11/01,1,0,105,160,248,248,N\A
2,2002/11/09,0,0,105,160,248,248,N\A
2,2002/11/17,0,0,113,192,248,248,N\A
2,2002/11/25,0,0,105,160,248,248,N\A
2,2002/12/03,0,0,97,196,248,248,N\A
2,2002/12/11,0,0,105,160,248,248,N\A
2,2002/12/19,0,0,97,196,248,248,N\A
2,2002/12/27,0,0,97,164,248,248,N\A
3,2002/01/01,253,253,157,255,253,253,N\A
3,2002/01/09,253,253,157,255,253,253,N\A
3,2002/01/17,253,253,157,255,253,253,N\A
3,2002/01/25,253,253,157,255,253,253,N\A
3,2002/02/02,253,253,157,255,253,253,N\A
3,2002/02/10,253,253,157,255,253,253,N\A
3,2002/02/18,253,253,157,255,253,253,N\A
3,2002/02/26,253,253,157,255,253,253,N\A
3,2002/03/06,253,253,157,255,253,253,N\A
3,2002/03/14,253,253,157,255,253,253,N\A
3,2002/03/30,253,253,157,255,253,253,N\A
3,2002/04/07,253,253,157,255,253,253,N\A
3,2002/04/15,253,253,157,255,253,253,N\A
3,2002/04/23,253,253,157,255,253,253,N\A
3,2002/05/01,253,253,157,255,253,253,N\A
3,2002/05/09,253,253,157,255,253,253,N\A
3,2002/05/17,253,253,157,255,253,253,N\A
3,2002/05/25,253,253,157,255,253,253,N\A
3,2002/06/02,253,253,157,255,253,253,N\A
3,2002/06/10,253,253,157,255,253,253,N\A
3,2002/06/18,253,253,157,255,253,253,N\A
3,2002/06/26,253,253,157,255,253,253,N\A
3,2002/07/04,253,253,157,255,253,253,N\A
3,2002/07/12,253,253,157,255,253,253,N\A
3,2002/07/20,253,253,157,255,253,253,N\A
3,2002/07/28,253,253,157,255,253,253,N\A
3,2002/08/05,253,253,157,255,253,253,N\A
3,2002/08/13,253,253,157,255,253,253,N\A
3,2002/08/21,253,253,157,255,253,253,N\A
3,2002/08/29,253,253,157,255,253,253,N\A
3,2002/09/06,253,253,157,255,253,253,N\A
3,2002/09/14,253,253,157,255,253,253,N\A
3,2002/09/22,253,253,157,255,253,253,N\A
3,2002/09/30,253,253,157,255,253,253,N\A
3,2002/10/08,253,253,157,255,253,253,N\A
3,2002/10/16,253,253,157,255,253,253,N\A
3,2002/10/24,253,253,157,255,253,253,N\A
3,2002/11/01,253,253,157,255,253,253,N\A
3,2002/11/09,253,253,157,255,253,253,N\A
3,2002/11/17,253,253,157,255,253,253,N\A
3,2002/11/25,253,253,157,255,253,253,N\A
3,2002/12/03,253,253,157,255,253,253,N\A
3,2002/12/11,253,253,157,255,253,253,N\A
3,2002/12/19,253,253,157,255,253,253,N\A
3,2002/12/27,253,253,157,255,253,253,N\A
