8,10.865556,-3.072778,17,7,837,1096
9,13.2829,30.4783,20,7,1159,806

No data
No dataid,Date,8-day daytime 1km grid Land-surface Temperature,Quality control for daytime LST and emissivity,Average time of daytime Land-surface Temperature observation,Average view zenith angle of daytime Land-surface Temperature,8-day nighttime 1km grid Land-surface Temperature,Quality control for nighttime LST and emissivity,Average time of nighttime Land-surface Temperature observation,Average view zenith angle of nighttime Land-surface Temperature,Band 31 emissivity,Band 32 emissivity,the days in clear-sky conditions and with validate LSTs,the nights in clear-sky conditions and with validate LSTs,actual_date
8,2009/11/09,15739,0,136,67,14625,65,16,49,246,248,252,235,N\A
8,2009/11/17,15672,0,134,55,14435,0,18,64,246,248,250,247,N\A
8,2009/11/25,15767,0,137,79,14494,0,16,50,246,248,189,235,N\A
8,2009/12/03,16008,0,137,77,14424,0,17,55,246,248,126,215,N\A
8,2009/12/11,15941,0,135,62,14576,0,20,85,246,248,216,210,N\A
8,2009/12/19,16059,0,135,66,14489,0,18,65,246,248,254,247,N\A
8,2009/12/27,16094,0,136,68,14445,0,18,68,246,248,29,27,N\A
8,2010/01/01,16044,0,137,79,14446,0,16,52,246,248,247,191,N\A
8,2010/01/09,16225,0,135,58,14457,0,19,83,246,248,233,221,N\A
8,2010/01/17,16078,0,137,79,14551,0,16,52,246,248,247,191,N\A
8,2010/01/25,16161,0,134,53,14459,65,19,83,246,248,231,205,N\A
8,2010/02/02,16296,0,135,63,14571,0,16,49,246,248,214,54,N\A
8,2010/02/10,16084,0,134,47,14603,0,20,89,246,248,131,131,N\A
8,2010/02/18,15945,0,137,79,14825,0,17,55,246,248,247,172,N\A
8,2010/02/26,16001,0,133,45,14686,0,18,66,245,247,175,222,N\A
8,2010/03/06,15875,0,138,97,14785,0,17,55,246,248,145,137,N\A
8,2010/03/14,16109,0,135,65,14800,0,19,75,246,248,11,71,N\A
8,2010/03/22,15678,0,136,73,14650,0,16,51,246,248,54,191,N\A
8,2010/03/30,15516,0,135,58,14573,0,19,82,246,248,3,23,N\A
8,2010/04/07,16039,0,137,87,14867,0,17,65,246,248,17,38,N\A
8,2010/04/15,16216,0,136,76,14827,0,21,105,246,248,8,148,N\A
8,2010/04/23,15831,65,135,62,14303,0,12,12,246,248,84,4,N\A
8,2010/05/01,0,2,255,255,14846,0,18,69,246,248,0,80,N\A
8,2010/05/09,15430,129,138,97,14789,0,14,27,246,248,145,132,N\A
8,2010/05/17,0,2,255,255,14885,0,20,94,246,248,0,69,N\A
8,2010/05/25,0,2,255,255,14709,0,16,46,246,248,0,13,N\A
8,2010/06/02,15266,65,134,50,0,2,255,255,246,248,168,0,N\A
8,2010/06/10,15270,0,135,63,14167,65,10,1,246,247,68,16,N\A
8,2010/06/18,15173,65,134,55,14686,0,18,75,246,247,35,71,N\A
8,2010/06/26,15135,0,137,77,14607,65,15,41,246,248,192,61,N\A
8,2010/07/04,15007,65,134,47,14642,0,18,70,246,248,32,3,N\A
8,2010/07/12,0,2,255,255,14692,0,16,54,246,248,0,12,N\A
8,2010/07/20,15179,65,134,47,14735,0,18,80,246,248,32,68,N\A
8,2010/07/28,14996,65,130,8,0,2,255,255,247,248,2,0,N\A
8,2010/08/05,14949,65,131,15,0,2,255,255,247,248,1,0,N\A
8,2010/08/13,15111,0,133,35,14798,0,17,68,246,248,64,136,N\A
8,2010/08/21,14980,65,135,68,14539,0,18,73,246,248,138,130,N\A
8,2010/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
8,2010/09/06,15110,65,136,77,0,2,255,255,246,248,8,0,N\A
8,2010/09/14,15046,65,136,72,14716,0,21,115,246,248,134,2,N\A
8,2010/09/22,15085,0,133,31,0,2,255,255,246,248,33,0,N\A
8,2010/09/30,15195,0,136,74,14706,65,14,41,246,248,85,25,N\A
8,2010/10/08,15094,65,133,43,14824,0,20,106,245,247,134,4,N\A
8,2010/10/16,15295,65,139,106,14793,0,17,65,246,248,133,41,N\A
8,2010/10/24,15505,65,135,58,14785,0,17,69,246,247,233,80,N\A
8,2010/11/01,15469,0,137,90,14616,65,17,63,246,248,4,9,N\A
8,2010/11/09,15678,65,133,45,14670,0,15,41,246,248,175,90,N\A
8,2010/11/17,15812,0,137,82,14568,65,16,60,246,248,135,175,N\A
8,2010/11/25,15977,0,135,65,14432,0,18,81,245,247,235,211,N\A
8,2010/12/03,15935,0,137,79,14451,0,15,52,246,248,247,191,N\A
8,2010/12/11,15914,0,134,56,14400,0,18,74,246,248,239,223,N\A
8,2010/12/19,15935,0,138,91,14434,0,15,52,246,248,245,191,N\A
8,2010/12/27,15900,0,132,32,14478,0,18,82,246,248,13,23,N\A
8,2011/01/01,16008,0,135,57,14475,0,15,51,246,248,189,250,N\A
8,2011/01/09,15723,0,133,47,14458,0,16,59,246,248,122,124,N\A
8,2011/01/17,15801,0,135,67,14443,0,16,62,246,248,191,254,N\A
8,2011/01/25,16151,0,136,69,14572,0,17,63,246,248,127,252,N\A
8,2011/02/02,16154,0,136,78,0,2,255,255,246,248,169,0,N\A
8,2011/02/10,16115,0,137,83,14724,65,18,87,246,248,86,161,N\A
8,2011/02/18,16192,0,136,80,14707,0,17,62,246,247,186,122,N\A
8,2011/02/26,16121,0,135,61,14816,0,17,70,246,248,123,176,N\A
8,2011/03/06,16230,65,135,57,0,2,255,255,246,248,165,0,N\A
8,2011/03/14,0,2,255,255,14817,0,19,96,246,248,0,160,N\A
8,2011/03/22,15929,0,136,74,14731,0,20,99,247,248,143,22,N\A
8,2011/03/30,15927,0,137,85,14664,0,18,70,246,247,22,24,N\A
8,2011/04/07,16061,0,137,87,14789,0,18,70,246,248,46,14,N\A
8,2011/04/15,16030,0,142,129,14857,0,15,44,247,248,1,17,N\A
8,2011/04/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
8,2011/05/01,15622,0,137,90,14612,0,22,121,246,248,80,8,N\A
8,2011/05/09,0,2,255,255,14737,0,23,126,246,248,0,4,N\A
8,2011/05/17,15631,0,140,118,14675,0,17,62,246,248,4,132,N\A
8,2011/05/25,15623,65,135,66,14884,0,15,41,246,248,161,10,N\A
8,2011/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
8,2011/06/10,15607,65,138,93,14785,0,15,41,246,248,130,10,N\A
8,2011/06/18,15652,65,133,34,0,2,255,255,246,248,2,0,N\A
8,2011/06/26,15361,65,133,35,14733,0,12,14,246,248,5,136,N\A
8,2011/07/04,15292,65,135,58,14766,0,20,106,246,248,24,32,N\A
8,2011/07/12,15204,65,135,66,14735,65,13,27,246,248,161,130,N\A
8,2011/07/20,15049,0,133,34,14750,0,15,44,246,248,2,17,N\A
8,2011/07/28,15053,65,138,93,0,2,255,255,246,248,43,0,N\A
8,2011/08/05,15043,65,138,97,14754,65,17,69,245,247,68,176,N\A
8,2011/08/13,14696,65,129,8,14705,0,12,11,246,248,16,32,N\A
8,2011/08/21,15113,65,137,89,0,2,255,255,246,248,80,0,N\A
8,2011/08/29,15335,65,135,61,0,2,255,255,247,249,128,0,N\A
8,2011/09/06,15087,65,139,108,14737,0,13,19,246,248,69,16,N\A
8,2011/09/14,14729,65,129,9,14818,65,19,96,246,248,16,64,N\A
8,2011/09/22,15088,65,135,64,14840,0,18,73,246,248,88,36,N\A
8,2011/09/30,15214,65,135,63,14763,0,19,78,246,248,159,12,N\A
8,2011/10/08,15187,0,136,69,14692,0,18,70,246,248,18,24,N\A
8,2011/10/16,15295,0,134,48,14775,0,19,88,246,248,29,82,N\A
8,2011/10/24,15486,65,133,46,14625,0,14,37,246,248,122,212,N\A
8,2011/11/01,15647,65,136,64,14722,0,17,63,246,248,135,252,N\A
8,2011/11/09,15781,65,138,92,14621,0,17,63,246,248,87,253,N\A
8,2011/11/17,15897,0,135,67,14559,65,14,38,246,248,191,234,N\A
8,2011/11/25,15763,0,135,60,14571,0,17,63,246,248,123,253,N\A
8,2011/12/03,15899,0,135,67,14502,0,16,62,246,248,191,254,N\A
8,2011/12/11,15753,0,135,58,14485,0,17,63,246,248,126,253,N\A
8,2011/12/19,15933,0,135,59,14429,0,18,72,246,248,183,126,N\A
8,2011/12/27,15849,0,137,80,14574,0,16,55,246,248,31,5,N\A
8,2012/01/01,15966,0,134,56,14518,0,18,74,246,248,251,247,N\A
8,2012/01/09,16001,0,137,79,14492,0,15,51,246,248,253,239,N\A
8,2012/01/17,15921,0,134,49,14332,0,16,65,246,248,203,7,N\A
8,2012/01/25,16042,0,137,79,14569,65,15,51,246,248,253,239,N\A
8,2012/02/02,15891,0,135,61,14623,65,16,65,246,248,202,7,N\A
8,2012/02/10,15825,0,137,83,14621,65,17,60,246,248,109,224,N\A
8,2012/02/18,15819,0,135,65,14609,0,17,71,246,248,211,147,N\A
8,2012/02/26,15923,0,136,73,14636,0,14,34,246,248,221,167,N\A
8,2012/03/05,15739,0,136,73,14602,0,21,114,246,248,216,128,N\A
8,2012/03/13,16089,0,137,79,14600,65,16,55,246,248,29,230,N\A
8,2012/03/21,15913,0,133,45,14805,0,17,69,246,248,138,20,N\A
8,2012/03/29,15804,0,135,62,0,2,255,255,246,248,4,0,N\A
8,2012/04/06,15787,0,133,40,14703,0,17,72,246,248,3,38,N\A
8,2012/04/14,15838,65,138,94,14728,0,13,21,246,248,164,36,N\A
8,2012/04/22,15681,0,132,35,14827,0,20,106,246,248,35,37,N\A
8,2012/04/30,0,2,255,255,14741,0,15,43,246,248,0,168,N\A
8,2012/05/08,15950,129,132,24,14655,0,20,96,246,248,32,49,N\A
8,2012/05/16,15390,65,138,94,14813,0,15,43,246,248,164,168,N\A
8,2012/05/24,15736,0,134,47,0,2,255,255,246,248,8,0,N\A
8,2012/06/01,15354,65,137,90,14728,0,21,109,246,248,1,66,N\A
8,2012/06/09,15137,0,135,62,14731,0,19,95,246,248,10,5,N\A
8,2012/06/17,0,2,255,255,14804,0,13,19,246,248,0,128,N\A
8,2012/06/25,0,2,255,255,14707,0,19,78,246,248,0,96,N\A
8,2012/07/03,15069,0,136,69,0,2,255,255,246,248,144,0,N\A
8,2012/07/11,15182,65,132,29,14722,0,14,29,246,248,136,64,N\A
8,2012/07/19,15117,65,135,62,14649,65,10,0,246,248,4,4,N\A
8,2012/07/27,14977,65,132,24,14839,0,16,54,246,248,32,16,N\A
8,2012/08/04,0,2,255,255,14636,65,16,61,247,248,0,68,N\A
8,2012/08/12,15011,65,136,68,14664,65,11,5,246,248,96,2,N\A
8,2012/08/20,14959,65,137,85,14781,0,15,49,246,248,133,139,N\A
8,2012/08/28,14909,0,135,64,14772,65,20,106,246,248,17,1,N\A
8,2012/09/05,15078,65,135,60,14723,0,13,20,246,248,92,36,N\A
8,2012/09/13,15326,65,136,76,0,2,255,255,247,248,2,0,N\A
8,2012/09/21,15045,65,137,84,14806,0,16,54,246,248,176,40,N\A
8,2012/09/29,15058,65,132,28,14722,0,18,71,245,247,163,192,N\A
8,2012/10/07,15170,65,137,84,14762,0,17,60,246,248,157,224,N\A
8,2012/10/15,15375,65,132,28,14727,65,14,29,246,248,136,64,N\A
8,2012/10/23,15342,65,137,84,14757,0,15,48,246,248,133,6,N\A
8,2012/10/31,15339,65,133,45,14672,0,16,62,246,248,235,23,N\A
8,2012/11/08,15648,0,134,48,14722,0,13,29,246,248,20,140,N\A
8,2012/11/16,15716,0,135,64,14657,0,17,70,246,248,154,103,N\A
8,2012/11/24,15675,0,137,79,14732,65,14,30,246,248,253,160,N\A
8,2012/12/02,15723,0,135,65,14460,65,19,81,246,248,250,240,N\A
8,2012/12/10,15853,0,137,82,14510,0,15,49,246,248,181,231,N\A
8,2012/12/18,15794,0,134,54,14452,0,19,87,246,247,249,241,N\A
8,2012/12/26,15889,0,137,87,14496,0,16,55,246,248,61,43,N\A
8,2013/01/01,15907,0,135,58,14324,0,18,74,246,248,207,223,N\A
8,2013/01/09,15969,0,138,91,14464,0,19,94,246,248,245,42,N\A
8,2013/01/17,15961,0,135,58,14470,0,16,61,246,248,207,79,N\A
8,2013/01/25,15968,0,137,85,14493,65,17,61,246,248,117,131,N\A
8,2013/02/02,15861,0,133,45,14509,0,17,65,246,248,175,95,N\A
8,2013/02/10,16265,0,136,72,14575,0,17,63,246,248,119,163,N\A
8,2013/02/18,16176,0,136,66,14593,0,18,81,246,248,195,211,N\A
8,2013/02/26,16267,0,135,61,14782,0,17,61,246,248,87,131,N\A
8,2013/03/06,16159,65,133,36,14812,0,19,90,246,248,45,141,N\A
8,2013/03/14,16293,0,137,81,14858,0,17,68,245,247,196,136,N\A
8,2013/03/22,16372,0,135,63,0,2,255,255,246,248,130,0,N\A
8,2013/03/30,16449,0,135,69,14889,0,17,64,246,248,23,6,N\A
8,2013/04/07,15945,0,135,64,14810,0,17,64,246,248,130,6,N\A
8,2013/04/15,16404,0,133,35,14913,0,17,70,246,248,64,32,N\A
8,2013/04/23,16148,0,134,48,14757,0,21,106,246,248,32,144,N\A
8,2013/05/01,15839,0,133,36,14887,0,14,27,245,247,18,132,N\A
8,2013/05/09,15988,0,136,75,14853,0,16,54,246,248,42,94,N\A
8,2013/05/17,15601,65,138,90,14882,0,16,55,246,248,144,137,N\A
8,2013/05/25,15115,65,133,36,14630,0,21,105,246,248,160,144,N\A
8,2013/06/02,15079,0,135,61,14743,0,15,41,246,248,19,36,N\A
8,2013/06/10,15591,0,134,61,14741,0,17,65,246,248,14,95,N\A
8,2013/06/18,15322,65,133,35,14867,0,18,83,246,248,18,40,N\A
8,2013/06/26,15266,65,135,62,14549,0,23,126,246,248,40,128,N\A
8,2013/07/04,15193,0,136,73,14736,0,14,29,246,247,65,1,N\A
8,2013/07/12,15177,65,135,63,14768,0,19,84,246,248,170,150,N\A
8,2013/07/20,15091,65,140,115,14663,65,17,70,246,248,129,26,N\A
8,2013/07/28,0,2,255,255,14790,65,19,86,246,248,0,81,N\A
8,2013/08/05,15095,65,133,35,14802,0,15,40,246,248,64,128,N\A
8,2013/08/13,0,2,255,255,14741,65,20,106,246,248,0,4,N\A
8,2013/08/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
8,2013/08/29,0,2,255,255,14778,65,16,54,246,248,0,64,N\A
8,2013/09/06,15201,65,137,90,14537,65,10,0,246,248,4,16,N\A
8,2013/09/14,15105,65,135,63,14761,65,18,73,246,248,170,204,N\A
8,2013/09/22,15179,65,139,111,14786,0,17,71,246,248,1,35,N\A
8,2013/09/30,15289,0,136,67,14745,0,20,101,246,248,195,193,N\A
8,2013/10/08,15312,0,137,76,14763,0,16,49,246,248,192,33,N\A
8,2013/10/16,15688,0,134,47,14713,0,16,56,246,248,32,91,N\A
8,2013/10/24,15581,65,136,69,14791,0,16,51,246,248,115,45,N\A
8,2013/11/01,15693,0,134,49,14589,0,16,54,246,248,237,94,N\A
8,2013/11/09,15809,0,136,74,14704,0,16,54,246,248,119,63,N\A
8,2013/11/17,15755,0,137,89,14663,65,15,46,246,248,106,24,N\A
8,2013/11/25,15876,0,137,80,14631,0,16,59,246,248,247,187,N\A
8,2013/12/03,15896,0,134,50,14484,0,17,67,246,248,237,89,N\A
8,2013/12/11,15779,0,133,45,14496,0,18,71,246,248,70,139,N\A
8,2013/12/19,15827,0,135,60,14436,0,18,74,246,248,230,223,N\A
8,2013/12/27,15980,0,135,68,14525,0,15,51,246,248,23,31,N\A
8,2014/01/01,15896,0,133,43,14544,65,18,86,246,248,74,161,N\A
8,2014/01/09,16053,0,135,67,14490,0,16,61,246,248,191,254,N\A
8,2014/01/17,15578,65,136,78,14520,65,16,55,246,248,49,101,N\A
8,2014/01/25,16057,0,135,57,14506,0,18,71,246,248,189,60,N\A
8,2014/02/02,15928,0,136,68,14655,0,18,79,246,248,127,232,N\A
8,2014/02/10,15998,0,134,57,14622,0,17,61,246,248,61,122,N\A
8,2014/02/18,15955,0,135,59,14635,0,17,63,246,248,126,252,N\A
8,2014/02/26,16142,0,135,66,14529,0,15,50,246,248,179,248,N\A
8,2014/03/06,16158,0,138,91,14566,0,17,64,246,248,29,49,N\A
8,2014/03/14,16087,0,132,32,14836,0,19,96,246,248,148,64,N\A
8,2014/03/22,16095,65,136,74,14731,0,17,69,247,248,73,1,N\A
8,2014/03/30,16196,0,138,101,14824,0,18,80,246,248,40,88,N\A
8,2014/04/07,16318,65,138,102,14896,0,17,64,246,248,16,121,N\A
8,2014/04/15,15950,65,136,71,14894,0,15,44,246,248,39,174,N\A
8,2014/04/23,15880,65,140,118,14824,65,20,106,246,248,4,32,N\A
8,2014/05/01,0,2,255,255,14867,0,16,54,245,247,0,2,N\A
8,2014/05/09,0,2,255,255,14819,65,13,19,245,247,0,16,N\A
8,2014/05/17,15798,0,134,54,0,2,255,255,246,248,176,0,N\A
8,2014/05/25,16140,65,136,77,14864,0,17,69,246,248,64,177,N\A
8,2014/06/02,15366,65,135,62,14753,0,15,50,245,247,128,194,N\A
8,2014/06/10,15459,0,136,71,14589,0,20,106,246,248,82,32,N\A
8,2014/06/18,15294,0,134,43,14543,0,19,84,245,247,132,76,N\A
8,2014/06/26,15348,65,136,71,14766,0,19,88,246,248,82,33,N\A
8,2014/07/04,15199,0,133,43,14624,0,15,42,246,248,53,172,N\A
8,2014/07/12,0,2,255,255,14629,0,19,88,246,248,0,33,N\A
8,2014/07/20,15437,65,135,62,14822,0,16,54,246,248,128,2,N\A
8,2014/07/28,15007,0,131,15,14881,65,17,69,246,248,8,1,N\A
8,2014/08/05,15168,65,133,36,14690,0,10,0,246,248,5,128,N\A
8,2014/08/13,0,2,255,255,14768,65,15,40,246,248,0,4,N\A
8,2014/08/21,15094,65,135,61,14743,0,14,42,246,248,152,176,N\A
8,2014/08/29,15183,65,135,56,14907,0,17,69,246,248,66,1,N\A
No data
No data
9,2002/07/04,16105,81,133,48,0,2,255,255,243,245,2,0,N\A
9,2002/07/12,0,2,255,255,14581,81,10,99,243,245,0,82,N\A
9,2002/07/20,15864,65,135,77,14729,65,11,2,244,246,8,4,N\A
9,2002/07/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
9,2002/08/05,16064,81,133,48,14791,81,14,23,243,245,4,16,N\A
9,2002/08/13,0,2,255,255,14733,65,12,67,244,246,0,82,N\A
9,2002/08/21,15879,65,130,14,14716,0,14,32,243,245,132,140,N\A
9,2002/08/29,16066,0,133,52,14773,17,17,60,243,245,67,68,N\A
9,2002/09/06,0,2,255,255,14792,17,15,49,243,245,0,38,N\A
9,2002/09/14,16165,17,135,76,14700,0,17,73,243,245,20,20,N\A
9,2002/09/22,16300,81,132,45,14746,81,16,113,243,245,143,131,N\A
9,2002/09/30,16132,0,131,23,14555,17,11,108,243,245,66,70,N\A
9,2002/10/08,16184,17,133,58,14806,0,14,39,243,245,46,7,N\A
9,2002/10/16,16054,17,136,87,14647,0,17,73,243,245,183,86,N\A
9,2002/10/24,16049,17,136,90,14597,0,15,51,243,245,10,6,N\A
9,2002/11/01,15990,0,136,79,14719,0,15,46,243,245,247,80,N\A
9,2002/11/09,16068,17,133,56,14595,0,13,59,243,245,239,175,N\A
9,2002/11/17,16011,0,136,79,14567,17,16,61,243,245,247,68,N\A
9,2002/11/25,15907,17,132,45,14222,81,20,99,243,245,143,136,N\A
9,2002/12/03,15970,0,135,74,14437,65,12,94,243,245,246,80,N\A
9,2002/12/11,15825,0,133,57,14296,0,12,77,243,245,239,175,N\A
9,2002/12/19,15660,17,135,70,14016,17,16,96,243,245,255,86,N\A
9,2002/12/27,15691,17,133,50,14032,0,13,73,243,245,15,15,N\A
9,2003/01/01,15802,17,134,67,14123,17,12,85,243,245,191,181,N\A
9,2003/01/09,16025,0,135,69,14364,65,11,87,244,245,127,58,N\A
9,2003/01/17,15919,17,134,59,14210,0,14,85,243,245,255,149,N\A
9,2003/01/25,16002,0,135,69,14346,65,21,101,244,246,127,66,N\A
9,2003/02/02,15769,0,134,66,14278,17,15,52,243,245,250,176,N\A
9,2003/02/10,15976,0,135,69,14273,0,14,81,243,245,127,106,N\A
9,2003/02/18,16040,17,133,52,14397,65,16,60,244,245,247,128,N\A
9,2003/02/26,16158,17,134,58,14600,17,19,100,243,245,90,16,N\A
9,2003/03/06,16015,17,134,59,14614,65,16,56,244,246,60,36,N\A
9,2003/03/14,15969,0,136,79,14293,65,18,75,243,245,95,10,N\A
9,2003/03/22,16177,0,134,67,14366,0,13,116,243,245,173,20,N\A
9,2003/03/30,16376,17,135,69,14516,65,16,56,244,246,127,90,N\A
9,2003/04/07,16283,17,134,60,14741,0,12,85,244,246,183,181,N\A
9,2003/04/15,16355,0,135,68,14521,17,18,84,243,245,63,122,N\A
9,2003/04/23,16365,17,134,61,14341,65,8,92,243,245,230,21,N\A
9,2003/05/01,16367,17,135,69,14464,81,15,53,243,245,127,114,N\A
9,2003/05/09,16506,0,134,69,14604,0,13,67,243,245,238,53,N\A
9,2003/05/17,16367,0,136,75,14741,0,13,114,244,245,15,18,N\A
9,2003/05/25,16226,65,133,49,14921,17,15,52,242,244,1,37,N\A
9,2003/06/02,15725,65,137,102,14802,17,17,67,243,245,16,18,N\A
9,2003/06/10,15971,81,135,77,14552,0,13,70,243,245,59,180,N\A
9,2003/06/18,16195,17,132,35,14923,0,14,33,244,246,2,2,N\A
9,2003/06/26,15681,0,133,48,14857,17,17,67,242,244,1,33,N\A
9,2003/07/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
9,2003/07/12,15814,81,132,40,14769,0,19,99,243,245,145,48,N\A
9,2003/07/20,15703,81,136,90,14674,0,17,67,244,246,80,18,N\A
9,2003/07/28,15577,17,134,62,14747,65,13,27,242,244,128,17,N\A
9,2003/08/05,15634,65,135,76,0,2,255,255,243,245,64,0,N\A
9,2003/08/13,15241,81,133,44,14754,65,16,56,243,245,133,164,N\A
9,2003/08/21,15124,65,138,110,0,2,255,255,243,245,20,0,N\A
9,2003/08/29,15104,81,137,94,14649,81,22,123,243,245,130,4,N\A
9,2003/09/06,15462,17,138,103,14792,81,20,101,243,245,81,82,N\A
9,2003/09/14,15782,65,134,70,14792,0,15,45,243,245,56,181,N\A
9,2003/09/22,15565,81,136,89,14773,0,14,81,243,245,93,90,N\A
9,2003/09/30,15926,17,133,57,14776,17,15,107,243,245,61,52,N\A
9,2003/10/08,15906,0,133,61,14724,81,17,77,243,245,112,50,N\A
9,2003/10/16,16021,17,134,63,14829,0,16,59,243,245,159,21,N\A
9,2003/10/24,15864,0,135,69,14673,0,14,45,244,245,127,122,N\A
9,2003/11/01,16020,0,134,67,14745,0,12,85,243,245,191,181,N\A
9,2003/11/09,15744,0,135,69,14511,65,14,39,243,245,127,96,N\A
9,2003/11/17,15906,17,134,60,14556,0,16,65,243,245,255,161,N\A
9,2003/11/25,15843,17,135,70,14369,17,13,66,243,245,127,122,N\A
9,2003/12/03,15608,17,134,60,14258,0,13,66,243,245,255,181,N\A
9,2003/12/11,15921,17,135,70,14497,65,13,66,243,245,127,122,N\A
9,2003/12/19,15661,0,133,55,14324,81,12,86,243,245,223,181,N\A
9,2003/12/27,15662,17,136,81,14379,65,11,115,243,245,31,26,N\A
9,2004/01/01,15982,17,133,56,14323,65,12,62,243,245,59,43,N\A
9,2004/01/09,15519,17,135,72,14224,65,17,108,243,245,238,209,N\A
9,2004/01/17,15791,17,133,57,14250,0,11,45,244,245,251,169,N\A
9,2004/01/25,15778,0,135,75,14225,65,14,83,243,245,125,209,N\A
9,2004/02/02,15643,0,133,55,14143,17,17,71,243,245,234,171,N\A
9,2004/02/10,15865,0,134,62,14369,17,15,78,243,245,223,213,N\A
9,2004/02/18,15947,17,133,58,14355,0,15,89,244,246,251,170,N\A
9,2004/02/26,16237,17,134,65,14556,17,17,99,243,245,127,213,N\A
9,2004/03/05,15828,0,132,40,14541,0,12,51,243,245,233,171,N\A
9,2004/03/13,15947,0,135,73,14384,65,16,98,244,246,241,85,N\A
9,2004/03/21,16220,17,132,46,14577,65,14,92,243,245,235,168,N\A
9,2004/03/29,16418,17,136,87,14515,0,14,92,243,245,61,21,N\A
9,2004/04/06,16276,0,132,45,14645,81,11,71,243,245,235,171,N\A
9,2004/04/14,16521,17,136,79,14630,0,12,98,243,245,253,85,N\A
9,2004/04/22,16315,17,134,66,14588,0,11,71,243,245,250,171,N\A
9,2004/04/30,16470,17,135,70,14601,17,14,99,243,245,255,213,N\A
9,2004/05/08,16341,0,131,35,14804,0,12,51,243,245,139,171,N\A
9,2004/05/16,16282,17,132,48,14737,0,14,99,243,245,23,213,N\A
9,2004/05/24,16239,17,132,44,14759,17,11,71,243,245,11,171,N\A
9,2004/06/01,16059,65,136,88,14784,65,14,73,243,245,61,85,N\A
9,2004/06/09,16170,65,135,76,14740,0,10,53,244,246,50,137,N\A
9,2004/06/17,16341,81,136,91,14903,17,18,75,242,244,1,5,N\A
9,2004/06/25,16064,65,135,71,14911,17,18,75,243,245,98,2,N\A
9,2004/07/03,15862,65,137,95,14764,0,20,95,243,245,164,129,N\A
9,2004/07/11,15684,81,130,15,14748,0,13,27,244,246,33,163,N\A
9,2004/07/19,15720,17,134,63,14425,65,18,74,243,245,21,5,N\A
9,2004/07/27,16075,17,135,77,14672,81,12,18,243,245,2,137,N\A
9,2004/08/04,15760,65,133,49,14756,0,14,33,243,245,20,16,N\A
9,2004/08/12,15915,17,135,77,0,2,255,255,242,244,2,0,N\A
9,2004/08/20,15717,65,136,82,14713,65,14,92,243,245,249,196,N\A
9,2004/08/28,15705,17,133,51,14507,65,11,8,243,245,34,128,N\A
9,2004/09/05,15871,81,132,38,14699,0,16,49,244,246,84,208,N\A
9,2004/09/13,16121,65,133,48,14490,0,16,57,243,245,8,41,N\A
9,2004/09/21,16067,17,134,61,14807,0,20,98,243,245,213,213,N\A
9,2004/09/29,15848,65,136,80,14779,65,23,123,244,246,210,32,N\A
9,2004/10/07,15956,0,136,77,14740,17,19,82,243,245,252,133,N\A
9,2004/10/15,15974,65,133,48,14701,65,11,71,243,245,187,171,N\A
9,2004/10/23,15996,0,136,77,14711,0,17,98,243,245,252,85,N\A
9,2004/10/31,16083,0,133,57,14560,81,13,76,243,245,251,138,N\A
9,2004/11/08,16118,0,136,86,14523,17,17,101,243,245,237,212,N\A
9,2004/11/16,15938,17,133,56,14494,0,15,50,244,245,251,171,N\A
9,2004/11/24,15779,17,136,79,14360,17,15,49,243,245,253,208,N\A
9,2004/12/02,15868,0,133,57,14370,0,10,77,244,246,251,163,N\A
9,2004/12/10,15869,0,136,84,14236,0,14,99,243,245,175,213,N\A
9,2004/12/18,15663,17,133,57,14182,65,10,102,243,245,251,162,N\A
9,2004/12/26,15606,17,135,73,14183,0,18,88,243,245,63,1,N\A
9,2005/01/01,15654,0,134,58,14222,17,14,60,243,245,207,175,N\A
9,2005/01/09,15662,17,136,87,13944,0,10,108,243,245,244,70,N\A
9,2005/01/17,15611,0,134,55,14062,65,14,97,244,246,193,11,N\A
9,2005/01/25,16012,17,135,70,14151,0,12,96,243,245,255,86,N\A
9,2005/02/02,15834,17,133,57,14436,0,16,61,243,245,239,175,N\A
9,2005/02/10,15954,17,135,73,14283,65,14,34,243,245,119,18,N\A
9,2005/02/18,16327,0,133,57,14598,0,12,62,244,246,239,172,N\A
9,2005/02/26,16383,17,135,73,14509,81,15,52,243,245,54,22,N\A
9,2005/03/06,16302,17,133,50,14468,17,15,48,243,245,15,47,N\A
9,2005/03/14,15823,0,135,76,14244,65,10,68,244,245,249,66,N\A
9,2005/03/22,16208,17,133,48,0,2,255,255,243,245,163,0,N\A
9,2005/03/30,16377,17,136,83,14598,0,15,48,243,245,135,86,N\A
9,2005/04/07,16311,0,134,66,14544,0,11,78,243,245,235,167,N\A
9,2005/04/15,16559,0,134,64,14616,0,9,99,243,245,124,82,N\A
9,2005/04/23,16491,17,136,75,14407,81,17,69,243,245,192,174,N\A
9,2005/05/01,16257,17,135,71,14212,81,23,128,243,245,215,64,N\A
