1,34.80833,-98.02325,9,5,2283,1246
1,2013/09/06,988,2902,481,877,3670,3194,1970,1073741824,3354,1105,-4890,72,251,2013/09/08
1,2013/09/14,855,3633,442,884,4217,2938,1557,1073741824,4106,5461,-4647,72,264,2013/09/21
1,2013/09/22,775,3024,317,730,3440,2782,1566,1073741824,3860,1114,-5391,72,267,2013/09/24
1,2013/09/30,849,2532,339,746,3446,2795,1709,1073741824,4047,96,12772,72,274,2013/10/01
1,2013/10/08,919,2740,407,800,3703,2953,1831,1073741824,4403,1160,-5876,72,283,2013/10/10
1,2013/10/16,665,2434,281,621,3106,2322,1362,1073741824,4599,61,7121,72,290,2013/10/17
1,2013/10/24,591,2388,317,440,2933,2534,1277,1073741824,4794,5454,11003,136,300,2013/10/27
1,2013/11/01,863,2055,345,653,3020,2727,2028,1073741824,5118,87,6964,72,306,2013/11/02
1,2013/11/09,990,2185,477,781,3178,2931,2081,1073741824,5413,1161,-6088,72,315,2013/11/11
1,2013/11/17,1123,2228,409,792,3239,3409,2411,1073741824,5558,71,13039,72,322,2013/11/18
1,2013/11/25,971,1904,362,697,2729,2771,1696,1073741824,5786,1142,-6369,72,331,2013/11/27
1,2013/12/03,1573,3033,800,1211,4156,4341,2600,1073741824,6169,5962,-5959,74,337,2013/12/03
1,2013/12/11,1059,1920,545,840,2700,2677,1433,1073741824,6014,1133,-6164,72,347,2013/12/13
1,2013/12/19,1512,2910,691,1121,3955,4005,2319,1073741824,6316,5450,-5825,74,360,2013/12/26
1,2013/12/27,1034,1960,421,726,2727,2932,1836,1073741824,5991,1352,11741,72,361,2013/12/27
2,2012/01/01,908,2059,421,769,2695,2843,1725,1073741824,6058,1241,-5952,72,2,2012/01/02
2,2012/01/09,836,1939,390,691,2911,2317,1357,1073741824,6031,2390,-5831,72,11,2012/01/11
2,2012/01/17,944,1938,486,786,2665,2826,1727,1073741824,5885,1270,-5496,72,18,2012/01/18
2,2012/01/25,862,1880,441,697,2741,2694,1832,1073741824,5455,3283,12058,136,30,2012/01/30
2,2012/02/02,805,1873,408,663,2399,2401,1532,1073741824,5225,4129,12086,136,37,2012/02/06
2,2012/02/10,3772,4235,3716,3839,4843,3417,2317,1073741824,5012,1200,12221,1801,48,2012/02/17
2,2012/02/18,797,2040,412,711,2582,2360,1373,1073741824,5056,1250,-5268,72,50,2012/02/19
2,2012/02/26,794,2139,383,713,2902,2604,1696,1073741824,4752,15,-1790,72,57,2012/02/26
2,2012/03/05,1240,2509,1106,1248,3178,2493,1516,1073741824,4091,4167,12351,1544,69,2012/03/09
2,2012/03/13,1008,2262,507,887,2930,2839,1760,1073741824,4149,70,1389,72,73,2012/03/13
