1,No Data
2,No Data
3,No Data
4,No Data
5,No Data
6,No Data
7,No Data
8,No Data
9,No Data
10,No Data
11,No Data
id,Date,Daily daytime 1km grid Land-surface Temperature,Quality control for daytime LST and emissivity,Time of daytime Land-surface Temperature observation,View zenith angle of daytime Land-surface Temperature,Daily nighttime 1km grid Land-surface Temperature,Quality control for nighttime LST and emissivity,Time of nighttime Land-surface Temperature observation,View zenith angle of nighttime Land-surface Temperature,Band 31 emissivity,Band 32 emissivity,day clear-sky coverage,night clear-sky coverage,actual_date
1,2003/08/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/08/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/08/19,0,2,255,255,15062,81,217,18,240,243,0,3226,N\A
1,2003/08/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/08/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/08/22,15400,81,112,105,15075,81,222,71,240,243,1999,1971,N\A
1,2003/08/23,15563,81,103,12,0,2,255,255,240,243,2000,0,N\A
1,2003/08/24,15684,17,110,86,15033,145,220,45,240,243,2000,683,N\A
1,2003/08/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/08/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/08/27,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/08/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/08/30,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/08/31,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/02,0,2,255,255,15016,81,219,34,240,243,0,2614,N\A
1,2003/09/03,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/04,15480,81,107,48,0,2,255,255,240,243,1959,0,N\A
1,2003/09/05,0,2,255,255,15018,17,224,94,240,243,0,2000,N\A
1,2003/09/06,15426,145,105,27,15001,81,215,6,240,243,2000,3999,N\A
1,2003/09/07,15504,81,112,105,0,2,255,255,240,243,2000,0,N\A
1,2003/09/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/12,0,2,255,255,14753,81,225,103,240,243,0,4000,N\A
1,2003/09/13,15401,81,106,36,0,2,255,255,240,243,1867,0,N\A
1,2003/09/14,0,2,255,255,14947,81,223,83,240,243,0,2000,N\A
1,2003/09/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/16,0,2,255,255,14980,145,221,58,240,243,0,1647,N\A
1,2003/09/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/24,15223,81,103,12,14696,145,229,128,240,243,1944,1998,N\A
1,2003/09/25,0,2,255,255,14728,17,220,46,240,243,0,1945,N\A
1,2003/09/26,15161,145,101,2,0,2,255,255,240,243,2218,0,N\A
1,2003/09/27,15406,81,108,61,14808,17,218,25,240,243,1974,2000,N\A
1,2003/09/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/09/30,0,2,255,255,14815,145,223,83,240,243,0,259,N\A
1,2003/10/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/10/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/10/03,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/10/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/10/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/10/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/10/07,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/10/08,15100,81,105,27,14429,81,215,6,240,243,3108,3808,N\A
1,2003/10/09,0,2,255,255,14755,17,222,71,240,243,0,1983,N\A
1,2003/10/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/10/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/10/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/10/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/10/14,0,2,255,255,14359,81,225,104,240,243,0,2000,N\A
1,2003/10/15,14816,81,106,37,14344,81,216,12,240,243,2000,1977,N\A
1,2003/10/16,0,2,255,255,14443,81,223,84,240,243,0,2000,N\A
1,2003/10/17,0,2,255,255,14438,81,214,2,240,243,0,3989,N\A
1,2003/10/18,0,2,255,255,14540,81,221,58,240,243,0,1944,N\A
1,2003/10/19,0,2,255,255,14341,81,228,123,240,243,0,2843,N\A
1,2003/10/20,0,2,255,255,14482,81,219,35,240,243,0,2214,N\A
1,2003/10/21,0,2,255,255,14475,81,226,112,240,243,0,2000,N\A
1,2003/10/22,14951,81,107,49,14425,81,217,18,240,243,614,2259,N\A
1,2003/10/23,0,2,255,255,14315,81,224,95,240,243,0,2000,N\A
1,2003/10/24,0,2,255,255,14368,81,215,6,240,243,0,4000,N\A
1,2003/10/25,0,2,255,255,14435,81,222,71,240,243,0,2000,N\A
1,2003/10/26,0,2,255,255,14439,81,229,128,240,243,0,4000,N\A
1,2003/10/27,15013,81,110,86,14579,81,220,46,240,243,2204,1989,N\A
1,2003/10/28,0,2,255,255,14409,81,227,118,240,243,0,3963,N\A
1,2003/10/29,15017,81,108,61,0,2,255,255,240,243,2000,0,N\A
1,2003/10/30,0,2,255,255,14468,81,225,104,240,243,0,3990,N\A
1,2003/10/31,0,2,255,255,14513,81,216,11,240,243,0,2738,N\A
1,2003/11/01,14978,81,113,113,14575,17,223,83,240,243,292,2000,N\A
1,2003/11/02,15027,81,104,19,14592,81,214,2,240,243,365,2000,N\A
1,2003/11/03,0,2,255,255,14388,81,221,58,240,243,0,1973,N\A
1,2003/11/04,14867,145,102,7,14116,81,228,124,240,243,157,2000,N\A
1,2003/11/05,0,2,255,255,14560,81,219,35,240,243,0,2000,N\A
1,2003/11/06,0,2,255,255,14582,81,226,112,240,243,0,2000,N\A
1,2003/11/07,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/12,0,2,255,255,14060,81,220,47,240,243,0,2000,N\A
1,2003/11/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/14,0,2,255,255,14453,81,218,26,240,243,0,1870,N\A
1,2003/11/15,0,2,255,255,14320,81,225,105,240,243,0,2197,N\A
1,2003/11/16,14669,81,106,38,14219,81,216,12,240,243,852,2626,N\A
1,2003/11/17,0,2,255,255,14334,81,223,85,240,243,0,1972,N\A
1,2003/11/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/22,0,2,255,255,14066,81,226,113,240,243,0,2000,N\A
1,2003/11/23,14552,81,107,50,14203,81,217,19,240,243,1614,1988,N\A
1,2003/11/24,0,2,255,255,14323,81,224,96,240,243,0,2000,N\A
1,2003/11/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/27,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/11/30,0,2,255,255,14027,81,218,27,240,243,0,1992,N\A
1,2003/12/01,0,2,255,255,14042,81,225,105,240,243,0,1966,N\A
1,2003/12/04,0,2,255,255,14245,81,214,2,240,243,0,2064,N\A
1,2003/12/06,0,2,255,255,13920,81,228,124,240,243,0,3474,N\A
1,2003/12/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/12/13,0,2,255,255,13738,81,230,129,240,243,0,4000,N\A
1,2003/12/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/12/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/12/26,13966,81,114,120,13764,17,224,96,240,243,189,2000,N\A
1,2003/12/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2003/12/31,0,2,255,255,13841,81,227,119,240,243,0,3981,N\A
1,2004/01/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/03,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/07,14098,81,102,7,0,2,255,255,240,243,292,0,N\A
1,2004/01/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/11,0,2,255,255,13815,81,224,96,240,243,0,1963,N\A
1,2004/01/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/23,0,2,255,255,13653,81,228,124,240,243,0,3704,N\A
1,2004/01/24,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/01/27,0,2,255,255,13677,81,224,95,240,243,0,2000,N\A
1,2004/01/28,0,2,255,255,13705,81,215,7,240,243,0,3987,N\A
1,2004/01/29,0,2,255,255,13854,145,222,72,240,243,0,1984,N\A
1,2004/01/30,0,2,255,255,13722,145,229,128,240,243,0,3987,N\A
1,2004/01/31,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/02/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/02/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/02/03,0,2,255,255,13768,81,225,105,240,243,0,2000,N\A
1,2004/02/04,0,2,255,255,13752,81,216,12,240,243,0,4000,N\A
1,2004/02/05,0,2,255,255,13734,81,223,84,240,243,0,464,N\A
1,2004/02/06,0,2,255,255,13693,81,214,2,240,243,0,4000,N\A
1,2004/02/07,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/02/08,0,2,255,255,13729,81,228,124,240,243,0,4000,N\A
1,2004/02/09,0,2,255,255,13921,81,219,36,240,243,0,1963,N\A
1,2004/02/10,14272,145,116,128,0,2,255,255,240,243,144,0,N\A
1,2004/02/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/02/12,14470,81,114,119,14034,81,224,95,240,243,175,2000,N\A
1,2004/02/13,0,2,255,255,14116,81,215,7,240,243,0,3784,N\A
1,2004/02/14,0,2,255,255,13954,81,222,72,240,243,0,2000,N\A
1,2004/02/15,0,2,255,255,13952,81,229,128,240,243,0,4000,N\A
1,2004/02/16,0,2,255,255,14151,17,220,47,240,243,0,2000,N\A
1,2004/02/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/02/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/02/20,0,2,255,255,14406,81,216,12,240,243,0,2000,N\A
1,2004/02/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/02/22,0,2,255,255,13913,81,214,2,240,243,0,4000,N\A
1,2004/02/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/02/24,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/02/25,0,2,255,255,14031,17,219,35,240,243,0,2584,N\A
1,2004/02/26,0,2,255,255,14036,81,226,112,240,243,0,4000,N\A
1,2004/02/27,0,2,255,255,14102,81,217,18,240,243,0,2031,N\A
1,2004/02/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/02/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/03,0,2,255,255,13816,17,220,46,240,243,0,2844,N\A
1,2004/03/04,0,2,255,255,13912,81,227,118,240,243,0,4000,N\A
1,2004/03/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/07,14516,145,106,38,13679,81,216,12,240,243,543,2061,N\A
1,2004/03/08,0,2,255,255,14075,81,223,84,240,243,0,2000,N\A
1,2004/03/09,0,2,255,255,14238,81,214,2,240,243,0,3988,N\A
1,2004/03/10,14980,145,111,97,14310,81,221,58,240,243,370,1963,N\A
1,2004/03/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/14,0,2,255,255,14207,81,217,18,240,243,0,2000,N\A
1,2004/03/15,0,2,255,255,14278,81,224,95,240,243,0,1980,N\A
1,2004/03/16,0,2,255,255,14460,81,215,6,240,243,0,3986,N\A
1,2004/03/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/24,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/25,0,2,255,255,13696,81,214,2,240,243,0,2270,N\A
1,2004/03/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/27,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/03/30,0,2,255,255,14116,17,217,18,240,243,0,2000,N\A
1,2004/03/31,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/01,0,2,255,255,14114,81,215,6,240,243,0,4000,N\A
1,2004/04/02,0,2,255,255,14267,17,222,71,240,243,0,1977,N\A
1,2004/04/03,0,2,255,255,13932,81,229,128,240,243,0,4000,N\A
1,2004/04/04,14727,81,110,86,14117,81,220,45,240,243,3228,2000,N\A
1,2004/04/05,0,2,255,255,14236,81,227,118,240,243,0,2000,N\A
1,2004/04/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/07,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/08,14822,145,106,37,14208,81,216,11,240,243,1585,2000,N\A
1,2004/04/09,0,2,255,255,14181,145,223,83,240,243,0,2000,N\A
1,2004/04/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/14,14652,81,116,128,14210,145,226,111,240,243,593,3978,N\A
1,2004/04/15,0,2,255,255,14321,81,217,18,240,243,0,1999,N\A
1,2004/04/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/19,15067,81,103,12,14469,81,229,128,240,243,103,4000,N\A
1,2004/04/20,15355,81,110,86,14734,81,220,46,240,243,1997,2106,N\A
1,2004/04/21,15267,81,101,2,0,2,255,255,240,243,4000,0,N\A
1,2004/04/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/24,0,2,255,255,14226,81,216,11,240,243,0,2000,N\A
1,2004/04/25,14959,81,113,113,0,2,255,255,240,243,2000,0,N\A
1,2004/04/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/27,0,2,255,255,14336,81,221,58,240,243,0,1985,N\A
1,2004/04/28,14647,81,102,7,14235,81,228,123,240,243,2157,4000,N\A
1,2004/04/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/04/30,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/03,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/04,14869,145,112,106,14466,81,222,71,240,243,64,2000,N\A
1,2004/05/05,15182,81,103,13,14533,81,229,128,240,243,2203,3997,N\A
1,2004/05/06,15411,81,110,86,14597,81,220,46,240,243,2000,1995,N\A
1,2004/05/07,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/10,15293,81,106,37,0,2,255,255,240,243,2200,0,N\A
1,2004/05/11,15321,81,113,113,0,2,255,255,240,243,2000,0,N\A
1,2004/05/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/13,0,2,255,255,14518,17,221,58,240,243,0,1972,N\A
1,2004/05/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/17,15471,81,107,49,0,2,255,255,240,243,2000,0,N\A
1,2004/05/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/20,15430,81,112,106,0,2,255,255,240,243,2850,0,N\A
1,2004/05/21,0,2,255,255,13693,145,229,128,240,243,0,1958,N\A
1,2004/05/22,15115,17,110,87,14548,81,220,46,240,243,1970,2000,N\A
1,2004/05/23,0,2,255,255,14561,81,227,118,240,243,0,4000,N\A
1,2004/05/24,0,2,255,255,14605,81,218,26,240,243,0,1996,N\A
1,2004/05/25,0,2,255,255,14647,81,225,104,240,243,0,356,N\A
1,2004/05/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/27,0,2,255,255,14898,81,223,84,240,243,0,2000,N\A
1,2004/05/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/30,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/05/31,0,2,255,255,14606,81,219,35,240,243,0,2000,N\A
1,2004/06/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/03,0,2,255,255,14482,81,224,95,240,243,0,300,N\A
1,2004/06/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/05,15394,81,112,106,0,2,255,255,240,243,3984,0,N\A
1,2004/06/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/07,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/08,0,2,255,255,14620,145,227,118,240,243,0,90,N\A
1,2004/06/09,0,2,255,255,14682,17,218,26,240,243,0,2000,N\A
1,2004/06/10,15301,81,115,124,14784,17,225,104,240,243,3998,2000,N\A
1,2004/06/11,15518,81,106,37,14862,81,216,12,240,243,1979,2000,N\A
1,2004/06/12,15457,81,113,113,14929,17,223,84,240,243,2474,2000,N\A
1,2004/06/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/22,0,2,255,255,14872,17,229,128,240,243,0,4000,N\A
1,2004/06/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/24,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/27,0,2,255,255,14847,17,216,12,240,243,0,2000,N\A
1,2004/06/28,0,2,255,255,14810,17,223,83,240,243,0,1999,N\A
1,2004/06/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/06/30,15296,145,111,97,14900,17,221,58,240,243,2059,1989,N\A
1,2004/07/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/03,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/04,0,2,255,255,14830,17,217,18,240,243,0,3999,N\A
1,2004/07/05,15155,145,114,119,0,2,255,255,240,243,175,0,N\A
1,2004/07/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/07,0,2,255,255,14991,81,222,71,240,243,0,1990,N\A
1,2004/07/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/09,0,2,255,255,14955,17,220,46,240,243,0,1988,N\A
1,2004/07/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/11,0,2,255,255,15105,81,218,26,240,243,0,2000,N\A
1,2004/07/12,15302,145,115,124,0,2,255,255,240,243,172,0,N\A
1,2004/07/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/17,15297,145,102,7,0,2,255,255,240,243,1269,0,N\A
1,2004/07/18,0,2,255,255,15034,81,219,35,240,243,0,3546,N\A
1,2004/07/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/20,0,2,255,255,15121,81,217,18,240,243,0,2219,N\A
1,2004/07/21,15427,145,114,119,15172,17,224,95,240,243,250,2000,N\A
1,2004/07/22,15829,81,105,28,15132,81,215,6,240,243,3994,4000,N\A
1,2004/07/23,15567,81,112,106,15138,17,222,71,240,243,3309,1989,N\A
1,2004/07/24,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/25,0,2,255,255,14989,81,220,46,240,243,0,2889,N\A
1,2004/07/26,15407,145,101,2,15026,81,227,118,240,243,2584,2000,N\A
1,2004/07/27,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/07/29,0,2,255,255,15007,17,216,12,240,243,0,2000,N\A
1,2004/07/30,0,2,255,255,15101,81,223,84,240,243,0,1982,N\A
1,2004/07/31,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/01,0,2,255,255,15043,81,221,58,240,243,0,2000,N\A
1,2004/08/02,0,2,255,255,14912,17,228,124,240,243,0,2000,N\A
1,2004/08/03,0,2,255,255,15014,17,219,35,240,243,0,2000,N\A
1,2004/08/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/06,15308,145,114,119,15055,17,224,95,240,243,85,1967,N\A
1,2004/08/07,0,2,255,255,14998,81,215,6,240,243,0,4000,N\A
1,2004/08/08,15550,145,112,106,15051,17,222,71,240,243,1986,2000,N\A
1,2004/08/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/14,0,2,255,255,14988,81,216,12,240,243,0,3997,N\A
1,2004/08/15,0,2,255,255,15090,81,223,84,240,243,0,2000,N\A
1,2004/08/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/19,15327,81,109,75,14927,17,219,35,240,243,2000,1967,N\A
1,2004/08/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/24,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/25,0,2,255,255,14573,145,229,128,240,243,0,4000,N\A
1,2004/08/26,0,2,255,255,15046,81,220,46,240,243,0,2873,N\A
1,2004/08/27,0,2,255,255,14910,17,227,118,240,243,0,4000,N\A
1,2004/08/28,15364,81,108,62,14992,17,218,26,240,243,248,3557,N\A
1,2004/08/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/08/30,15447,17,106,37,14827,81,216,12,240,243,2000,2000,N\A
1,2004/08/31,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2004/09/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
