1,No Data
2,No Data
3,No Data
4,No Data
5,No Data
6,No Data
7,No Data
8,No Data
9,No Data
10,No Data
11,No Data
id,Date,Daily daytime 1km grid Land-surface Temperature,Quality control for daytime LST and emissivity,Time of daytime Land-surface Temperature observation,View zenith angle of daytime Land-surface Temperature,Daily nighttime 1km grid Land-surface Temperature,Quality control for nighttime LST and emissivity,Time of nighttime Land-surface Temperature observation,View zenith angle of nighttime Land-surface Temperature,Band 31 emissivity,Band 32 emissivity,day clear-sky coverage,night clear-sky coverage,actual_date
1,2007/03/27,0,2,255,255,14289,81,229,128,240,243,0,2734,N\A
1,2007/03/28,15045,81,110,87,14005,81,220,46,240,243,992,121,N\A
1,2007/03/29,0,2,255,255,14617,81,227,118,240,243,0,4000,N\A
1,2007/03/30,14983,81,108,62,14543,81,218,26,240,243,273,3966,N\A
1,2007/03/31,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/03,0,2,255,255,14092,81,214,2,240,243,0,4000,N\A
1,2007/04/04,14755,145,111,97,0,2,255,255,240,243,688,0,N\A
1,2007/04/05,0,2,255,255,14121,81,228,124,240,243,0,2000,N\A
1,2007/04/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/07,14632,145,116,128,0,2,255,255,240,243,254,0,N\A
1,2007/04/08,0,2,255,255,14267,81,217,18,240,243,0,3435,N\A
1,2007/04/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/10,0,2,255,255,14310,81,215,6,240,243,0,4000,N\A
1,2007/04/11,0,2,255,255,14320,81,222,71,240,243,0,2000,N\A
1,2007/04/12,15040,81,103,13,0,2,255,255,240,243,2000,0,N\A
1,2007/04/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/16,0,2,255,255,14245,81,225,104,240,243,0,4000,N\A
1,2007/04/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/18,0,2,255,255,14244,17,223,84,240,243,0,2000,N\A
1,2007/04/19,0,2,255,255,14353,81,214,2,240,243,0,4000,N\A
1,2007/04/20,15129,81,111,97,0,2,255,255,240,243,2000,0,N\A
1,2007/04/21,0,2,255,255,14488,145,228,124,240,243,0,3012,N\A
1,2007/04/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/24,0,2,255,255,14213,81,217,18,240,243,0,3930,N\A
1,2007/04/25,0,2,255,255,14417,81,224,95,240,243,0,1962,N\A
1,2007/04/26,15171,81,105,27,0,2,255,255,240,243,4000,0,N\A
1,2007/04/27,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/28,15006,81,103,13,0,2,255,255,240,243,1200,0,N\A
1,2007/04/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/04/30,0,2,255,255,14416,145,227,118,240,243,0,2994,N\A
1,2007/05/01,0,2,255,255,14494,81,218,26,240,243,0,1985,N\A
1,2007/05/02,0,2,255,255,14515,17,225,104,240,243,0,2283,N\A
1,2007/05/03,0,2,255,255,14668,81,216,11,240,243,0,2927,N\A
1,2007/05/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/05/05,0,2,255,255,14561,81,214,2,240,243,0,2280,N\A
1,2007/05/06,0,2,255,255,14538,81,221,58,240,243,0,2000,N\A
1,2007/05/07,14906,145,102,7,14580,81,228,123,240,243,4000,1999,N\A
1,2007/05/08,15500,81,109,74,14514,81,219,35,240,243,1972,2000,N\A
1,2007/05/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/05/10,15385,81,107,49,14528,81,217,18,240,243,2632,3978,N\A
1,2007/05/11,0,2,255,255,14739,81,224,94,240,243,0,2150,N\A
1,2007/05/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/05/13,15335,81,112,106,14665,81,222,71,240,243,2221,2000,N\A
1,2007/05/14,15292,81,103,12,0,2,255,255,240,243,2000,0,N\A
1,2007/05/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/05/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/05/17,15358,81,108,61,0,2,255,255,240,243,1970,0,N\A
1,2007/05/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/05/19,15497,81,106,37,14650,81,216,11,240,243,1979,4000,N\A
1,2007/05/20,15226,81,113,113,14677,17,223,83,240,243,2000,1975,N\A
1,2007/05/21,0,2,255,255,14612,17,214,2,240,243,0,4000,N\A
1,2007/05/22,0,2,255,255,14781,81,221,58,240,243,0,2000,N\A
1,2007/05/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/05/24,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/05/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/05/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/05/27,0,2,255,255,14816,145,224,94,240,243,0,194,N\A
1,2007/05/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/05/29,0,2,255,255,14588,81,222,71,240,243,0,162,N\A
1,2007/05/30,15096,81,103,12,14496,145,229,128,240,243,296,3955,N\A
1,2007/05/31,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/03,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/05,0,2,255,255,14423,145,223,83,240,243,0,2000,N\A
1,2007/06/06,0,2,255,255,14448,145,214,2,240,243,0,3972,N\A
1,2007/06/07,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/18,0,2,255,255,14780,145,218,26,240,243,0,264,N\A
1,2007/06/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/24,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/27,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/06/30,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/03,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/07,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/10,0,2,255,255,14848,17,228,124,240,243,0,1993,N\A
1,2007/07/11,15233,81,109,75,0,2,255,255,240,243,1141,0,N\A
1,2007/07/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/24,15350,145,104,19,0,2,255,255,240,243,77,0,N\A
1,2007/07/25,0,2,255,255,15082,81,221,59,240,243,0,2000,N\A
1,2007/07/26,0,2,255,255,15049,81,228,124,240,243,0,4000,N\A
1,2007/07/27,0,2,255,255,15115,81,219,35,240,243,0,2892,N\A
1,2007/07/28,0,2,255,255,15119,17,226,112,240,243,0,1995,N\A
1,2007/07/29,15850,81,107,49,15088,17,217,18,240,243,1064,4000,N\A
1,2007/07/30,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/07/31,15650,81,105,28,15068,81,215,7,240,243,2000,3964,N\A
1,2007/08/01,0,2,255,255,15139,17,222,72,240,243,0,2000,N\A
1,2007/08/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/03,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/06,0,2,255,255,14977,81,225,104,240,243,0,2107,N\A
1,2007/08/07,0,2,255,255,14968,17,216,12,240,243,0,1986,N\A
1,2007/08/08,0,2,255,255,15121,81,223,84,240,243,0,2000,N\A
1,2007/08/09,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/13,0,2,255,255,14800,17,226,112,240,243,0,1993,N\A
1,2007/08/14,15492,17,107,49,0,2,255,255,240,243,1968,0,N\A
1,2007/08/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/16,0,2,255,255,14850,17,215,7,240,243,0,4000,N\A
1,2007/08/17,0,2,255,255,14909,81,222,72,240,243,0,1961,N\A
1,2007/08/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/21,0,2,255,255,14971,81,218,26,240,243,0,1998,N\A
1,2007/08/22,0,2,255,255,15070,81,225,105,240,243,0,1992,N\A
1,2007/08/23,0,2,255,255,14772,81,216,12,240,243,0,1231,N\A
1,2007/08/24,0,2,255,255,15036,17,223,84,240,243,0,2000,N\A
1,2007/08/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/27,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/28,0,2,255,255,14954,145,219,35,240,243,0,2892,N\A
1,2007/08/29,0,2,255,255,14806,145,226,112,240,243,0,2115,N\A
1,2007/08/30,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/08/31,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/03,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/05,0,2,255,255,14740,145,227,118,240,243,0,1999,N\A
1,2007/09/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/07,0,2,255,255,14662,145,225,105,240,243,0,1265,N\A
1,2007/09/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/09,0,2,255,255,14793,81,223,84,240,243,0,2000,N\A
1,2007/09/10,15451,81,104,20,0,2,255,255,240,243,4000,0,N\A
1,2007/09/11,15419,17,111,98,14890,17,221,59,240,243,2000,1967,N\A
1,2007/09/12,15357,81,102,7,0,2,255,255,240,243,3985,0,N\A
1,2007/09/13,15169,81,109,75,14920,81,219,35,240,243,1918,3994,N\A
1,2007/09/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/15,0,2,255,255,14787,81,217,18,240,243,0,2000,N\A
1,2007/09/16,0,2,255,255,14855,81,224,95,240,243,0,2000,N\A
1,2007/09/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/24,0,2,255,255,14745,145,216,12,240,243,0,1804,N\A
1,2007/09/25,0,2,255,255,14873,81,223,84,240,243,0,1941,N\A
1,2007/09/26,0,2,255,255,14629,81,214,2,240,243,0,3582,N\A
1,2007/09/27,15316,81,111,98,14928,17,221,59,240,243,1984,2000,N\A
1,2007/09/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/09/30,0,2,255,255,14778,145,226,112,240,243,0,2000,N\A
1,2007/10/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/03,15299,81,105,28,14717,81,215,7,240,243,2000,3844,N\A
1,2007/10/04,15256,145,112,106,14803,17,222,72,240,243,1978,2000,N\A
1,2007/10/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/06,15154,81,110,87,0,2,255,255,240,243,323,0,N\A
1,2007/10/07,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/09,0,2,255,255,14476,145,225,105,240,243,0,1785,N\A
1,2007/10/10,0,2,255,255,14593,145,216,12,240,243,0,1961,N\A
1,2007/10/11,0,2,255,255,14632,81,223,84,240,243,0,2482,N\A
1,2007/10/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/19,0,2,255,255,14436,81,215,7,240,243,0,1992,N\A
1,2007/10/20,0,2,255,255,14418,81,222,72,240,243,0,1988,N\A
1,2007/10/21,14895,81,103,13,0,2,255,255,240,243,159,0,N\A
1,2007/10/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/23,0,2,255,255,14569,145,227,118,240,243,0,2000,N\A
1,2007/10/24,15058,81,108,62,14651,145,218,26,240,243,1694,2041,N\A
1,2007/10/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/26,0,2,255,255,14479,81,216,12,240,243,0,3983,N\A
1,2007/10/27,0,2,255,255,14529,81,223,84,240,243,0,3055,N\A
1,2007/10/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/10/30,14528,81,102,7,0,2,255,255,240,243,438,0,N\A
1,2007/10/31,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/02,14634,81,107,49,14234,17,217,18,240,243,1977,1989,N\A
1,2007/11/03,0,2,255,255,14020,81,224,95,240,243,0,1132,N\A
1,2007/11/04,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/06,0,2,255,255,14342,81,229,128,240,243,0,4000,N\A
1,2007/11/07,14799,145,110,86,14399,81,220,45,240,243,902,106,N\A
1,2007/11/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/09,14801,81,108,61,0,2,255,255,240,243,2000,0,N\A
1,2007/11/10,0,2,255,255,14252,81,225,104,240,243,0,4000,N\A
1,2007/11/11,14631,81,106,37,14214,81,216,11,240,243,1018,2523,N\A
1,2007/11/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/14,0,2,255,255,14461,81,221,58,240,243,0,2000,N\A
1,2007/11/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/20,0,2,255,255,13859,81,215,6,240,243,0,1961,N\A
1,2007/11/21,0,2,255,255,14185,81,222,71,240,243,0,2000,N\A
1,2007/11/22,0,2,255,255,14166,81,229,128,240,243,0,3980,N\A
1,2007/11/23,0,2,255,255,14314,81,220,46,240,243,0,2000,N\A
1,2007/11/24,0,2,255,255,14290,81,227,118,240,243,0,4000,N\A
1,2007/11/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/27,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/11/28,0,2,255,255,14061,81,223,83,240,243,0,2000,N\A
1,2007/11/29,14406,81,104,19,14009,81,214,2,240,243,225,4000,N\A
1,2007/11/30,0,2,255,255,14106,81,221,58,240,243,0,1982,N\A
1,2007/12/01,14100,145,102,7,0,2,255,255,240,243,138,0,N\A
1,2007/12/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/03,0,2,255,255,14012,81,226,112,240,243,0,4000,N\A
1,2007/12/04,0,2,255,255,13996,17,217,18,240,243,0,2219,N\A
1,2007/12/05,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/06,0,2,255,255,13989,81,215,6,240,243,0,4000,N\A
1,2007/12/07,0,2,255,255,13955,81,222,71,240,243,0,1977,N\A
1,2007/12/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/09,14438,81,110,86,0,2,255,255,240,243,285,0,N\A
1,2007/12/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/14,0,2,255,255,13912,81,223,84,240,243,0,2000,N\A
1,2007/12/15,14180,81,104,19,13956,81,214,2,240,243,246,4000,N\A
1,2007/12/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/19,0,2,255,255,14054,81,226,112,240,243,0,1981,N\A
1,2007/12/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/24,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/25,0,2,255,255,14109,17,220,46,240,243,0,2000,N\A
1,2007/12/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/27,0,2,255,255,13781,81,218,26,240,243,0,1913,N\A
1,2007/12/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2007/12/29,0,2,255,255,13789,81,216,12,240,243,0,3812,N\A
1,2007/12/30,0,2,255,255,13689,17,223,84,240,243,0,2000,N\A
1,2007/12/31,0,2,255,255,13689,81,214,2,240,243,0,4000,N\A
1,2008/01/01,0,2,255,255,13654,81,221,58,240,243,0,1930,N\A
1,2008/01/02,0,2,255,255,13688,81,228,124,240,243,0,3965,N\A
1,2008/01/03,0,2,255,255,13814,81,219,35,240,243,0,2000,N\A
1,2008/01/04,0,2,255,255,13903,17,226,112,240,243,0,2000,N\A
1,2008/01/05,0,2,255,255,13922,17,217,18,240,243,0,2000,N\A
1,2008/01/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/07,0,2,255,255,14056,81,215,6,240,243,0,1980,N\A
1,2008/01/08,0,2,255,255,14040,17,222,71,240,243,0,2000,N\A
1,2008/01/09,0,2,255,255,14026,145,229,128,240,243,0,3457,N\A
1,2008/01/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/12,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/14,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/15,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/17,0,2,255,255,13717,81,221,58,240,243,0,2000,N\A
1,2008/01/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/19,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/23,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/24,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/26,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/27,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/28,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/29,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/30,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/01/31,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/02/01,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/02/02,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/02/03,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/02/04,0,2,255,255,13741,81,219,35,240,243,0,3441,N\A
1,2008/02/05,0,2,255,255,13731,81,226,112,240,243,0,245,N\A
1,2008/02/06,0,2,255,255,13630,81,217,18,240,243,0,2000,N\A
1,2008/02/07,0,2,255,255,13666,81,224,95,240,243,0,2702,N\A
1,2008/02/08,0,2,255,255,13653,81,215,6,240,243,0,4000,N\A
1,2008/02/09,0,2,255,255,13630,81,222,71,240,243,0,1984,N\A
1,2008/02/10,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/02/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/02/12,13968,81,101,2,13612,81,227,118,240,243,786,1504,N\A
1,2008/02/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/02/14,14070,145,115,124,13717,81,225,104,240,243,111,2000,N\A
1,2008/02/15,0,2,255,255,13750,81,216,12,240,243,0,4000,N\A
1,2008/02/16,0,2,255,255,13836,81,223,83,240,243,0,1998,N\A
1,2008/02/17,0,2,255,255,13761,81,214,2,240,243,0,3983,N\A
1,2008/02/18,0,2,255,255,13796,81,221,58,240,243,0,1983,N\A
1,2008/02/19,0,2,255,255,13815,81,228,123,240,243,0,2000,N\A
1,2008/02/20,0,2,255,255,13884,17,219,35,240,243,0,2000,N\A
1,2008/02/21,14368,81,116,128,0,2,255,255,240,243,501,0,N\A
1,2008/02/22,0,2,255,255,13742,145,217,18,240,243,0,2952,N\A
1,2008/02/23,0,2,255,255,13733,81,224,94,240,243,0,659,N\A
1,2008/02/24,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/02/25,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/02/26,0,2,255,255,13731,81,229,128,240,243,0,4000,N\A
1,2008/02/27,0,2,255,255,13882,81,220,46,240,243,0,2000,N\A
1,2008/02/28,0,2,255,255,13943,17,227,118,240,243,0,2000,N\A
1,2008/02/29,0,2,255,255,14083,81,218,25,240,243,0,1976,N\A
1,2008/03/01,14439,145,115,124,0,2,255,255,240,243,329,0,N\A
1,2008/03/02,0,2,255,255,14054,81,216,11,240,243,0,3341,N\A
1,2008/03/03,0,2,255,255,14015,81,223,83,240,243,0,1984,N\A
1,2008/03/04,0,2,255,255,13945,81,214,2,240,243,0,3988,N\A
1,2008/03/05,0,2,255,255,13984,81,221,58,240,243,0,1977,N\A
1,2008/03/06,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/03/07,0,2,255,255,13968,81,219,35,240,243,0,1995,N\A
1,2008/03/08,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/03/09,0,2,255,255,14018,81,217,18,240,243,0,2000,N\A
1,2008/03/10,0,2,255,255,14152,81,224,94,240,243,0,1986,N\A
1,2008/03/11,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/03/12,14834,145,112,105,14225,17,222,70,240,243,231,2000,N\A
1,2008/03/13,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/03/14,14646,145,110,86,14066,81,220,45,240,243,1995,2000,N\A
1,2008/03/15,0,2,255,255,13912,145,227,118,240,243,0,3998,N\A
1,2008/03/16,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/03/17,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/03/18,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/03/19,0,2,255,255,14101,81,223,83,240,243,0,1961,N\A
1,2008/03/20,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/03/21,0,2,255,255,0,2,255,255,0,0,0,0,N\A
1,2008/03/22,0,2,255,255,0,2,255,255,0,0,0,0,N\A
